bus_id,target_stop_id,route_id,trip_id,prediction_made_at,scheduled_arrival_time,seconds_until_scheduled,current_delay_seconds,delay_at_last_stop,avg_delay_this_route_today,avg_delay_same_hour,schedule_adherence_score,delay_trend_last_3_stops,is_delay_accelerating,delay_per_stop_rate,stops_remaining,pct_route_completed,distance_remaining_km,total_segment_time_remaining,avg_segment_time_remaining,stddev_segment_time,min_segment_time,max_segment_time,segment_time_variance,minutes_since_last_checkpoint,checkpoint_freshness_score,checkpoint_age_penalty,has_recent_checkpoint,stops_since_last_checkpoint,time_to_next_expected_report,checkpoint_reliability_score,historical_delay_avg,historical_delay_p50,historical_delay_p90,same_day_hour_avg_delay,recent_24h_performance,recent_7d_performance,route_punctuality_score,historical_completion_rate,typical_delay_this_stop,historical_sample_count,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_peak_period,minutes_into_rush_hour,temperature,rain_1h,snow_1h,visibility,wind_speed,humidity,weather_delay_multiplier,traffic_level_encoded,is_holiday,is_special_event,weather_clear,weather_rain,weather_snow,weather_fog,weather_clouds,weather_thunderstorm,weather_unknown,reporters_at_target_stop,avg_reporter_accuracy_target,recent_report_density,report_consensus_strength,has_high_quality_reporter,reporter_cluster_tightness,actual_eta_seconds
7,16,3,7,1706152451,1706154163,1712.6635749340057,-275,-288,246,319,0.54,-37,0,68.75,2,0.5,3.34,835.0,418.0,61.0,292.0,543.0,3684.0,1.3,0.91,1.13,1,2,387.0,0.71,-26,-40,65,327,0.85,0.87,0.79,0.93,113,67,8,3,0,1,1,94,24.28,0.0,0,4708.72,3.15,92.96,1.11,3,0,0,0,0,0,1,0,0,0,3,0.86,0.48,0.81,1,0.63,1066
1,5,1,1,1706360155,1706362743,2588.062468767166,83,121,322,-13,0.86,85,1,41.5,3,0.2,3.63,961.0,320.0,38.0,224.0,416.0,1439.0,1.3,0.91,1.13,1,0,354.0,0.79,217,245,343,-18,0.85,0.73,0.94,0.96,138,169,18,5,1,1,1,34,26.61,0.0,0,10000.0,6.95,58.19,1.0,3,0,0,1,0,0,0,0,0,0,11,1.02,1.0,1.0,1,0.98,1351
3,3,1,3,1705269409,1705270457,1047.4781484603882,5,-15,249,189,0.99,6,0,2.5,1,0.2,1.02,365.0,365.0,87.0,255.0,474.0,7520.0,7.5,0.5,1.75,0,1,299.0,0.79,203,232,274,202,0.65,0.89,0.9,0.93,135,50,3,0,0,0,0,0,25.45,0.0,0,5431.95,9.97,91.81,1.09,1,0,0,0,0,0,1,0,0,0,1,0.96,0.25,0.75,1,0.56,242
7,15,3,7,1704346426,1704348142,1716.3963911533356,-4,6,-44,72,0.99,35,1,1.0,1,0.5,2.21,241.0,241.0,32.0,169.0,314.0,1036.0,6.4,0.57,1.64,0,1,358.0,0.66,132,107,276,68,0.84,0.94,0.95,0.95,241,84,11,3,0,0,0,0,25.53,0.0,0,10000.0,6.64,53.61,1.0,2,0,0,1,0,0,0,0,0,0,8,0.83,0.81,1.0,1,0.84,286
9,24,5,9,1706620115,1706621595,1480.084231376648,-284,-306,232,297,0.53,-27,0,142.0,1,0.25,1.39,335.0,335.0,45.0,234.0,435.0,2036.0,1.4,0.9,1.14,1,1,219.0,0.67,182,183,257,287,0.94,0.85,0.91,0.92,212,89,18,1,0,1,1,45,27.44,0.0,0,10000.0,7.6,74.84,1.0,3,0,0,1,0,0,0,0,0,0,3,0.79,0.39,0.77,0,0.66,490
4,10,2,4,1704328569,1704331598,3029.949296474457,-297,-303,209,316,0.51,40,1,74.25,1,0.6,1.9,292.0,292.0,66.0,205.0,380.0,4392.0,5.4,0.64,1.54,0,0,287.0,0.9,129,110,194,332,0.73,0.92,0.94,0.94,188,70,6,3,0,0,0,0,25.23,0.0,0,5260.91,1.05,91.65,1.09,1,0,0,0,0,0,1,0,0,0,8,0.88,0.81,1.0,1,0.9,60
5,8,2,5,1705772496,1705774807,2311.3062086105347,526,467,29,343,0.12,92,1,526.0,2,0.0,2.79,691.0,346.0,51.0,242.0,449.0,2569.0,10.0,0.33,2.0,0,2,264.0,0.88,-28,-21,55,356,0.88,0.74,0.92,0.94,33,120,23,5,1,0,0,0,33.85,0.0,0,10000.0,3.19,55.38,1.0,1,0,0,1,0,0,0,0,0,0,10,0.98,1.0,1.0,1,0.97,1128
5,10,2,5,1704921865,1704923399,1534.1184711456299,219,249,305,326,0.64,15,0,109.5,3,0.2,6.85,876.0,292.0,42.0,204.0,380.0,1757.0,2.9,0.81,1.29,1,0,264.0,0.67,-32,-30,71,335,0.94,0.85,0.85,0.95,17,188,2,3,0,0,0,0,29.93,0.0,0,10000.0,9.6,68.32,1.0,1,0,0,1,0,0,0,0,0,0,1,0.82,0.15,0.69,0,0.61,974
3,4,1,3,1704897721,1704900790,3068.152332305908,-276,-239,167,99,0.54,86,1,138.0,2,0.2,3.57,499.0,249.0,35.0,175.0,324.0,1190.0,6.7,0.55,1.67,0,2,184.0,0.66,202,184,293,93,0.89,0.81,0.95,0.9,16,138,20,2,0,0,0,0,30.24,0.0,0,10000.0,2.0,66.85,1.0,1,0,0,1,0,0,0,0,0,0,8,0.97,0.96,1.0,1,0.86,60
4,10,2,4,1705346334,1705347649,1315.331757068634,-139,-184,346,58,0.77,60,1,34.75,1,0.6,0.91,406.0,406.0,51.0,284.0,528.0,2640.0,5.8,0.62,1.58,0,1,331.0,0.71,26,45,76,56,0.91,0.92,0.88,0.95,3,88,0,1,0,0,0,0,26.31,0.0,0,10000.0,9.17,77.96,1.0,1,0,0,1,0,0,0,0,0,0,3,0.96,0.38,0.79,1,0.69,194
7,13,3,7,1705407761,1705410250,2488.7983345985413,-208,-260,273,112,0.65,30,1,104.0,1,0.17,2.42,345.0,345.0,37.0,242.0,449.0,1348.0,9.7,0.35,1.97,0,1,147.0,0.81,215,223,319,119,0.74,0.83,0.87,0.89,69,95,17,1,0,1,1,59,27.0,1.54,0,5696.2,5.97,81.84,1.24,3,0,0,0,1,0,0,0,0,0,5,0.9,0.64,0.94,1,0.74,490
3,5,1,3,1705805061,1705807394,2332.6974606513977,4,-3,43,34,0.99,-39,0,2.0,3,0.2,3.44,785.0,262.0,46.0,183.0,340.0,2138.0,1.7,0.89,1.17,1,1,150.0,0.79,156,161,301,51,0.87,0.73,0.87,0.95,106,179,8,6,1,1,1,66,29.44,0.0,0,10000.0,8.42,82.01,1.0,3,0,0,1,0,0,0,0,0,0,11,0.87,1.0,1.0,1,0.95,1052
10,25,5,10,1705050691,1705052375,1683.9744646549225,515,503,244,79,0.14,-37,0,257.5,2,0.25,4.63,522.0,261.0,54.0,183.0,340.0,2905.0,4.1,0.72,1.41,1,1,245.0,0.71,13,12,96,76,0.76,0.86,0.91,0.91,-12,200,14,4,0,0,0,0,25.4,0.63,0,7243.57,9.43,91.14,1.12,2,0,0,0,1,0,0,0,0,0,11,0.8,1.0,1.0,1,0.97,1066
7,14,3,7,1706665159,1706668067,2908.208511352539,-252,-310,11,265,0.58,15,0,252.0,3,0.0,5.74,1191.0,397.0,97.0,278.0,516.0,9494.0,4.1,0.73,1.41,1,2,266.0,0.6,-29,-43,104,264,0.85,0.72,0.82,0.97,-3,126,7,2,0,1,1,28,28.67,0.0,0,10000.0,3.55,61.72,1.0,3,0,0,1,0,0,0,0,0,0,1,0.88,0.29,0.69,1,0.55,1163
9,25,5,9,1706235823,1706236809,985.865510225296,179,177,-5,301,0.7,24,1,179.0,3,0.0,2.76,1199.0,400.0,86.0,280.0,520.0,7376.0,2.8,0.82,1.28,1,2,305.0,0.66,68,71,198,290,0.8,0.87,0.95,0.9,100,215,7,4,0,1,1,1,26.64,0.0,0,10000.0,7.69,55.68,1.0,3,0,0,1,0,0,0,0,0,0,6,0.78,0.69,0.92,1,0.77,1534
2,4,1,2,1704440489,1704442586,2096.8591763973236,189,217,348,320,0.69,61,1,189.0,3,0.0,6.58,1044.0,348.0,85.0,244.0,453.0,7240.0,6.6,0.56,1.66,0,1,143.0,0.83,220,206,303,334,0.71,0.92,0.93,0.94,224,192,13,4,0,0,0,0,28.44,0.0,0,10000.0,8.45,78.24,1.0,2,0,0,1,0,0,0,0,0,0,11,0.95,1.0,1.0,1,1.0,1090
2,4,1,2,1706151244,1706154675,3430.816820383072,463,493,100,26,0.23,-37,0,463.0,3,0.0,2.91,1074.0,358.0,78.0,251.0,466.0,6132.0,4.2,0.72,1.42,1,1,180.0,0.82,2,-1,69,31,0.7,0.75,0.87,0.9,83,70,8,3,0,1,1,112,22.26,0.0,0,5144.23,6.95,89.12,1.1,3,0,0,0,0,0,1,0,0,0,3,0.77,0.41,0.8,0,0.68,1901
6,13,3,6,1705255279,1705256273,994.5854630470276,-270,-257,336,239,0.55,-41,0,270.0,2,0.0,4.03,814.0,407.0,89.0,285.0,529.0,7988.0,6.5,0.57,1.65,0,2,202.0,0.94,115,88,168,254,0.77,0.86,0.9,0.9,39,231,23,6,1,0,0,0,25.61,0.23,0,7443.35,2.62,91.02,1.07,1,0,0,0,1,0,0,0,0,0,7,0.88,0.79,0.98,1,0.86,455
8,20,4,8,1704150552,1704153389,2837.566899061203,333,377,-32,20,0.44,99,1,111.0,1,0.4,1.17,369.0,369.0,42.0,259.0,480.0,1733.0,6.2,0.59,1.62,0,0,145.0,0.69,197,210,287,7,0.68,0.75,0.76,0.93,194,190,4,1,0,0,0,0,29.6,0.0,0,10000.0,1.7,79.4,1.0,1,0,0,1,0,0,0,0,0,0,7,0.89,0.79,0.95,1,0.87,601
6,16,3,6,1705561221,1705564718,3496.835018634796,9,64,136,-17,0.98,33,1,2.25,2,0.5,1.75,776.0,388.0,88.0,272.0,505.0,7659.0,7.5,0.5,1.75,0,0,350.0,0.79,242,271,356,-22,0.67,0.94,0.87,0.95,-3,126,12,3,0,0,0,0,20.27,0.0,0,4696.64,3.61,97.43,1.11,2,0,0,0,0,0,1,0,0,0,1,0.92,0.29,0.72,1,0.56,862
3,5,1,3,1705762857,1705763862,1004.3911426067352,114,145,390,317,0.81,1,0,28.5,1,0.6,1.85,322.0,322.0,34.0,225.0,419.0,1162.0,1.3,0.91,1.13,1,1,352.0,0.86,256,249,387,305,0.87,0.76,0.78,0.91,4,116,20,5,1,0,0,0,21.33,0.0,0,3679.28,8.2,91.86,1.13,1,0,0,0,0,0,1,0,0,0,7,0.94,0.84,0.98,1,0.81,335
2,5,1,2,1706178287,1706179789,1502.0391819477081,570,621,394,178,0.05,33,1,190.0,2,0.4,3.52,732.0,366.0,81.0,256.0,476.0,6489.0,7.5,0.5,1.75,0,2,374.0,0.64,265,240,346,173,0.69,0.77,0.81,0.88,71,79,15,3,0,0,0,0,24.73,1.41,0,7444.83,8.08,94.94,1.19,2,0,0,0,1,0,0,0,0,0,7,0.8,0.72,1.0,1,0.8,1290
4,10,2,4,1705523470,1705525961,2490.5556247234344,113,77,243,279,0.81,76,1,37.67,2,0.4,3.87,830.0,415.0,93.0,290.0,539.0,8707.0,3.4,0.77,1.34,1,2,241.0,0.94,83,58,209,271,0.89,0.86,0.89,0.92,227,100,2,3,0,0,0,0,31.42,0.0,0,10000.0,3.75,59.23,1.0,1,0,0,1,0,0,0,0,0,0,5,0.97,0.56,0.87,1,0.73,801
2,4,1,2,1704637757,1704639609,1851.70876455307,-232,-235,-38,170,0.61,-35,0,232.0,3,0.0,2.93,1008.0,336.0,39.0,235.0,437.0,1485.0,8.1,0.46,1.81,0,1,179.0,0.66,186,183,311,184,0.94,0.79,0.87,0.97,27,50,19,6,1,1,1,12,26.26,0.0,0,10000.0,1.15,67.73,1.0,3,0,0,1,0,0,0,0,0,0,6,0.91,0.68,0.91,1,0.83,1058
7,14,3,7,1704727724,1704730075,2350.7376992702484,241,246,35,-37,0.6,50,1,241.0,3,0.0,3.1,1027.0,342.0,75.0,240.0,445.0,5656.0,5.7,0.62,1.57,0,0,231.0,0.88,56,42,120,-25,0.88,0.87,0.79,0.92,12,227,20,0,0,0,0,0,25.72,0.0,0,5142.15,3.81,86.03,1.1,1,0,0,0,0,0,1,0,0,0,13,0.89,1.0,1.0,1,1.0,1025
6,15,3,6,1706589604,1706591655,2051.8885083198547,393,334,123,-8,0.34,80,1,196.5,3,0.17,3.51,1061.0,354.0,56.0,248.0,460.0,3098.0,5.3,0.64,1.53,0,2,229.0,0.86,280,299,352,-26,0.74,0.84,0.81,0.92,73,52,10,1,0,0,0,0,33.43,0.0,0,10000.0,4.35,61.73,1.0,2,0,0,1,0,0,0,0,0,0,14,0.9,1.0,1.0,1,1.0,1591
2,3,1,2,1706029401,1706031274,1873.075693845749,-271,-277,239,75,0.55,33,1,271.0,2,0.0,3.31,705.0,352.0,47.0,247.0,458.0,2256.0,7.5,0.5,1.75,0,1,204.0,0.82,255,242,322,70,0.71,0.84,0.8,0.88,178,239,22,1,0,0,0,0,24.6,2.8,0,5248.28,1.81,85.95,1.37,1,0,0,0,1,0,0,0,0,0,9,0.83,0.91,1.0,1,0.9,268
8,20,4,8,1704815392,1704817899,2507.714814901352,-107,-108,-100,11,0.82,36,1,107.0,3,0.0,4.94,1049.0,350.0,82.0,245.0,454.0,6728.0,4.6,0.69,1.46,1,1,124.0,0.82,18,21,75,4,0.89,0.84,0.8,0.96,83,137,21,1,0,0,0,0,25.66,2.64,0,8620.54,2.81,78.4,1.29,1,0,0,0,1,0,0,0,0,0,5,0.92,0.54,0.87,1,0.7,1075
2,3,1,2,1705974497,1705977272,2774.840721845627,452,441,167,274,0.25,22,1,226.0,1,0.2,1.55,366.0,366.0,71.0,256.0,475.0,5085.0,2.0,0.86,1.2,1,1,171.0,0.79,1,18,149,270,0.79,0.92,0.91,0.94,-20,130,7,1,0,1,1,4,30.65,0.0,0,10000.0,9.26,54.52,1.0,3,0,0,1,0,0,0,0,0,0,9,0.79,0.92,1.0,1,0.88,1129
3,4,1,3,1705788924,1705790495,1571.25812125206,-44,-46,287,52,0.93,91,1,22.0,2,0.2,2.51,773.0,387.0,60.0,271.0,503.0,3541.0,5.3,0.65,1.53,0,1,214.0,0.65,35,60,154,56,0.8,0.79,0.9,0.94,99,56,3,6,1,0,0,0,24.68,0.0,0,6014.49,8.79,88.06,1.08,1,0,0,0,0,0,1,0,0,0,4,0.85,0.43,0.85,1,0.67,657
9,25,5,9,1705742317,1705744823,2506.7131259441376,170,223,253,0,0.72,37,1,85.0,2,0.25,3.29,503.0,252.0,31.0,176.0,327.0,937.0,8.9,0.4,1.89,0,1,292.0,0.78,-9,-5,131,17,0.77,0.81,0.95,0.92,43,145,14,5,1,0,0,0,27.96,0.0,0,10000.0,4.34,69.52,1.0,2,0,0,1,0,0,0,0,0,0,6,0.87,0.63,0.97,1,0.75,877
1,3,1,1,1706495222,1706496875,1652.8964312076569,129,159,6,341,0.79,45,1,129.0,2,0.0,3.66,638.0,319.0,77.0,223.0,415.0,5867.0,5.8,0.61,1.58,0,1,254.0,0.77,31,16,160,356,0.79,0.8,0.76,0.88,53,217,7,0,0,1,1,57,25.17,0.77,0,6564.91,1.58,93.93,1.15,3,0,0,0,1,0,0,0,0,0,13,0.95,1.0,1.0,1,1.0,1061
9,24,5,9,1705934823,1705936862,2039.0176594257355,450,408,393,92,0.25,19,0,450.0,2,0.0,4.25,597.0,299.0,51.0,209.0,388.0,2615.0,4.5,0.7,1.45,1,0,158.0,0.67,271,293,398,100,0.69,0.85,0.93,0.95,3,99,20,0,0,0,0,0,23.81,4.05,0,7104.57,8.65,84.08,1.46,1,0,0,0,1,0,0,0,0,0,7,0.84,0.72,0.96,1,0.78,1064
7,13,3,7,1704775885,1704778970,3084.7422733306885,421,383,134,80,0.3,-34,0,210.5,1,0.17,1.27,406.0,406.0,45.0,284.0,527.0,2047.0,6.5,0.57,1.65,0,1,283.0,0.78,-39,-62,90,93,0.69,0.8,0.77,0.93,-1,166,10,1,0,0,0,0,26.44,5.67,0,8730.47,5.31,85.82,1.59,2,0,0,0,1,0,0,0,0,0,11,0.95,1.0,1.0,1,1.0,1174
7,16,3,7,1705564750,1705567625,2875.015256166458,168,202,333,198,0.72,81,1,56.0,3,0.33,6.03,847.0,282.0,55.0,198.0,367.0,3034.0,6.8,0.55,1.68,0,0,258.0,0.84,224,250,288,182,0.81,0.89,0.86,0.98,178,182,13,3,0,0,0,0,29.94,0.0,0,10000.0,5.92,67.14,1.0,2,0,0,1,0,0,0,0,0,0,6,0.91,0.71,0.94,1,0.79,1060
9,24,5,9,1704724953,1704728092,3139.1572308540344,-122,-163,364,6,0.8,-46,0,122.0,2,0.0,4.8,676.0,338.0,41.0,236.0,439.0,1715.0,8.9,0.41,1.89,0,0,346.0,0.84,49,37,122,-11,0.67,0.85,0.77,0.89,115,59,20,0,0,0,0,0,24.34,0.0,0,10000.0,7.58,66.34,1.0,1,0,0,1,0,0,0,0,0,0,7,0.81,0.87,1.0,1,0.85,568
7,14,3,7,1706339918,1706342327,2409.3294100761414,169,220,-88,222,0.72,-7,0,169.0,3,0.0,3.57,806.0,269.0,58.0,188.0,349.0,3409.0,7.4,0.51,1.74,0,1,222.0,0.89,241,248,348,236,0.85,0.73,0.85,0.88,26,146,12,5,1,0,0,0,26.85,0.0,0,10000.0,5.0,73.43,1.0,2,0,0,1,0,0,0,0,0,0,10,0.86,1.0,1.0,1,0.9,1098
5,9,2,5,1705044688,1705047111,2422.508704662323,487,474,173,333,0.19,26,1,243.5,2,0.2,3.67,822.0,411.0,102.0,288.0,534.0,10420.0,5.4,0.64,1.54,0,0,301.0,0.79,33,60,119,328,0.87,0.82,0.84,0.94,184,193,13,4,0,0,0,0,22.1,1.22,0,6954.05,8.4,78.48,1.18,2,0,0,0,1,0,0,0,0,0,5,0.88,0.53,0.88,1,0.74,1437
8,19,4,8,1706338314,1706339380,1065.566653728485,40,50,11,38,0.93,77,1,20.0,1,0.2,1.05,283.0,283.0,53.0,198.0,368.0,2763.0,9.9,0.34,1.99,0,1,377.0,0.63,287,266,371,52,0.78,0.94,0.95,0.95,150,66,12,5,1,0,0,0,30.29,0.0,0,10000.0,6.13,60.29,1.0,2,0,0,1,0,0,0,0,0,0,8,0.89,0.96,1.0,1,0.91,313
3,4,1,3,1705605280,1705606760,1479.9979729652405,-272,-330,85,24,0.55,-6,0,272.0,3,0.0,6.0,784.0,261.0,49.0,183.0,340.0,2433.0,9.7,0.35,1.97,0,2,263.0,0.66,285,279,408,32,0.91,0.9,0.86,0.98,71,108,0,4,0,0,0,0,24.79,2.13,0,7062.38,2.42,78.04,1.27,1,0,0,0,1,0,0,0,0,0,5,0.93,0.58,0.95,1,0.77,338
7,15,3,7,1704621740,1704625312,3571.7844364643097,-212,-206,313,71,0.65,65,1,106.0,3,0.17,4.19,905.0,302.0,45.0,211.0,392.0,2021.0,3.2,0.79,1.32,1,1,147.0,0.65,9,-12,108,89,0.69,0.79,0.85,0.97,44,94,15,6,1,0,0,0,20.95,0.0,0,3300.77,7.8,90.36,1.13,2,0,0,0,0,0,1,0,0,0,8,0.92,0.89,1.0,1,0.87,668
2,4,1,2,1706166828,1706169855,3027.5197219848633,377,346,393,286,0.37,22,1,188.5,2,0.2,1.76,835.0,418.0,58.0,292.0,543.0,3397.0,2.1,0.86,1.21,1,0,281.0,0.75,130,116,238,274,0.76,0.86,0.75,0.96,206,62,12,3,0,0,0,0,27.05,3.55,0,8120.3,5.43,86.33,1.39,2,0,0,0,1,0,0,0,0,0,3,0.91,0.38,0.83,1,0.69,1364
4,10,2,4,1704859827,1704861350,1523.6726577281952,522,549,250,-45,0.13,70,1,130.5,1,0.6,1.79,301.0,301.0,54.0,211.0,391.0,2920.0,7.0,0.53,1.7,0,0,240.0,0.61,258,279,361,-54,0.68,0.86,0.8,0.91,223,127,9,2,0,1,1,6,21.19,0.0,0,3510.41,2.58,97.62,1.13,3,0,0,0,0,0,1,0,0,0,2,0.83,0.32,0.73,0,0.66,1226
10,24,5,10,1704528202,1704529820,1618.152856349945,405,450,108,245,0.32,7,0,405.0,2,0.0,2.31,735.0,367.0,52.0,257.0,477.0,2745.0,3.4,0.77,1.34,1,1,165.0,0.62,210,230,328,256,0.66,0.81,0.88,0.96,138,244,13,5,1,0,0,0,21.41,0.0,0,4722.69,2.03,93.8,1.11,2,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,1497
2,3,1,2,1704691040,1704694512,3472.0112223625183,515,558,246,73,0.14,-11,0,515.0,2,0.0,1.7,811.0,406.0,67.0,284.0,527.0,4457.0,2.8,0.81,1.28,1,0,240.0,0.88,154,135,285,81,0.65,0.94,0.82,0.98,-20,209,10,0,0,0,0,0,24.13,0.87,0,7985.68,9.93,91.85,1.13,2,0,0,0,1,0,0,0,0,0,5,0.94,0.68,0.87,1,0.75,1653
1,4,1,1,1705173676,1705176299,2622.752437353134,198,228,136,153,0.67,32,1,99.0,2,0.2,3.96,799.0,400.0,74.0,280.0,520.0,5549.0,6.8,0.55,1.68,0,1,234.0,0.62,118,89,256,142,0.73,0.88,0.87,0.9,170,69,0,6,1,0,0,0,24.52,1.35,0,8230.05,5.33,80.82,1.17,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,974
10,25,5,10,1704509858,1704513229,3370.881237268448,-150,-181,164,169,0.75,8,0,150.0,3,0.0,3.71,1007.0,336.0,81.0,235.0,436.0,6556.0,6.2,0.59,1.62,0,2,149.0,0.91,129,145,252,178,0.91,0.72,0.82,0.92,246,50,8,5,1,1,1,57,27.61,0.25,0,5967.26,1.32,80.92,1.11,3,0,0,0,1,0,0,0,0,0,3,0.77,0.37,0.83,0,0.65,1393
8,20,4,8,1704416675,1704420116,3440.5828773975372,492,544,254,96,0.18,-20,0,164.0,1,0.4,1.33,357.0,357.0,39.0,250.0,464.0,1516.0,5.4,0.64,1.54,0,1,331.0,0.78,103,106,171,89,0.9,0.9,0.88,0.93,191,118,6,4,0,0,0,0,20.63,0.0,0,3726.99,1.88,94.01,1.13,1,0,0,0,0,0,1,0,0,0,3,0.82,0.36,0.79,0,0.68,879
