bus_id,target_stop_id,route_id,trip_id,prediction_made_at,scheduled_arrival_time,seconds_until_scheduled,current_delay_seconds,delay_at_last_stop,avg_delay_this_route_today,avg_delay_same_hour,schedule_adherence_score,delay_trend_last_3_stops,is_delay_accelerating,delay_per_stop_rate,stops_remaining,pct_route_completed,distance_remaining_km,total_segment_time_remaining,avg_segment_time_remaining,stddev_segment_time,min_segment_time,max_segment_time,segment_time_variance,minutes_since_last_checkpoint,checkpoint_freshness_score,checkpoint_age_penalty,has_recent_checkpoint,stops_since_last_checkpoint,time_to_next_expected_report,checkpoint_reliability_score,historical_delay_avg,historical_delay_p50,historical_delay_p90,same_day_hour_avg_delay,recent_24h_performance,recent_7d_performance,route_punctuality_score,historical_completion_rate,typical_delay_this_stop,historical_sample_count,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_peak_period,minutes_into_rush_hour,temperature,rain_1h,snow_1h,visibility,wind_speed,humidity,weather_delay_multiplier,traffic_level_encoded,is_holiday,is_special_event,weather_clear,weather_rain,weather_snow,weather_fog,weather_clouds,weather_thunderstorm,weather_unknown,reporters_at_target_stop,avg_reporter_accuracy_target,recent_report_density,report_consensus_strength,has_high_quality_reporter,reporter_cluster_tightness,actual_eta_seconds
7,16,3,7,1706556138,1706557608,1469.8509011268616,363,303,161,-32,0.4,35,1,121.0,3,0.33,5.4,1017.0,339.0,38.0,237.0,441.0,1434.0,9.5,0.37,1.95,0,0,342.0,0.81,165,142,275,-36,0.88,0.79,0.9,0.92,76,154,0,1,0,0,0,0,21.63,0.0,0,5298.27,1.44,94.82,1.09,1,0,0,0,0,0,1,0,0,0,3,0.91,0.46,0.84,1,0.66,1367
1,5,1,1,1705639352,1705640946,1594.1209189891815,531,565,157,300,0.11,11,0,177.0,2,0.4,2.21,674.0,337.0,69.0,236.0,438.0,4813.0,7.1,0.53,1.71,0,2,338.0,0.82,225,229,332,294,0.66,0.81,0.92,0.91,36,68,10,4,0,0,0,0,34.09,0.0,0,10000.0,6.99,66.74,1.0,2,0,0,1,0,0,0,0,0,0,3,0.83,0.48,0.82,0,0.65,1349
3,3,1,3,1705553239,1705556026,2786.8608605861664,218,171,-90,-39,0.64,59,1,218.0,2,0.0,4.13,643.0,322.0,36.0,225.0,418.0,1310.0,7.9,0.47,1.79,0,1,183.0,0.91,-27,-35,95,-57,0.93,0.86,0.76,0.98,19,187,10,3,0,0,0,0,24.4,0.0,0,5886.06,3.92,90.11,1.08,2,0,0,0,0,0,1,0,0,0,10,0.85,1.0,1.0,1,0.98,940
7,15,3,7,1704594135,1704596695,2559.5343573093414,70,58,256,97,0.88,-22,0,23.33,2,0.33,3.71,776.0,388.0,49.0,271.0,504.0,2414.0,7.3,0.51,1.73,0,2,151.0,0.65,140,125,214,98,0.72,0.73,0.76,0.94,109,226,7,6,1,1,1,32,31.8,0.0,0,10000.0,9.42,64.26,1.0,3,0,0,1,0,0,0,0,0,0,10,0.84,1.0,1.0,1,0.97,968
9,24,5,9,1704450948,1704452586,1637.943368434906,-85,-110,96,-12,0.86,58,1,85.0,2,0.0,2.18,791.0,395.0,69.0,277.0,514.0,4770.0,3.2,0.79,1.32,1,2,345.0,0.8,168,154,304,-20,0.88,0.72,0.79,0.93,94,168,16,4,0,0,0,0,25.79,0.0,0,10000.0,1.29,65.83,1.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,573
4,10,2,4,1705487271,1705488649,1377.5306725502014,-107,-65,4,325,0.82,-20,0,35.67,2,0.4,2.38,585.0,292.0,67.0,205.0,380.0,4432.0,5.1,0.66,1.51,0,1,258.0,0.63,247,260,374,344,0.73,0.84,0.77,0.96,136,54,15,2,0,0,0,0,25.25,0.0,0,4303.07,1.32,89.44,1.11,2,0,0,0,0,0,1,0,0,0,11,0.81,1.0,1.0,1,0.98,648
5,8,2,5,1705028208,1705029711,1503.1028821468353,100,142,279,72,0.83,65,1,50.0,1,0.2,2.08,277.0,277.0,56.0,194.0,360.0,3162.0,4.1,0.72,1.41,1,1,166.0,0.72,160,175,233,65,0.8,0.88,0.9,0.92,64,207,8,4,0,1,1,59,25.41,0.0,0,10000.0,3.93,51.43,1.0,3,0,0,1,0,0,0,0,0,0,9,0.85,1.0,1.0,1,0.87,809
5,10,2,5,1706511409,1706512860,1451.8901917934418,-251,-308,18,289,0.58,66,1,62.75,1,0.6,2.14,259.0,259.0,58.0,181.0,337.0,3406.0,4.7,0.69,1.47,1,0,244.0,0.64,270,245,343,305,0.93,0.76,0.83,0.88,65,202,12,0,0,0,0,0,33.61,0.0,0,10000.0,4.31,56.59,1.0,2,0,0,1,0,0,0,0,0,0,10,0.85,1.0,1.0,1,0.94,60
3,4,1,3,1706621130,1706623932,2801.58678650856,-285,-325,232,247,0.53,3,0,285.0,3,0.0,3.72,1015.0,338.0,46.0,237.0,440.0,2106.0,7.1,0.53,1.71,0,0,336.0,0.93,258,286,340,254,0.7,0.9,0.9,0.93,83,224,18,1,0,1,1,1,30.74,0.0,0,10000.0,7.01,55.31,1.0,3,0,0,1,0,0,0,0,0,0,4,0.92,0.45,0.83,1,0.72,1102
4,10,2,4,1706414006,1706414999,992.7941558361053,253,229,227,339,0.58,65,1,126.5,3,0.2,2.74,1052.0,351.0,80.0,245.0,456.0,6359.0,4.2,0.72,1.42,1,2,370.0,0.83,26,27,161,325,0.75,0.89,0.86,0.94,16,134,9,6,1,1,1,113,28.94,0.0,0,10000.0,1.96,83.94,1.0,3,0,0,1,0,0,0,0,0,0,6,0.88,0.74,0.97,1,0.83,1611
7,13,3,7,1706568204,1706570379,2175.111344099045,-200,-197,-70,322,0.67,15,0,200.0,2,0.0,1.88,766.0,383.0,57.0,268.0,498.0,3246.0,8.7,0.42,1.87,0,2,214.0,0.74,138,161,233,302,0.81,0.95,0.91,0.98,199,216,4,1,0,0,0,0,24.42,0.22,0,5030.6,6.88,86.43,1.12,1,0,0,0,1,0,0,0,0,0,1,0.88,0.25,0.68,1,0.63,460
3,5,1,3,1706611493,1706614730,3236.622880935669,-11,8,255,340,0.98,-33,0,2.75,1,0.6,1.79,310.0,310.0,36.0,217.0,403.0,1305.0,9.1,0.4,1.91,0,1,164.0,0.86,85,69,217,330,0.82,0.89,0.9,0.93,177,50,16,1,0,0,0,0,24.31,0.0,0,10000.0,1.21,79.5,1.0,1,0,0,1,0,0,0,0,0,0,11,1.02,1.0,1.0,1,0.98,60
10,25,5,10,1706278753,1706280829,2075.9478571414948,140,81,254,303,0.77,-20,0,46.67,1,0.5,0.96,251.0,251.0,35.0,176.0,327.0,1241.0,6.1,0.59,1.61,0,1,294.0,0.91,50,78,158,320,0.77,0.93,0.82,0.89,156,182,19,4,0,1,1,32,23.73,8.85,0,6928.85,7.39,77.87,1.95,3,0,0,0,1,0,0,0,0,0,1,0.94,0.16,0.71,1,0.61,890
7,14,3,7,1704960497,1704962174,1676.9364495277405,-153,-211,43,52,0.74,-7,0,76.5,2,0.17,3.53,522.0,261.0,48.0,183.0,339.0,2344.0,2.5,0.83,1.25,1,0,212.0,0.77,237,216,377,39,0.86,0.84,0.76,0.95,5,138,13,3,0,0,0,0,29.7,0.0,0,10000.0,9.36,57.58,1.0,2,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,474
9,25,5,9,1704947212,1704948150,938.0333127975464,467,458,83,140,0.22,-31,0,467.0,3,0.0,5.14,1108.0,369.0,48.0,258.0,480.0,2342.0,2.4,0.84,1.24,1,2,380.0,0.92,106,133,246,150,0.86,0.78,0.78,0.92,78,211,9,3,0,1,1,16,28.47,0.0,0,10000.0,1.11,58.89,1.0,3,0,0,1,0,0,0,0,0,0,5,0.95,0.7,0.87,1,0.75,1880
2,4,1,2,1706612756,1706614459,1703.2864637374878,254,220,-50,210,0.58,83,1,254.0,3,0.0,4.61,1140.0,380.0,70.0,266.0,494.0,4841.0,6.8,0.54,1.68,0,2,290.0,0.74,-9,-29,113,200,0.79,0.95,0.84,0.94,222,70,16,1,0,0,0,0,27.92,0.0,0,10000.0,9.48,82.03,1.0,1,0,0,1,0,0,0,0,0,0,8,0.9,0.94,1.0,1,0.92,1110
2,4,1,2,1704516718,1704519755,3037.6382801532745,-249,-273,16,208,0.58,-43,0,83.0,1,0.4,1.45,390.0,390.0,59.0,273.0,507.0,3522.0,1.3,0.91,1.13,1,1,381.0,0.82,81,52,227,208,0.81,0.74,0.82,0.94,225,184,10,5,1,0,0,0,21.61,0.0,0,5235.33,2.59,86.58,1.1,2,0,0,0,0,0,1,0,0,0,7,0.98,0.76,1.0,1,0.81,424
6,13,3,6,1705500463,1705502707,2243.9164056777954,91,138,357,268,0.85,36,1,91.0,2,0.0,2.05,738.0,369.0,91.0,258.0,480.0,8313.0,8.2,0.45,1.82,0,0,293.0,0.8,166,159,301,260,0.93,0.74,0.93,0.89,-29,141,19,2,0,1,1,1,25.65,6.68,0,8306.6,3.62,81.68,1.7,3,0,0,0,1,0,0,0,0,0,11,0.8,1.0,1.0,1,1.0,1167
8,20,4,8,1706290856,1706292297,1440.9728207588196,-87,-126,335,-36,0.85,-34,0,43.5,2,0.2,4.5,594.0,297.0,56.0,208.0,386.0,3178.0,4.5,0.7,1.45,1,0,147.0,0.68,145,168,201,-32,0.75,0.78,0.9,0.91,-8,144,23,4,0,0,0,0,28.13,0.0,0,10000.0,6.43,78.17,1.0,1,0,0,1,0,0,0,0,0,0,9,0.96,1.0,1.0,1,0.93,313
6,16,3,6,1705101119,1705102753,1633.4193530082703,149,208,288,152,0.75,-40,0,37.25,2,0.5,2.2,709.0,354.0,51.0,248.0,461.0,2594.0,8.1,0.46,1.81,0,0,315.0,0.81,117,123,215,165,0.89,0.88,0.78,0.96,80,214,4,5,1,0,0,0,24.62,0.0,0,6613.77,1.88,88.0,1.07,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,739
3,5,1,3,1705816356,1705819028,2671.570019006729,-79,-26,24,225,0.87,-10,0,39.5,3,0.2,5.64,1039.0,346.0,50.0,242.0,450.0,2489.0,2.3,0.84,1.23,1,2,243.0,0.88,105,93,216,234,0.8,0.81,0.9,0.9,221,85,11,6,1,0,0,0,24.78,0.0,0,4150.29,9.85,87.5,1.12,2,0,0,0,0,0,1,0,0,0,12,0.84,1.0,1.0,1,1.0,1099
2,5,1,2,1704553536,1704556937,3400.669919013977,124,126,305,17,0.79,15,0,31.0,1,0.6,1.39,338.0,338.0,53.0,236.0,439.0,2831.0,1.0,0.93,1.1,1,0,294.0,0.74,11,-2,141,3,0.76,0.7,0.86,0.89,99,226,20,5,1,0,0,0,22.06,2.82,0,7061.02,9.85,94.18,1.34,1,0,0,0,1,0,0,0,0,0,3,0.82,0.35,0.76,0,0.7,450
4,10,2,4,1704212907,1704214819,1911.5633475780487,-130,-189,144,302,0.78,29,1,43.33,2,0.4,3.07,500.0,250.0,47.0,175.0,325.0,2218.0,7.8,0.48,1.78,0,1,385.0,0.67,242,241,386,314,0.88,0.93,0.8,0.92,122,221,21,1,0,0,0,0,30.26,0.0,0,10000.0,8.86,60.32,1.0,1,0,0,1,0,0,0,0,0,0,1,0.85,0.15,0.69,0,0.6,180
2,4,1,2,1704738561,1704739927,1365.9816439151764,591,584,83,193,0.02,43,1,197.0,1,0.4,2.46,248.0,248.0,60.0,174.0,323.0,3627.0,6.2,0.58,1.62,0,1,241.0,0.76,88,104,168,212,0.76,0.77,0.87,0.9,112,62,23,0,0,0,0,0,25.76,0.0,0,10000.0,4.36,77.16,1.0,1,0,0,1,0,0,0,0,0,0,1,0.81,0.29,0.71,0,0.61,674
7,14,3,7,1706588207,1706590215,2008.3417193889618,-270,-231,228,251,0.55,46,1,135.0,2,0.17,3.64,640.0,320.0,61.0,224.0,416.0,3677.0,3.6,0.76,1.36,1,2,354.0,0.76,154,147,277,252,0.86,0.87,0.83,0.92,53,139,9,1,0,1,1,88,21.96,0.0,0,3273.79,5.03,86.67,1.13,3,0,0,0,0,0,1,0,0,0,3,0.95,0.38,0.83,1,0.64,855
6,15,3,6,1705384998,1705386100,1101.9509496688843,228,265,15,101,0.62,23,1,76.0,2,0.33,2.44,723.0,361.0,38.0,253.0,470.0,1480.0,8.5,0.43,1.85,0,0,227.0,0.72,180,160,301,117,0.82,0.83,0.91,0.95,-24,248,11,1,0,0,0,0,27.85,0.0,0,10000.0,8.34,57.56,1.0,2,0,0,1,0,0,0,0,0,0,3,0.93,0.42,0.84,1,0.67,1142
2,3,1,2,1705004494,1705005500,1006.1626167297363,487,436,-75,-3,0.19,40,1,243.5,1,0.2,2.44,332.0,332.0,82.0,232.0,431.0,6776.0,3.7,0.75,1.37,1,0,293.0,0.93,44,38,110,5,0.85,0.87,0.79,0.93,113,67,1,4,0,0,0,0,26.8,1.27,0,5251.4,9.15,84.21,1.22,1,0,0,0,1,0,0,0,0,0,14,0.94,1.0,1.0,1,1.0,642
8,20,4,8,1705260691,1705262915,2224.1079750061035,-263,-245,330,147,0.56,85,1,263.0,3,0.0,3.63,961.0,320.0,38.0,224.0,416.0,1439.0,1.3,0.91,1.13,1,0,354.0,0.79,217,245,343,142,0.85,0.73,0.94,0.96,138,169,1,0,0,0,0,0,27.01,3.3,0,5069.98,9.76,86.56,1.43,1,0,0,0,1,0,0,0,0,0,1,0.86,0.26,0.65,1,0.59,879
2,3,1,2,1704949848,1704950896,1047.4781484603882,5,-15,249,189,0.99,6,0,2.5,1,0.2,1.02,365.0,365.0,87.0,255.0,474.0,7520.0,7.5,0.5,1.75,0,1,299.0,0.79,203,232,274,202,0.65,0.89,0.9,0.93,135,50,10,3,0,0,0,0,34.08,0.0,0,10000.0,6.47,60.48,1.0,2,0,0,1,0,0,0,0,0,0,2,0.81,0.4,0.77,0,0.68,528
3,4,1,3,1706020313,1706021631,1317.9903495311737,321,361,196,6,0.46,72,1,321.0,3,0.0,3.77,1168.0,389.0,39.0,272.0,506.0,1545.0,3.0,0.8,1.3,1,0,225.0,0.9,113,109,235,-9,0.84,0.86,0.94,0.98,124,218,20,1,0,0,0,0,23.13,0.0,0,4529.77,9.89,92.9,1.11,1,0,0,0,0,0,1,0,0,0,12,0.94,1.0,1.0,1,1.0,1310
9,25,5,9,1706620115,1706621595,1480.084231376648,-284,-306,232,297,0.53,-27,0,94.67,1,0.5,1.39,335.0,335.0,45.0,234.0,435.0,2036.0,1.4,0.9,1.14,1,1,219.0,0.67,182,183,257,287,0.94,0.85,0.91,0.92,212,89,18,1,0,1,1,45,30.74,0.0,0,10000.0,7.6,59.84,1.0,3,0,0,1,0,0,0,0,0,0,3,0.79,0.39,0.77,0,0.66,490
1,3,1,1,1704328569,1704331598,3029.949296474457,-297,-303,209,316,0.51,40,1,148.5,1,0.2,1.9,292.0,292.0,66.0,205.0,380.0,4392.0,5.4,0.64,1.54,0,0,287.0,0.9,129,110,194,332,0.73,0.92,0.94,0.94,188,70,6,3,0,0,0,0,25.07,4.1,0,5023.73,2.94,86.3,1.51,1,0,0,0,1,0,0,0,0,0,2,0.72,0.35,0.78,0,0.64,60
9,24,5,9,1704667253,1704669847,2594.58669257164,93,55,42,67,0.84,77,1,93.0,2,0.0,3.71,733.0,366.0,80.0,256.0,476.0,6368.0,5.6,0.63,1.56,0,2,293.0,0.72,53,29,135,50,0.84,0.72,0.93,0.91,76,197,4,0,0,0,0,0,24.22,2.61,0,7307.64,2.13,88.07,1.32,1,0,0,0,1,0,0,0,0,0,11,0.82,1.0,1.0,1,1.0,896
7,13,3,7,1706332081,1706333765,1683.8656306266785,-201,-157,30,338,0.67,14,0,100.5,1,0.17,2.06,254.0,254.0,60.0,178.0,330.0,3650.0,9.8,0.35,1.98,0,1,261.0,0.67,-36,-19,24,351,0.92,0.94,0.94,0.91,84,210,10,5,1,0,0,0,27.08,2.36,0,5930.5,6.64,82.13,1.32,2,0,0,0,1,0,0,0,0,0,11,0.96,1.0,1.0,1,0.94,99
7,16,3,7,1705408162,1705410623,2460.979819059372,383,415,8,-24,0.36,4,0,76.6,1,0.67,1.19,273.0,273.0,59.0,191.0,355.0,3500.0,2.8,0.81,1.28,1,1,271.0,0.78,56,38,173,-20,0.81,0.91,0.77,0.96,142,247,17,1,0,1,1,106,28.73,0.0,0,10000.0,5.4,64.9,1.0,3,0,0,1,0,0,0,0,0,0,12,0.94,1.0,1.0,1,1.0,928
9,24,5,9,1705326023,1705329413,3389.72505235672,408,364,-15,244,0.32,-10,0,408.0,2,0.0,2.33,670.0,335.0,46.0,234.0,435.0,2078.0,7.8,0.48,1.78,0,1,223.0,0.67,56,28,146,233,0.94,0.94,0.78,0.89,149,159,19,0,0,1,1,99,26.4,0.0,0,10000.0,7.33,72.28,1.0,3,0,0,1,0,0,0,0,0,0,9,0.88,1.0,1.0,1,0.9,1298
7,14,3,7,1705548833,1705552313,3479.7716743946075,311,302,-53,23,0.48,7,0,311.0,3,0.0,4.11,799.0,266.0,32.0,187.0,346.0,1049.0,2.5,0.83,1.25,1,1,373.0,0.79,24,-6,154,38,0.89,0.92,0.94,0.92,228,228,9,3,0,1,1,7,24.42,0.0,0,10000.0,7.18,78.64,1.0,3,0,0,1,0,0,0,0,0,0,5,0.92,0.6,0.91,1,0.74,1308
5,9,2,5,1704237535,1704240642,3107.1086564064026,355,379,-89,201,0.41,75,1,177.5,2,0.2,4.83,634.0,317.0,35.0,222.0,412.0,1256.0,2.1,0.86,1.21,1,1,150.0,0.79,156,161,301,218,0.87,0.73,0.87,0.95,106,179,4,2,0,0,0,0,22.15,2.7,0,5283.21,4.39,93.06,1.36,1,0,0,0,1,0,0,0,0,0,13,0.96,1.0,1.0,1,1.0,895
8,19,4,8,1706527441,1706528387,946.2296316623688,515,503,244,79,0.14,-37,0,515.0,2,0.0,4.63,522.0,261.0,54.0,183.0,340.0,2905.0,4.1,0.72,1.41,1,1,245.0,0.71,13,12,96,76,0.76,0.86,0.91,0.91,-12,200,16,0,0,0,0,0,27.69,0.0,0,10000.0,8.26,61.34,1.0,1,0,0,1,0,0,0,0,0,0,1,0.84,0.22,0.66,0,0.58,938
3,4,1,3,1704767551,1704771118,3566.832845687866,39,7,390,-2,0.94,80,1,39.0,3,0.0,3.79,873.0,291.0,58.0,204.0,378.0,3326.0,8.8,0.41,1.88,0,2,184.0,0.81,25,26,116,8,0.9,0.88,0.88,0.89,56,87,8,1,0,1,1,52,23.71,3.97,0,6796.35,4.2,78.14,1.46,3,0,0,0,1,0,0,0,0,0,8,0.82,0.89,1.0,1,0.83,1348
7,15,3,7,1705559853,1705562548,2694.3644556999207,179,177,-5,301,0.7,24,1,89.5,3,0.17,2.76,1199.0,400.0,86.0,280.0,520.0,7376.0,2.8,0.82,1.28,1,2,305.0,0.66,68,71,198,290,0.8,0.87,0.95,0.9,100,215,12,3,0,0,0,0,23.73,0.0,0,3655.25,1.36,89.09,1.13,2,0,0,0,0,0,1,0,0,0,1,0.8,0.17,0.67,0,0.58,1447
2,4,1,2,1704440489,1704442586,2096.8591763973236,189,217,348,320,0.69,61,1,189.0,3,0.0,6.58,1044.0,348.0,85.0,244.0,453.0,7240.0,6.6,0.56,1.66,0,1,143.0,0.83,220,206,303,334,0.71,0.92,0.93,0.94,224,192,13,4,0,0,0,0,25.97,2.69,0,7741.63,5.81,91.55,1.31,2,0,0,0,1,0,0,0,0,0,5,0.89,0.62,0.95,1,0.71,1341
4,10,2,4,1705918081,1705919428,1346.69242811203,412,428,154,196,0.31,-37,0,206.0,3,0.2,2.91,1074.0,358.0,78.0,251.0,466.0,6132.0,4.2,0.72,1.42,1,1,180.0,0.82,2,-1,69,201,0.7,0.75,0.87,0.9,83,70,15,0,0,0,0,0,20.53,0.0,0,5604.92,9.62,95.99,1.09,2,0,0,0,0,0,1,0,0,0,3,0.77,0.41,0.8,0,0.68,1647
10,24,5,10,1705255279,1705256273,994.5854630470276,-270,-257,336,239,0.55,-41,0,270.0,2,0.0,4.03,814.0,407.0,89.0,285.0,529.0,7988.0,6.5,0.57,1.65,0,2,202.0,0.94,115,88,168,254,0.77,0.86,0.9,0.9,39,231,23,6,1,0,0,0,20.65,0.0,0,6203.75,6.5,92.83,1.08,1,0,0,0,0,0,1,0,0,0,14,0.87,1.0,1.0,1,1.0,282
2,3,1,2,1705347450,1705350287,2837.566899061203,333,377,-32,20,0.44,99,1,166.5,1,0.2,1.17,369.0,369.0,42.0,259.0,480.0,1733.0,6.2,0.59,1.62,0,0,145.0,0.69,197,210,287,7,0.68,0.75,0.76,0.93,194,190,1,1,0,0,0,0,26.32,5.4,0,5896.84,7.06,76.55,1.62,1,0,0,0,1,0,0,0,0,0,8,0.76,0.98,1.0,1,0.88,869
1,4,1,1,1706598451,1706600038,1586.2835004329681,-267,-244,34,11,0.55,6,0,89.0,1,0.4,2.22,371.0,371.0,57.0,260.0,482.0,3215.0,8.4,0.44,1.84,0,1,327.0,0.92,-21,-43,70,0,0.92,0.84,0.91,0.96,-3,126,12,1,0,0,0,0,27.74,0.09,0,6159.58,5.79,83.48,1.09,2,0,0,0,1,0,0,0,0,0,8,0.99,0.95,1.0,1,0.85,94
10,25,5,10,1704469976,1704472584,2608.317836999893,67,58,322,9,0.89,43,1,67.0,3,0.0,6.11,1213.0,404.0,85.0,283.0,526.0,7179.0,8.5,0.44,1.85,0,1,297.0,0.75,205,217,327,7,0.77,0.72,0.81,0.93,4,116,21,4,0,0,0,0,25.16,0.5,0,8201.64,5.36,78.4,1.09,1,0,0,0,1,0,0,0,0,0,1,0.88,0.16,0.68,1,0.6,1189
8,20,4,8,1706086853,1706088410,1557.3321659564972,440,476,-17,99,0.27,54,1,440.0,3,0.0,3.89,747.0,249.0,56.0,174.0,324.0,3126.0,9.2,0.39,1.92,0,1,287.0,0.82,285,282,414,105,0.87,0.76,0.82,0.89,-9,68,14,2,0,0,0,0,22.73,0.0,0,5444.83,8.08,97.96,1.09,2,0,0,0,0,0,1,0,0,0,7,0.8,0.72,1.0,1,0.8,1145
