bus_id,target_stop_id,prediction_made_at,scheduled_arrival_time,seconds_until_scheduled,current_delay_seconds,delay_at_last_stop,avg_delay_this_route_today,avg_delay_same_hour,schedule_adherence_score,delay_trend_last_3_stops,is_delay_accelerating,delay_per_stop_rate,stops_remaining,pct_route_completed,distance_remaining_km,total_segment_time_remaining,avg_segment_time_remaining,stddev_segment_time,min_segment_time,max_segment_time,segment_time_variance,minutes_since_last_checkpoint,checkpoint_freshness_score,checkpoint_age_penalty,has_recent_checkpoint,stops_since_last_checkpoint,time_to_next_expected_report,checkpoint_reliability_score,historical_delay_avg,historical_delay_p50,historical_delay_p90,same_day_hour_avg_delay,recent_24h_performance,recent_7d_performance,route_punctuality_score,historical_completion_rate,typical_delay_this_stop,historical_sample_count,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_peak_period,minutes_into_rush_hour,temperature,rain_1h,snow_1h,visibility,wind_speed,humidity,weather_delay_multiplier,traffic_level_encoded,is_holiday,is_special_event,weather_clear,weather_rain,weather_snow,weather_fog,weather_clouds,weather_thunderstorm,weather_unknown,reporters_at_target_stop,avg_reporter_accuracy_target,recent_report_density,report_consensus_strength,has_high_quality_reporter,reporter_cluster_tightness,actual_eta_seconds
2,7,1705461960,1705463645,1685.633865594864,515,478,173,-24,0.14,3,0,128.75,3,0.43,5.57,988.0,329.0,48.0,231.0,428.0,2274.0,2.1,0.86,0.21,1,0,383.0,0.76,95,67,168,-44,0.93,0.73,0.84,0.97,42,96,8,2,0,1,1,84,28.76,0.0,0,10000.0,5.63,76.92,1.0,3,0,0,1,0,0,0,0,0,0,3,0.7,0.77,0.76,0,0.81,1731
6,10,1705948431,1705951821,3389.725177049637,-230,-244,-17,158,0.62,-48,0,115.0,1,0.14,1.47,279.0,279.0,60.0,195.0,363.0,3563.0,8.1,0.46,0.81,0,1,225.0,0.78,28,34,163,168,0.93,0.79,0.79,0.93,80,153,0,1,0,0,0,0,28.07,0.0,0,10000.0,2.32,77.24,1.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.25,0.68,0,0.56,60
9,20,1705185135,1705186881,1745.3245573043823,-26,23,4,137,0.96,-40,0,8.67,3,0.33,3.0,729.0,243.0,28.0,170.0,316.0,795.0,3.6,0.76,0.36,1,0,138.0,0.65,-44,-61,16,128,0.83,0.84,0.8,0.92,48,139,4,6,1,0,0,0,25.36,0.0,0,10000.0,9.82,82.95,1.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.28,0.72,0,0.75,535
4,10,1706706608,1706709351,2743.132863998413,154,182,182,284,0.74,45,1,154.0,2,0.0,3.08,570.0,285.0,43.0,200.0,371.0,1833.0,4.1,0.73,0.41,1,0,366.0,0.79,134,155,241,295,0.72,0.85,0.92,0.95,117,78,18,2,0,1,1,16,27.76,0.0,0,10000.0,5.06,61.37,1.0,3,0,0,1,0,0,0,0,0,0,1,0.71,0.72,0.94,0,0.61,1034
5,13,1705623003,1705625545,2542.403557062149,116,141,346,-33,0.81,3,0,23.2,1,0.57,2.39,252.0,252.0,32.0,176.0,327.0,1052.0,1.6,0.89,0.16,1,1,302.0,0.9,36,10,121,-30,0.82,0.76,0.76,0.95,137,86,5,4,0,0,0,0,25.35,0.0,0,4389.38,5.35,93.22,1.11,1,0,0,0,0,0,1,0,0,0,6,0.92,0.63,0.93,1,0.66,345
9,20,1704194078,1704196928,2849.194718837738,-252,-255,104,27,0.58,79,1,63.0,2,0.5,2.99,571.0,285.0,46.0,200.0,371.0,2088.0,2.2,0.85,0.22,1,1,358.0,0.76,249,248,381,16,0.77,0.81,0.91,0.89,-27,157,16,1,0,0,0,0,28.8,0.0,0,10000.0,8.87,83.51,1.0,1,0,0,1,0,0,0,0,0,0,5,0.93,0.86,0.79,1,0.61,191
4,13,1705284825,1705286857,2031.457676410675,-165,-121,200,170,0.72,33,1,41.25,2,0.43,1.71,661.0,331.0,49.0,231.0,430.0,2364.0,2.6,0.83,0.26,1,0,218.0,0.77,168,183,250,178,0.75,0.84,0.87,0.93,102,174,7,0,0,1,1,52,26.08,1.01,0,5164.27,1.64,92.82,1.2,3,0,0,0,1,0,0,0,0,0,3,0.95,0.48,0.84,1,0.72,1027
3,5,1704465177,1704467766,2589.5774207115173,276,307,188,-1,0.54,-47,0,138.0,3,0.14,4.76,736.0,245.0,37.0,172.0,319.0,1372.0,6.3,0.58,0.63,0,2,128.0,0.76,10,15,124,-16,0.92,0.93,0.8,0.92,32,78,20,4,0,0,0,0,29.28,0.0,0,10000.0,8.75,68.09,1.0,1,0,0,1,0,0,0,0,0,0,6,0.95,0.24,0.74,1,0.72,1176
2,3,1704164018,1704165610,1592.0443258285522,316,308,239,54,0.47,64,1,316.0,2,0.0,4.12,728.0,364.0,55.0,255.0,473.0,3000.0,2.0,0.87,0.2,1,1,193.0,0.79,179,186,282,46,0.88,0.94,0.77,0.91,90,52,8,1,0,1,1,81,20.51,0.0,0,3322.89,9.82,87.75,1.13,3,0,0,0,0,0,1,0,0,0,0,0.0,0.62,0.89,0,0.75,1396
10,17,1704682701,1704684577,1876.018760919571,79,20,246,189,0.87,8,0,39.5,1,0.17,1.2,345.0,345.0,55.0,242.0,449.0,2977.0,1.3,0.91,0.13,1,1,377.0,0.7,114,135,185,174,0.83,0.91,0.82,0.9,146,110,8,0,0,1,1,76,27.4,0.0,0,10000.0,2.99,71.11,1.0,3,0,0,1,0,0,0,0,0,0,4,0.89,0.6,0.83,1,0.69,737
4,10,1705583200,1705584388,1188.0424733161926,214,154,222,198,0.64,20,0,107.0,1,0.14,2.34,241.0,241.0,24.0,169.0,313.0,580.0,5.3,0.65,0.53,0,1,269.0,0.68,140,111,220,199,0.75,0.91,0.87,0.95,158,95,18,3,0,1,1,0,30.45,0.0,0,10000.0,8.13,69.75,1.0,3,0,0,1,0,0,0,0,0,0,4,0.71,0.81,0.68,0,0.69,777
10,17,1705219657,1705221922,2264.4053666591644,458,435,134,80,0.24,61,1,458.0,2,0.0,4.58,646.0,323.0,42.0,226.0,420.0,1802.0,8.8,0.41,0.88,0,0,350.0,0.94,223,198,364,98,0.68,0.92,0.76,0.97,58,152,13,6,1,0,0,0,23.84,0.0,0,3606.83,6.1,96.99,1.13,2,0,0,0,0,0,1,0,0,0,3,0.95,0.8,0.75,1,0.87,1520
10,17,1706281343,1706283218,1874.3892636299133,452,423,-68,149,0.25,-25,0,452.0,2,0.0,2.56,499.0,250.0,51.0,175.0,324.0,2574.0,1.7,0.89,0.17,1,1,192.0,0.81,156,144,281,130,0.91,0.79,0.86,0.94,-10,91,20,4,0,0,0,0,26.18,0.0,0,10000.0,2.3,67.5,1.0,1,0,0,1,0,0,0,0,0,0,4,0.95,0.77,0.9,1,0.75,991
1,6,1705940496,1705943604,3108.0002868175507,395,452,-90,103,0.34,32,1,98.75,2,0.43,3.09,584.0,292.0,36.0,204.0,379.0,1285.0,5.8,0.62,0.58,0,2,301.0,0.62,68,86,182,111,0.85,0.81,0.92,0.96,20,185,21,0,0,0,0,0,24.2,0.0,0,3244.45,6.9,92.29,1.14,1,0,0,0,0,0,1,0,0,0,3,0.91,0.86,0.93,1,0.67,925
4,14,1704947212,1704948150,938.0333127975464,467,458,83,140,0.22,-31,0,116.75,3,0.43,5.14,1108.0,369.0,48.0,258.0,480.0,2342.0,2.4,0.84,0.24,1,2,380.0,0.92,106,133,246,150,0.86,0.78,0.78,0.92,78,211,9,3,0,1,1,16,26.08,0.0,0,10000.0,1.11,73.89,1.0,3,0,0,1,0,0,0,0,0,0,7,0.73,0.79,0.86,0,0.67,2007
1,4,1706588136,1706589839,1703.2864637374878,254,220,-50,210,0.58,83,1,254.0,3,0.0,4.61,1140.0,380.0,70.0,266.0,494.0,4841.0,6.8,0.54,0.68,0,2,290.0,0.74,-9,-29,113,200,0.79,0.95,0.84,0.94,222,70,9,1,0,1,1,20,23.31,0.62,0,7327.44,7.38,91.47,1.12,3,0,0,0,1,0,0,0,0,0,7,0.81,0.62,0.7,0,0.85,1827
4,14,1704177904,1704181190,3286.1519968509674,328,270,381,213,0.45,87,1,54.67,1,0.71,1.94,356.0,356.0,66.0,249.0,463.0,4292.0,1.4,0.91,0.14,1,0,397.0,0.84,-49,-29,97,213,0.81,0.74,0.82,0.94,225,184,12,1,0,0,0,0,22.73,0.63,0,5706.0,6.49,86.18,1.15,2,0,0,0,1,0,0,0,0,0,1,0.77,0.72,0.75,0,0.89,804
10,19,1704739351,1704741407,2055.7290382385254,530,556,31,125,0.12,1,0,176.67,2,0.33,3.32,823.0,411.0,84.0,288.0,535.0,7095.0,6.6,0.56,0.66,0,0,211.0,0.78,291,273,357,118,0.69,0.93,0.77,0.96,-29,199,0,1,0,0,0,0,24.23,0.0,0,10000.0,3.52,79.39,1.0,1,0,0,1,0,0,0,0,0,0,5,0.77,0.32,0.86,0,0.77,1304
5,11,1706612708,1706613771,1062.0588533878326,-296,-320,259,35,0.51,99,1,98.67,1,0.29,1.46,361.0,361.0,74.0,253.0,469.0,5403.0,1.4,0.91,0.14,1,1,235.0,0.63,31,17,148,21,0.87,0.72,0.75,0.95,-8,144,16,1,0,0,0,0,28.13,0.0,0,10000.0,6.43,78.17,1.0,1,0,0,1,0,0,0,0,0,0,1,0.9,0.92,0.82,1,0.79,60
7,19,1705101119,1705102753,1633.4193530082703,149,208,288,152,0.75,-40,0,49.67,2,0.33,2.2,709.0,354.0,51.0,248.0,461.0,2594.0,8.1,0.46,0.81,0,0,315.0,0.81,117,123,215,165,0.89,0.88,0.78,0.96,80,214,4,5,1,0,0,0,23.39,2.94,0,5389.13,3.28,93.07,1.39,1,0,0,0,1,0,0,0,0,0,7,0.83,0.69,0.77,0,0.77,1068
1,7,1704098254,1704100868,2613.096197605133,106,163,213,253,0.82,7,0,26.5,3,0.43,4.52,1059.0,353.0,84.0,247.0,459.0,7016.0,1.3,0.91,0.13,1,0,262.0,0.83,290,285,390,268,0.89,0.75,0.81,0.98,190,72,14,0,0,0,0,0,28.7,0.0,0,10000.0,8.78,73.94,1.0,2,0,0,1,0,0,0,0,0,0,4,0.93,0.34,0.84,1,0.81,1292
7,20,1704344261,1704346092,1830.6174807548523,339,398,369,270,0.44,13,0,67.8,1,0.67,1.49,297.0,297.0,74.0,208.0,386.0,5405.0,5.2,0.65,0.52,0,0,124.0,0.8,14,-15,112,271,0.8,0.92,0.84,0.91,127,219,10,3,0,0,0,0,30.84,0.0,0,10000.0,8.59,56.99,1.0,2,0,0,1,0,0,0,0,0,0,6,0.91,0.22,0.76,1,0.81,825
6,13,1705080629,1705083883,3254.544264793396,-266,-275,60,33,0.56,21,1,66.5,2,0.43,2.89,820.0,410.0,54.0,287.0,533.0,2883.0,4.4,0.7,0.44,1,2,163.0,0.77,82,53,144,30,0.69,0.81,0.78,0.93,149,115,23,4,0,0,0,0,23.47,1.61,0,7554.29,6.31,82.08,1.21,1,0,0,0,1,0,0,0,0,0,1,0.78,0.66,0.7,0,0.69,618
7,20,1706582510,1706584518,2008.5803067684174,-127,-104,-79,193,0.79,9,0,31.75,2,0.5,2.63,793.0,396.0,71.0,277.0,515.0,5052.0,4.3,0.71,0.43,1,1,259.0,0.92,237,221,299,198,0.83,0.79,0.85,0.95,-4,85,8,1,0,1,1,31,26.07,0.0,0,10000.0,3.32,78.4,1.0,3,0,0,1,0,0,0,0,0,0,0,0.0,0.51,0.67,0,0.86,1186
5,13,1704803384,1704806568,3183.929044008255,-292,-348,234,63,0.51,-42,0,58.4,1,0.57,1.57,346.0,346.0,62.0,242.0,450.0,3891.0,9.5,0.37,0.95,0,1,317.0,0.84,114,135,202,62,0.8,0.92,0.82,0.89,157,237,17,1,0,1,1,5,24.98,0.0,0,10000.0,8.38,71.92,1.0,3,0,0,1,0,0,0,0,0,0,0,0.0,0.32,0.66,0,0.82,572
9,20,1706634855,1706637493,2637.80855345726,-185,-216,222,0,0.69,9,0,46.25,2,0.5,4.26,692.0,346.0,54.0,242.0,450.0,2953.0,4.0,0.73,0.4,1,2,139.0,0.77,281,265,413,7,0.77,0.72,0.9,0.9,212,117,22,1,0,0,0,0,29.06,0.0,0,10000.0,9.02,76.57,1.0,1,0,0,1,0,0,0,0,0,0,6,0.84,0.48,0.89,0,0.56,674
4,12,1704126016,1704128908,2891.966885328293,311,309,-89,321,0.48,72,1,103.67,2,0.29,1.85,702.0,351.0,85.0,246.0,456.0,7268.0,3.8,0.75,0.38,1,0,147.0,0.75,272,262,378,308,0.74,0.92,0.81,0.95,-11,166,21,0,0,0,0,0,26.56,0.0,0,10000.0,4.32,69.78,1.0,1,0,0,1,0,0,0,0,0,0,3,0.93,0.63,0.67,1,0.74,950
8,17,1705260691,1705262915,2224.1079750061035,-263,-245,330,147,0.56,85,1,131.5,1,0.17,1.21,320.0,320.0,38.0,224.0,416.0,1439.0,1.3,0.91,0.13,1,0,354.0,0.79,217,245,343,142,0.85,0.73,0.94,0.96,138,169,1,0,0,0,0,0,24.85,0.0,0,5311.63,1.16,95.86,1.09,1,0,0,0,0,0,1,0,0,0,6,0.8,0.66,0.89,0,0.56,71
7,18,1704729132,1704730179,1047.4781484603882,5,-15,249,189,0.99,6,0,1.67,1,0.33,1.02,365.0,365.0,87.0,255.0,474.0,7520.0,7.5,0.5,0.75,0,1,299.0,0.79,203,232,274,202,0.65,0.89,0.9,0.93,135,50,21,0,0,0,0,0,25.45,0.0,0,5431.95,9.97,91.81,1.09,1,0,0,0,0,0,1,0,0,0,1,0.95,0.75,0.94,1,0.61,257
4,12,1704346426,1704348142,1716.3963911533356,-4,6,-44,72,0.99,35,1,1.0,1,0.43,2.21,241.0,241.0,32.0,169.0,314.0,1036.0,6.4,0.57,0.64,0,1,358.0,0.66,132,107,276,68,0.84,0.94,0.95,0.95,241,84,11,3,0,0,0,0,24.32,0.0,0,10000.0,6.64,68.61,1.0,2,0,0,1,0,0,0,0,0,0,0,0.0,0.42,0.67,0,0.57,582
6,10,1705849077,1705851097,2020.6228337287903,526,490,-84,-12,0.12,26,1,526.0,2,0.0,2.24,650.0,325.0,76.0,227.0,422.0,5743.0,5.2,0.65,0.52,0,0,185.0,0.62,19,46,148,-5,0.75,0.71,0.94,0.94,14,164,20,6,1,0,0,0,20.9,0.0,0,5390.98,2.28,89.55,1.09,1,0,0,0,0,0,1,0,0,0,7,0.88,0.62,0.73,1,0.6,1052
6,10,1705344154,1705347629,3475.1773698329926,503,496,-4,-47,0.16,3,0,503.0,2,0.0,4.4,713.0,357.0,51.0,250.0,464.0,2620.0,8.6,0.43,0.86,0,1,294.0,0.81,-7,14,118,-52,0.69,0.78,0.76,0.88,46,89,0,1,0,0,0,0,29.65,0.0,0,10000.0,5.6,82.43,1.0,1,0,0,1,0,0,0,0,0,0,1,0.87,0.54,0.81,1,0.56,1285
1,5,1706281229,1706284150,2921.5538153648376,526,467,29,343,0.12,92,1,175.33,2,0.29,2.79,691.0,346.0,51.0,242.0,449.0,2569.0,10.0,0.33,1.0,0,2,264.0,0.88,-28,-21,55,356,0.88,0.74,0.92,0.94,33,120,20,4,0,0,0,0,25.31,0.0,0,3975.08,3.67,88.5,1.12,1,0,0,0,0,0,1,0,0,0,3,0.88,0.48,0.85,1,0.75,1356
10,17,1704548633,1704550061,1427.8051972389221,76,39,221,44,0.87,13,0,76.0,2,0.0,1.87,787.0,393.0,43.0,275.0,511.0,1815.0,2.3,0.84,0.23,1,0,178.0,0.81,55,78,198,35,0.83,0.83,0.79,0.95,108,83,19,5,1,1,1,35,28.24,0.0,0,10000.0,5.1,68.54,1.0,3,0,0,1,0,0,0,0,0,0,3,0.76,0.42,0.78,0,0.66,1323
4,14,1704686362,1704689430,3068.152332305908,-276,-239,167,99,0.54,86,1,55.2,2,0.57,3.57,499.0,249.0,35.0,175.0,324.0,1190.0,6.7,0.55,0.67,0,2,184.0,0.66,202,184,293,93,0.89,0.81,0.95,0.9,16,138,9,0,0,1,1,74,26.63,0.0,0,10000.0,8.87,65.06,1.0,3,0,0,1,0,0,0,0,0,0,2,0.75,0.81,0.83,0,0.62,771
8,18,1705380603,1705383214,2611.4028322696686,-139,-184,346,58,0.77,60,1,46.33,1,0.33,0.91,406.0,406.0,51.0,284.0,528.0,2640.0,5.8,0.62,0.58,0,1,331.0,0.71,26,45,76,56,0.91,0.92,0.88,0.95,3,88,10,1,0,0,0,0,25.89,0.97,0,6666.72,3.83,93.17,1.16,2,0,0,0,1,0,0,0,0,0,2,0.79,0.73,0.7,0,0.68,637
5,10,1705656977,1705659359,2381.493390083313,527,542,-38,49,0.12,-3,0,263.5,1,0.14,2.45,367.0,367.0,55.0,257.0,477.0,3047.0,2.3,0.85,0.23,1,1,200.0,0.63,67,86,197,39,0.67,0.86,0.85,0.93,125,146,15,4,0,0,0,0,25.04,0.0,0,10000.0,9.51,76.04,1.0,2,0,0,1,0,0,0,0,0,0,3,0.87,0.88,0.76,1,0.75,1218
4,10,1705177115,1705179384,2269.6715393066406,4,-3,43,34,0.99,-39,0,2.0,1,0.14,1.15,262.0,262.0,46.0,183.0,340.0,2138.0,1.7,0.89,0.17,1,1,150.0,0.79,156,161,301,51,0.87,0.73,0.87,0.95,106,179,1,6,1,0,0,0,24.44,0.0,0,6612.47,1.64,85.32,1.07,1,0,0,0,0,0,1,0,0,0,6,0.86,0.71,0.89,1,0.78,314
4,14,1705050691,1705052375,1683.9744646549225,515,503,244,79,0.14,-37,0,103.0,2,0.57,4.63,522.0,261.0,54.0,183.0,340.0,2905.0,4.1,0.72,0.41,1,1,245.0,0.71,13,12,96,76,0.76,0.86,0.91,0.91,-12,200,14,4,0,0,0,0,25.61,0.0,0,10000.0,8.26,76.34,1.0,2,0,0,1,0,0,0,0,0,0,1,0.83,0.67,0.68,0,0.7,1153
7,18,1704767551,1704771118,3566.832845687866,39,7,390,-2,0.94,80,1,39.0,3,0.0,3.79,873.0,291.0,58.0,204.0,378.0,3326.0,8.8,0.41,0.88,0,2,184.0,0.81,25,26,116,8,0.9,0.88,0.88,0.89,56,87,8,1,0,1,1,52,23.71,3.97,0,6796.35,4.2,78.14,1.46,3,0,0,0,1,0,0,0,0,0,0,0.0,0.4,0.79,0,0.86,1618
5,13,1706417215,1706419657,2441.722596168518,179,177,-5,301,0.7,24,1,59.67,3,0.29,2.76,1199.0,400.0,86.0,280.0,520.0,7376.0,2.8,0.82,0.28,1,2,305.0,0.66,68,71,198,290,0.8,0.87,0.95,0.9,100,215,10,6,1,0,0,0,23.73,0.0,0,3655.25,1.36,89.09,1.13,2,0,0,0,0,0,1,0,0,0,1,0.79,0.48,0.71,0,0.71,1462
9,19,1704440489,1704442586,2096.8591763973236,189,217,348,320,0.69,61,1,94.5,3,0.17,6.58,1044.0,348.0,85.0,244.0,453.0,7240.0,6.6,0.56,0.66,0,1,143.0,0.83,220,206,303,334,0.71,0.92,0.93,0.94,224,192,13,4,0,0,0,0,25.97,2.69,0,7741.63,5.81,91.55,1.31,2,0,0,0,1,0,0,0,0,0,5,0.86,0.64,0.94,1,0.57,1416
5,12,1705918081,1705919428,1346.69242811203,412,428,154,196,0.31,-37,0,206.0,3,0.14,2.91,1074.0,358.0,78.0,251.0,466.0,6132.0,4.2,0.72,0.42,1,1,180.0,0.82,2,-1,69,201,0.7,0.75,0.87,0.9,83,70,15,0,0,0,0,0,20.53,0.0,0,5604.92,9.62,95.99,1.09,2,0,0,0,0,0,1,0,0,0,7,0.88,0.3,0.89,1,0.79,1692
8,17,1705255279,1705256273,994.5854630470276,-270,-257,336,239,0.55,-41,0,270.0,2,0.0,4.03,814.0,407.0,89.0,285.0,529.0,7988.0,6.5,0.57,0.65,0,2,202.0,0.94,115,88,168,254,0.77,0.86,0.9,0.9,39,231,23,6,1,0,0,0,20.65,0.0,0,6203.75,6.5,92.83,1.08,1,0,0,0,0,0,1,0,0,0,6,0.78,0.59,0.78,0,0.67,462
6,11,1705347450,1705350287,2837.566899061203,333,377,-32,20,0.44,99,1,111.0,1,0.29,1.17,369.0,369.0,42.0,259.0,480.0,1733.0,6.2,0.59,0.62,0,0,145.0,0.69,197,210,287,7,0.68,0.75,0.76,0.93,194,190,1,1,0,0,0,0,26.32,5.4,0,5896.84,7.06,76.55,1.62,1,0,0,0,1,0,0,0,0,0,0,0.0,0.22,0.93,0,0.55,719
6,13,1706608761,1706610347,1586.2835004329681,-267,-244,34,11,0.55,6,0,53.4,1,0.57,2.22,371.0,371.0,57.0,260.0,482.0,3215.0,8.4,0.44,0.84,0,1,327.0,0.92,-21,-43,70,0,0.92,0.84,0.91,0.96,-3,126,15,1,0,0,0,0,25.45,0.0,0,10000.0,4.82,69.12,1.0,2,0,0,1,0,0,0,0,0,0,2,0.78,0.85,0.93,0,0.81,407
10,18,1705368378,1705369650,1272.6834709644318,331,379,314,41,0.45,61,1,110.33,1,0.33,0.93,376.0,376.0,78.0,263.0,488.0,6159.0,9.2,0.39,0.92,0,1,352.0,0.86,256,249,387,29,0.87,0.76,0.78,0.91,4,116,6,1,0,0,0,0,25.33,0.0,0,10000.0,2.53,75.55,1.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.33,0.89,0,0.8,660
1,5,1704921101,1704923523,2421.589268684387,152,179,-71,308,0.75,61,1,76.0,3,0.14,7.44,1234.0,411.0,76.0,288.0,535.0,5760.0,7.3,0.51,0.73,0,0,134.0,0.89,51,55,138,327,0.78,0.93,0.78,0.91,146,151,2,3,0,0,0,0,20.22,0.0,0,5284.37,3.76,97.39,1.09,1,0,0,0,0,0,1,0,0,0,2,0.85,0.79,0.75,1,0.84,1568
5,11,1706005194,1706006889,1694.9631004333496,440,463,37,96,0.27,37,1,220.0,2,0.14,4.9,720.0,360.0,89.0,252.0,468.0,7835.0,8.5,0.43,0.85,0,2,273.0,0.75,132,108,187,81,0.65,0.88,0.84,0.91,97,51,15,1,0,0,0,0,25.18,0.0,0,10000.0,2.99,78.6,1.0,2,0,0,1,0,0,0,0,0,0,6,0.76,0.36,0.77,0,0.9,1356
