bus_id,target_stop_id,prediction_made_at,scheduled_arrival_time,seconds_until_scheduled,current_delay_seconds,delay_at_last_stop,avg_delay_this_route_today,avg_delay_same_hour,schedule_adherence_score,delay_trend_last_3_stops,is_delay_accelerating,delay_per_stop_rate,stops_remaining,pct_route_completed,distance_remaining_km,total_segment_time_remaining,avg_segment_time_remaining,stddev_segment_time,min_segment_time,max_segment_time,segment_time_variance,minutes_since_last_checkpoint,checkpoint_freshness_score,checkpoint_age_penalty,has_recent_checkpoint,stops_since_last_checkpoint,time_to_next_expected_report,checkpoint_reliability_score,historical_delay_avg,historical_delay_p50,historical_delay_p90,same_day_hour_avg_delay,recent_24h_performance,recent_7d_performance,route_punctuality_score,historical_completion_rate,typical_delay_this_stop,historical_sample_count,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_peak_period,minutes_into_rush_hour,temperature,rain_1h,snow_1h,visibility,wind_speed,humidity,weather_delay_multiplier,traffic_level_encoded,is_holiday,is_special_event,weather_clear,weather_rain,weather_snow,weather_fog,weather_clouds,weather_thunderstorm,weather_unknown,reporters_at_target_stop,avg_reporter_accuracy_target,recent_report_density,report_consensus_strength,has_high_quality_reporter,reporter_cluster_tightness,actual_eta_seconds
2,7,1705574142895,1705576535642,2392.747362613678,211,250,173,124,0.65,77,1,42.2,2,0.57,4.57,677.0,338.0,58.0,237.0,440.0,3393.0,9.3,0.38,1.93,0,1,245.0,0.64,293,283,385,107,0.81,0.84,0.88,0.92,-17,164,16,3,0,0,0,0,29.53,0.0,0,10000.0,1.88,82.68,1.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.44,0.7,0,0.69,864
6,10,1705733175654,1705735350586,2174.931097507477,442,489,241,202,0.26,-9,0,221.0,1,0.14,2.09,338.0,338.0,67.0,237.0,440.0,4474.0,5.7,0.62,1.57,0,0,358.0,0.78,255,265,398,220,0.76,0.74,0.94,0.97,20,155,12,5,1,0,0,0,27.84,0.0,0,10000.0,8.34,75.68,1.0,2,0,0,1,0,0,0,0,0,0,5,0.75,0.85,0.68,0,0.55,942
9,20,1706456165978,1706459058541,2892.5632321834564,187,148,-98,91,0.69,79,1,62.33,3,0.33,7.48,1116.0,372.0,90.0,260.0,483.0,8165.0,2.5,0.83,1.25,1,0,150.0,0.94,59,65,149,77,0.66,0.83,0.89,0.93,107,247,21,6,1,0,0,0,27.63,0.0,0,10000.0,5.2,66.93,1.0,1,0,0,1,0,0,0,0,0,0,2,0.77,0.23,0.76,0,0.68,1310
4,10,1706644078092,1706646387496,2309.4039154052734,119,114,-2,186,0.8,96,1,59.5,1,0.14,2.0,292.0,292.0,32.0,205.0,380.0,1009.0,1.4,0.91,1.14,1,1,312.0,0.94,29,40,137,190,0.83,0.95,0.79,0.93,57,234,1,2,0,0,0,0,30.78,0.0,0,10000.0,4.18,55.14,1.0,1,0,0,1,0,0,0,0,0,0,7,0.75,0.44,0.66,0,0.88,261
5,13,1706097048149,1706100387098,3338.949602365494,-119,-139,372,325,0.8,30,1,29.75,2,0.43,4.53,586.0,293.0,49.0,205.0,381.0,2406.0,3.1,0.8,1.31,1,1,257.0,0.63,241,264,387,305,0.67,0.79,0.91,0.94,61,199,17,2,0,1,1,105,23.72,0.0,0,6444.16,2.94,92.75,1.07,3,0,0,0,0,0,1,0,0,0,7,0.74,0.44,0.66,0,0.56,783
9,20,1705372156054,1705374720085,2564.030654668808,-35,-39,287,-8,0.94,54,1,11.67,3,0.33,5.04,736.0,245.0,53.0,172.0,319.0,2777.0,8.5,0.43,1.85,0,2,300.0,0.68,-17,11,34,-27,0.89,0.82,0.89,0.94,51,63,7,1,0,1,1,80,28.49,0.0,0,10000.0,4.81,77.29,1.0,3,0,0,1,0,0,0,0,0,0,5,0.94,0.76,0.7,1,0.84,1244
4,13,1705713972437,1705717261920,3289.482756137848,-176,-176,230,56,0.71,97,1,35.2,1,0.57,2.04,306.0,306.0,61.0,215.0,398.0,3683.0,6.2,0.59,1.62,0,1,186.0,0.72,296,287,369,37,0.91,0.77,0.81,0.9,69,154,6,5,1,0,0,0,23.25,1.44,0,7892.0,4.36,87.17,1.19,1,0,0,0,1,0,0,0,0,0,1,0.85,0.56,0.87,1,0.66,60
3,5,1706450863461,1706454265801,3402.3397347927094,-105,-96,14,301,0.82,24,1,52.5,3,0.14,4.0,922.0,307.0,59.0,215.0,400.0,3522.0,7.9,0.48,1.79,0,2,171.0,0.88,-26,3,121,292,0.81,0.84,0.76,0.91,-4,104,19,6,1,1,1,80,29.5,0.0,0,10000.0,5.91,75.01,1.0,3,0,0,1,0,0,0,0,0,0,6,0.9,0.52,0.95,1,0.62,1083
2,3,1704300522516,1704302604512,2081.996039867401,479,431,36,264,0.2,-8,0,479.0,2,0.0,3.21,725.0,363.0,71.0,254.0,472.0,5007.0,4.8,0.68,1.48,1,2,265.0,0.78,181,206,299,260,0.76,0.89,0.81,0.96,226,166,22,2,0,0,0,0,23.39,0.0,0,6578.23,6.84,96.13,1.07,1,0,0,0,0,0,1,0,0,0,1,0.94,0.93,0.69,1,0.59,1224
10,17,1706602867041,1706604749307,1882.2656927108765,26,-9,6,95,0.96,-5,0,13.0,1,0.17,1.82,269.0,269.0,49.0,189.0,350.0,2410.0,8.7,0.42,1.87,0,1,311.0,0.63,23,50,136,104,0.69,0.74,0.78,0.88,87,163,13,1,0,0,0,0,27.51,0.0,0,10000.0,6.86,66.33,1.0,2,0,0,1,0,0,0,0,0,0,5,0.92,0.93,0.78,1,0.88,450
4,10,1704270171949,1704273115935,2943.9865469932556,348,392,204,288,0.42,-34,0,348.0,2,0.0,3.4,663.0,331.0,68.0,232.0,431.0,4675.0,4.7,0.69,1.47,1,0,341.0,0.84,47,24,117,275,0.69,0.89,0.76,0.97,176,111,13,2,0,0,0,0,32.74,0.0,0,10000.0,2.93,67.42,1.0,2,0,0,1,0,0,0,0,0,0,2,0.85,0.7,0.66,0,0.85,1146
10,17,1706287772292,1706288863462,1091.1694869995117,225,210,370,346,0.62,-35,0,112.5,1,0.17,1.04,399.0,399.0,72.0,279.0,519.0,5138.0,9.5,0.36,1.95,0,0,125.0,0.84,254,248,305,350,0.95,0.87,0.76,0.96,72,151,22,4,0,0,0,0,25.28,0.0,0,4571.2,8.98,97.75,1.11,1,0,0,0,0,0,1,0,0,0,7,0.9,0.42,0.71,1,0.78,626
10,17,1704804857744,1704805800798,943.0533533096313,149,187,334,289,0.75,77,1,74.5,1,0.17,1.07,310.0,310.0,62.0,217.0,403.0,3855.0,9.4,0.37,1.94,0,1,347.0,0.86,-2,-30,116,270,0.85,0.92,0.94,0.91,16,125,18,1,0,1,1,95,24.05,0.0,0,10000.0,7.34,81.6,1.0,3,0,0,1,0,0,0,0,0,0,2,0.85,0.65,0.84,0,0.85,755
1,6,1704834327294,1704836809499,2482.2046637535095,485,474,244,126,0.19,99,1,97.0,1,0.57,1.6,398.0,398.0,45.0,279.0,517.0,1987.0,8.4,0.44,1.84,0,0,387.0,0.83,296,297,404,137,0.66,0.82,0.84,0.91,108,84,2,2,0,0,0,0,23.97,0.0,0,5937.29,7.54,87.12,1.08,1,0,0,0,0,0,1,0,0,0,1,0.83,0.72,0.94,0,0.63,857
4,14,1704962712794,1704964463133,1750.33882522583,309,336,23,22,0.48,59,1,61.8,2,0.57,2.26,641.0,321.0,62.0,224.0,417.0,3855.0,2.3,0.85,1.23,1,1,130.0,0.73,196,213,324,33,0.83,0.94,0.88,0.96,197,134,14,3,0,0,0,0,28.29,0.0,0,10000.0,3.46,75.48,1.0,2,0,0,1,0,0,0,0,0,0,1,0.74,0.35,0.92,0,0.87,999
1,4,1705929024613,1705931922427,2897.814378976822,-227,-233,349,185,0.62,9,0,75.67,1,0.29,1.71,283.0,283.0,60.0,198.0,367.0,3577.0,5.3,0.65,1.53,0,0,137.0,0.64,37,51,145,191,0.9,0.82,0.82,0.91,49,59,18,0,0,1,1,83,27.72,0.88,0,6178.47,1.07,92.01,1.16,3,0,0,0,1,0,0,0,0,0,1,0.74,0.36,0.84,0,0.64,614
4,14,1704359886390,1704361037252,1150.8614854812622,362,349,335,191,0.4,92,1,72.4,2,0.57,3.51,674.0,337.0,64.0,236.0,438.0,4037.0,4.1,0.72,1.41,1,2,370.0,0.9,-20,-41,82,204,0.93,0.88,0.94,0.96,130,184,14,3,0,0,0,0,23.75,0.25,0,6277.69,1.84,94.38,1.1,2,0,0,0,1,0,0,0,0,0,7,0.92,0.49,0.85,1,0.81,1436
10,19,1704125476957,1704127233097,1756.1397256851196,-120,-81,-96,146,0.8,-4,0,30.0,1,0.5,1.35,333.0,333.0,56.0,233.0,433.0,3081.0,4.0,0.73,1.4,1,1,340.0,0.61,259,246,335,133,0.87,0.92,0.88,0.92,119,236,21,0,0,0,0,0,28.56,0.0,0,10000.0,7.26,69.14,1.0,1,0,0,1,0,0,0,0,0,0,4,0.84,0.89,0.81,0,0.6,328
5,11,1704532809689,1704535206465,2396.7765531539917,181,181,124,346,0.7,38,1,60.33,1,0.29,2.48,340.0,340.0,36.0,238.0,442.0,1284.0,6.3,0.58,1.63,0,1,371.0,0.61,8,34,152,336,0.94,0.76,0.8,0.88,104,111,14,5,1,0,0,0,25.93,0.0,0,10000.0,3.13,76.4,1.0,2,0,0,1,0,0,0,0,0,0,4,0.91,0.6,0.74,1,0.7,570
7,19,1705767599000,1705770941052,3342.052148103714,39,71,347,273,0.94,-5,0,13.0,2,0.33,3.39,776.0,388.0,41.0,272.0,504.0,1712.0,9.6,0.36,1.96,0,2,389.0,0.71,36,45,135,261,0.72,0.78,0.76,0.96,89,158,21,5,1,0,0,0,24.12,2.0,0,8012.23,7.54,76.54,1.24,1,0,0,0,1,0,0,0,0,0,2,0.71,0.27,0.76,0,0.55,985
1,7,1705211696893,1705214354508,2657.615144252777,317,350,-38,103,0.47,44,1,52.83,1,0.71,1.27,280.0,280.0,50.0,196.0,364.0,2512.0,2.5,0.83,1.25,1,0,167.0,0.88,201,177,325,93,0.77,0.9,0.9,0.9,198,133,11,6,1,0,0,0,27.38,0.0,0,10000.0,8.21,78.98,1.0,2,0,0,1,0,0,0,0,0,0,4,0.91,0.88,0.68,1,0.7,903
7,20,1706324304601,1706325992740,1688.1396946907043,388,412,257,51,0.35,-21,0,129.33,3,0.33,4.98,966.0,322.0,80.0,225.0,419.0,6459.0,6.5,0.57,1.65,0,2,223.0,0.68,232,216,293,44,0.74,0.84,0.88,0.94,127,207,8,5,1,1,1,24,26.53,0.0,0,10000.0,6.13,53.45,1.0,3,0,0,1,0,0,0,0,0,0,2,0.91,0.4,0.78,1,0.63,1756
6,13,1705099769713,1705100680677,910.9635829925537,-43,-21,-50,96,0.93,70,1,8.6,1,0.57,2.22,416.0,416.0,82.0,291.0,540.0,6654.0,5.2,0.66,1.52,0,1,120.0,0.93,85,111,184,99,0.67,0.71,0.81,0.91,32,65,4,5,1,0,0,0,25.2,0.22,0,8162.03,6.1,76.96,1.06,1,0,0,0,1,0,0,0,0,0,3,0.74,0.61,0.84,0,0.89,338
7,20,1705402589611,1705405489010,2899.399584531784,-44,-92,73,124,0.93,-44,0,11.0,2,0.5,4.16,566.0,283.0,28.0,198.0,368.0,805.0,8.9,0.41,1.89,0,1,292.0,0.72,105,118,235,141,0.93,0.85,0.94,0.89,44,240,16,1,0,0,0,0,27.15,0.0,0,10000.0,6.25,66.82,1.0,1,0,0,1,0,0,0,0,0,0,7,0.91,0.73,0.68,1,0.56,353
5,13,1704639182595,1704642178146,2995.5509259700775,541,561,249,90,0.1,-21,0,135.25,2,0.43,2.66,561.0,281.0,49.0,196.0,365.0,2435.0,6.5,0.57,1.65,0,2,316.0,0.77,38,41,173,107,0.78,0.78,0.86,0.96,138,57,20,6,1,0,0,0,27.79,0.0,0,10000.0,5.34,72.65,1.0,1,0,0,1,0,0,0,0,0,0,6,0.8,0.76,0.77,0,0.86,968
9,20,1705744657554,1705747046165,2388.6113653182983,163,206,158,257,0.73,60,1,54.33,3,0.33,5.39,921.0,307.0,34.0,215.0,399.0,1183.0,4.3,0.72,1.43,1,2,389.0,0.85,214,224,269,248,0.73,0.76,0.85,0.93,232,217,15,5,1,0,0,0,29.92,0.0,0,10000.0,6.54,70.97,1.0,2,0,0,1,0,0,0,0,0,0,1,0.76,0.86,0.82,0,0.76,1443
4,12,1704196756872,1704199281089,2524.2175858020782,324,313,360,158,0.46,73,1,81.0,1,0.43,0.91,256.0,256.0,57.0,179.0,333.0,3305.0,1.5,0.9,1.15,1,1,335.0,0.72,-13,-11,106,174,0.83,0.89,0.85,0.93,31,136,17,1,0,1,1,88,27.51,0.0,0,10000.0,7.29,67.94,1.0,3,0,0,1,0,0,0,0,0,0,4,0.8,0.2,0.83,0,0.56,807
8,17,1706331583751,1706334277839,2694.0877997875214,59,73,13,37,0.9,87,1,29.5,1,0.17,1.12,303.0,303.0,63.0,212.0,394.0,3953.0,3.0,0.8,1.3,1,1,397.0,0.6,256,267,394,37,0.86,0.9,0.8,0.92,42,93,10,5,1,0,0,0,22.63,0.0,0,4973.17,6.78,92.38,1.1,2,0,0,0,0,0,1,0,0,0,6,0.88,0.69,0.7,1,0.64,767
7,18,1704695484273,1704698107500,2623.2270650863647,157,213,380,171,0.74,98,1,78.5,2,0.17,2.25,766.0,383.0,94.0,268.0,498.0,8809.0,7.5,0.5,1.75,0,0,128.0,0.86,142,171,281,151,0.9,0.73,0.92,0.94,226,102,12,0,0,0,0,0,20.71,0.0,0,4342.06,2.26,86.19,1.11,2,0,0,0,0,0,1,0,0,0,6,0.89,0.37,0.8,1,0.67,1139
4,12,1705686076762,1705687489444,1412.6813628673553,159,107,-74,335,0.73,34,1,39.75,1,0.43,1.64,267.0,267.0,46.0,187.0,347.0,2129.0,2.3,0.85,1.23,1,0,299.0,0.66,179,160,317,337,0.78,0.87,0.86,0.93,58,238,23,4,0,0,0,0,24.87,0.0,0,10000.0,4.69,82.66,1.0,1,0,0,1,0,0,0,0,0,0,7,0.76,0.46,0.7,0,0.63,413
6,10,1704488839549,1704490946383,2106.8340373039246,-112,-141,201,297,0.81,95,1,112.0,2,0.0,2.21,586.0,293.0,72.0,205.0,381.0,5218.0,4.3,0.71,1.43,1,2,261.0,0.65,202,215,256,310,0.88,0.84,0.81,0.97,188,156,2,5,1,0,0,0,21.53,0.0,0,6000.67,7.72,95.48,1.08,1,0,0,0,0,0,1,0,0,0,2,0.93,0.6,0.86,1,0.86,614
6,10,1705370869677,1705372059438,1189.7603833675385,419,458,306,-18,0.3,-27,0,419.0,2,0.0,4.94,536.0,268.0,49.0,188.0,349.0,2360.0,1.9,0.87,1.19,1,2,272.0,0.93,102,103,204,-29,0.69,0.76,0.87,0.89,181,217,7,1,0,1,1,6,26.53,0.0,0,10000.0,9.87,65.38,1.0,3,0,0,1,0,0,0,0,0,0,6,0.75,0.28,0.74,0,0.86,1377
1,5,1704982061682,1704983508430,1446.7474339008331,136,153,-49,298,0.77,-4,0,45.33,2,0.29,3.7,795.0,397.0,70.0,278.0,516.0,4842.0,4.0,0.73,1.4,1,0,204.0,0.76,131,133,189,317,0.77,0.72,0.78,0.88,133,52,19,3,0,1,1,14,23.09,0.0,0,5418.84,5.32,91.24,1.09,3,0,0,0,0,0,1,0,0,0,5,0.9,0.86,0.9,1,0.83,1362
10,17,1705695781650,1705698253491,2471.8406295776367,255,206,-93,29,0.57,-10,0,127.5,1,0.17,0.97,402.0,402.0,78.0,282.0,523.0,6128.0,3.4,0.78,1.34,1,1,291.0,0.74,184,166,332,33,0.79,0.84,0.87,0.92,40,224,1,5,1,0,0,0,32.92,0.0,0,10000.0,7.58,53.8,1.0,1,0,0,1,0,0,0,0,0,0,2,0.92,0.58,0.84,1,0.69,813
4,14,1706472040934,1706474039351,1998.417596578598,162,134,174,262,0.73,-36,0,40.5,3,0.43,4.24,1000.0,333.0,72.0,233.0,433.0,5226.0,6.1,0.6,1.61,0,2,145.0,0.77,158,132,256,274,0.75,0.79,0.89,0.93,35,176,1,0,0,0,0,0,26.7,0.0,0,10000.0,7.93,65.26,1.0,1,0,0,1,0,0,0,0,0,0,4,0.74,0.72,0.94,0,0.77,1038
8,18,1706343778308,1706344917139,1138.8304998874664,527,539,-98,324,0.12,86,1,527.0,3,0.0,6.38,1221.0,407.0,101.0,285.0,529.0,10223.0,6.2,0.58,1.62,0,2,249.0,0.88,215,194,282,327,0.94,0.84,0.8,0.96,182,192,13,5,1,0,0,0,23.59,0.77,0,7236.04,4.26,88.05,1.13,2,0,0,0,1,0,0,0,0,0,5,0.92,0.39,0.91,1,0.72,2067
5,10,1706107882949,1706108862823,979.8736803531647,-285,-245,49,241,0.53,51,1,285.0,2,0.0,4.49,541.0,270.0,56.0,189.0,352.0,3101.0,2.3,0.85,1.23,1,1,125.0,0.74,6,8,142,232,0.82,0.86,0.82,0.95,14,130,20,2,0,0,0,0,27.65,0.0,0,10000.0,3.13,81.61,1.0,1,0,0,1,0,0,0,0,0,0,2,0.94,0.28,0.66,1,0.76,276
4,10,1706490788028,1706492995271,2207.2434680461884,108,155,391,43,0.82,4,0,108.0,2,0.0,3.76,795.0,397.0,84.0,278.0,517.0,7091.0,5.5,0.64,1.55,0,0,299.0,0.76,223,211,316,24,0.7,0.82,0.91,0.91,131,179,6,0,0,0,0,0,25.13,0.0,0,5879.15,4.13,86.02,1.08,1,0,0,0,0,0,1,0,0,0,6,0.9,0.41,0.87,1,0.6,1035
4,14,1704614808915,1704615907215,1098.3000693321228,37,-14,190,304,0.94,53,1,7.4,2,0.57,1.93,788.0,394.0,50.0,276.0,513.0,2494.0,8.8,0.42,1.88,0,0,262.0,0.79,154,148,223,308,0.81,0.9,0.88,0.97,61,198,13,6,1,0,0,0,28.09,0.0,0,10000.0,6.64,66.71,1.0,2,0,0,1,0,0,0,0,0,0,4,0.94,0.56,0.73,1,0.67,1054
7,18,1706565656836,1706567932761,2275.925099849701,35,63,101,-22,0.94,51,1,11.67,1,0.33,2.15,356.0,356.0,82.0,249.0,462.0,6757.0,8.1,0.46,1.81,0,0,164.0,0.74,194,194,334,-35,0.7,0.85,0.87,0.9,176,184,3,1,0,0,0,0,27.19,2.65,0,6156.2,4.16,85.73,1.34,1,0,0,0,1,0,0,0,0,0,2,0.89,0.86,0.73,1,0.58,552
5,13,1704897357614,1704899434347,2076.7326605319977,530,530,386,41,0.12,-13,0,106.0,1,0.57,1.05,337.0,337.0,65.0,236.0,439.0,4205.0,5.3,0.65,1.53,0,1,141.0,0.86,219,211,322,28,0.82,0.9,0.88,0.96,147,215,20,2,0,0,0,0,21.16,0.0,0,6613.59,9.51,85.68,1.07,1,0,0,0,0,0,1,0,0,0,5,0.77,0.29,0.76,0,0.81,766
9,19,1706334924206,1706336946218,2022.0119850635529,-120,-164,214,214,0.8,99,1,60.0,3,0.17,5.6,726.0,242.0,52.0,169.0,315.0,2696.0,7.7,0.49,1.77,0,2,218.0,0.81,41,66,109,233,0.66,0.89,0.83,0.96,182,86,11,5,1,0,0,0,23.71,3.53,0,8887.62,7.46,78.7,1.38,2,0,0,0,1,0,0,0,0,0,6,0.76,0.64,0.75,0,0.74,860
5,12,1705546745097,1705547692662,947.564569234848,135,128,-25,53,0.78,-4,0,33.75,1,0.43,1.1,280.0,280.0,48.0,196.0,364.0,2350.0,8.7,0.42,1.87,0,1,230.0,0.85,259,247,333,35,0.78,0.85,0.81,0.96,144,140,8,3,0,1,1,41,23.79,0.0,0,4965.24,6.9,86.6,1.1,3,0,0,0,0,0,1,0,0,0,1,0.75,0.73,0.74,0,0.64,932
8,17,1706480328851,1706481402712,1073.8609554767609,-122,-114,266,9,0.8,-5,0,61.0,1,0.17,2.24,281.0,281.0,63.0,197.0,366.0,3923.0,3.1,0.79,1.31,1,1,197.0,0.88,256,279,341,5,0.94,0.79,0.83,0.95,93,89,3,0,0,0,0,0,20.17,0.0,0,4723.0,2.83,96.96,1.11,1,0,0,0,0,0,1,0,0,0,0,0.0,0.52,0.89,0,0.8,295
6,11,1704097438326,1704101029755,3591.4286794662476,176,171,227,-40,0.71,-47,0,176.0,3,0.0,5.59,1194.0,398.0,77.0,279.0,517.0,5986.0,3.0,0.8,1.3,1,1,292.0,0.76,113,106,226,-47,0.86,0.8,0.86,0.97,193,132,13,0,0,0,0,0,27.32,2.37,0,7558.79,4.67,86.52,1.29,2,0,0,0,1,0,0,0,0,0,3,0.71,0.92,0.94,0,0.65,1800
6,13,1704244351713,1704246484544,2132.8303129673004,374,350,131,277,0.38,69,1,74.8,1,0.57,2.14,406.0,406.0,48.0,284.0,528.0,2288.0,2.5,0.84,1.25,1,1,376.0,0.87,100,99,158,284,0.83,0.76,0.86,0.97,67,199,6,2,0,0,0,0,28.93,0.0,0,10000.0,9.05,62.67,1.0,1,0,0,1,0,0,0,0,0,0,2,0.71,0.49,0.92,0,0.56,760
10,18,1704985339518,1704987305589,1966.0706994533539,589,549,156,274,0.02,35,1,294.5,2,0.17,1.66,700.0,350.0,83.0,245.0,455.0,6937.0,2.0,0.87,1.2,1,0,239.0,0.78,45,25,182,268,0.93,0.84,0.88,0.92,50,99,20,3,0,0,0,0,24.29,0.0,0,10000.0,8.68,72.91,1.0,1,0,0,1,0,0,0,0,0,0,1,0.9,0.49,0.81,1,0.56,1350
1,5,1706159199498,1706162016594,2817.0960783958435,24,30,315,94,0.96,55,1,8.0,2,0.29,3.7,687.0,344.0,55.0,241.0,447.0,2989.0,3.8,0.75,1.38,1,0,346.0,0.95,206,177,337,109,0.83,0.9,0.88,0.94,82,72,10,3,0,0,0,0,25.55,0.0,0,4272.12,1.28,86.5,1.11,2,0,0,0,0,0,1,0,0,0,6,0.7,0.53,0.76,0,0.74,882
5,11,1704299316190,1704301299511,1983.3209989070892,-209,-185,357,104,0.65,0,0,209.0,3,0.0,5.67,755.0,252.0,53.0,176.0,327.0,2794.0,5.9,0.61,1.59,0,2,164.0,0.84,-16,10,83,107,0.79,0.74,0.89,0.9,192,202,21,2,0,0,0,0,26.72,0.0,0,10000.0,7.38,82.03,1.0,1,0,0,1,0,0,0,0,0,0,2,0.8,0.65,0.76,0,0.8,462
