bus_id,target_stop_id,route_id,trip_id,prediction_made_at,scheduled_arrival_time,seconds_until_scheduled,current_delay_seconds,delay_at_last_stop,avg_delay_this_route_today,avg_delay_same_hour,schedule_adherence_score,delay_trend_last_3_stops,is_delay_accelerating,delay_per_stop_rate,stops_remaining,pct_route_completed,distance_remaining_km,total_segment_time_remaining,avg_segment_time_remaining,stddev_segment_time,min_segment_time,max_segment_time,segment_time_variance,minutes_since_last_checkpoint,checkpoint_freshness_score,checkpoint_age_penalty,has_recent_checkpoint,stops_since_last_checkpoint,time_to_next_expected_report,checkpoint_reliability_score,historical_delay_avg,historical_delay_p50,historical_delay_p90,same_day_hour_avg_delay,recent_24h_performance,recent_7d_performance,route_punctuality_score,historical_completion_rate,typical_delay_this_stop,historical_sample_count,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_peak_period,minutes_into_rush_hour,temperature,rain_1h,snow_1h,visibility,wind_speed,humidity,weather_delay_multiplier,traffic_level_encoded,is_holiday,is_special_event,weather_clear,weather_rain,weather_snow,weather_fog,weather_clouds,weather_thunderstorm,weather_unknown,reporters_at_target_stop,avg_reporter_accuracy_target,recent_report_density,report_consensus_strength,has_high_quality_reporter,reporter_cluster_tightness,actual_eta_seconds
7,16,3,7,1705794323,1705796601,2278.0135979652405,-22,2,227,116,0.96,71,1,7.33,3,0.33,4.42,891.0,297.0,34.0,208.0,386.0,1157.0,4.9,0.67,1.49,1,2,308.0,0.66,199,207,264,113,0.79,0.9,0.84,0.89,-27,133,5,6,1,0,0,0,23.27,0.0,0,5289.42,1.63,97.02,1.09,1,0,0,0,0,0,1,0,0,0,3,0.92,0.53,0.84,1,0.72,943
1,5,1,1,1705733894,1705736093,2198.1098284721375,-108,-156,-46,293,0.82,34,1,36.0,2,0.4,2.69,579.0,289.0,47.0,203.0,376.0,2172.0,9.7,0.36,1.97,0,1,243.0,0.84,61,89,168,303,0.68,0.86,0.91,0.96,212,207,12,5,1,0,0,0,31.34,0.0,0,10000.0,6.52,57.65,1.0,2,0,0,1,0,0,0,0,0,0,6,0.8,0.52,0.72,0,0.66,775
3,3,1,3,1705055691,1705056738,1047.4781484603882,5,-15,249,189,0.99,6,0,2.5,1,0.2,1.02,365.0,365.0,87.0,255.0,474.0,7520.0,7.5,0.5,1.75,0,1,299.0,0.79,203,232,274,202,0.65,0.89,0.9,0.93,135,50,16,4,0,0,0,0,25.45,0.0,0,5431.95,9.97,91.81,1.09,1,0,0,0,0,0,1,0,0,0,1,0.95,0.75,0.94,1,0.61,257
7,15,3,7,1704346426,1704348142,1716.3963911533356,-4,6,-44,72,0.99,35,1,1.0,1,0.5,2.21,241.0,241.0,32.0,169.0,314.0,1036.0,6.4,0.57,1.64,0,1,358.0,0.66,132,107,276,68,0.84,0.94,0.95,0.95,241,84,11,3,0,0,0,0,25.53,0.0,0,10000.0,6.64,53.61,1.0,2,0,0,1,0,0,0,0,0,0,0,0.0,0.42,0.67,0,0.57,582
9,24,5,9,1705849077,1705851097,2020.6228337287903,526,490,-84,-12,0.12,26,1,526.0,2,0.0,2.24,650.0,325.0,76.0,227.0,422.0,5743.0,5.2,0.65,1.52,0,0,185.0,0.62,19,46,148,-5,0.75,0.71,0.94,0.94,14,164,20,6,1,0,0,0,24.9,0.0,0,10000.0,6.38,72.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.57,0.87,0,0.75,1051
4,10,2,4,1704711180,1704712139,959.3205411434174,503,496,-4,-47,0.16,3,0,125.75,1,0.6,2.2,357.0,357.0,51.0,250.0,464.0,2620.0,8.6,0.43,1.86,0,1,294.0,0.81,-7,14,118,-52,0.69,0.78,0.76,0.88,46,89,16,0,0,0,0,0,25.65,0.0,0,5045.77,6.09,96.33,1.1,1,0,0,0,0,0,1,0,0,0,3,0.81,0.59,0.66,0,0.82,1046
5,8,2,5,1706368370,1706371291,2921.5538153648376,-267,-269,29,79,0.55,87,1,267.0,2,0.0,4.04,605.0,303.0,57.0,212.0,394.0,3243.0,3.8,0.75,1.38,1,1,340.0,0.78,221,222,293,96,0.94,0.89,0.78,0.96,140,113,20,5,1,0,0,0,25.84,0.0,0,10000.0,3.42,67.7,1.0,1,0,0,1,0,0,0,0,0,0,6,0.83,0.83,0.87,0,0.68,494
5,10,2,5,1705982855,1705984095,1240.3420441150665,219,249,305,326,0.64,15,0,109.5,3,0.2,6.85,876.0,292.0,42.0,204.0,380.0,1757.0,2.9,0.81,1.29,1,0,264.0,0.67,-32,-30,71,335,0.94,0.85,0.85,0.95,17,188,9,1,0,1,1,107,31.49,0.0,0,10000.0,9.34,56.48,1.0,3,0,0,1,0,0,0,0,0,0,2,0.77,0.37,0.74,0,0.7,1464
3,4,1,3,1705007643,1705010711,3068.152332305908,-276,-239,167,99,0.54,86,1,138.0,2,0.2,3.57,499.0,249.0,35.0,175.0,324.0,1190.0,6.7,0.55,1.67,0,2,184.0,0.66,202,184,293,93,0.89,0.81,0.95,0.9,16,138,2,4,0,0,0,0,30.24,0.0,0,10000.0,2.0,66.85,1.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.86,0.89,0,0.64,284
4,10,2,4,1704602267,1704604488,2221.2534387111664,490,533,0,111,0.18,93,1,122.5,1,0.6,1.06,371.0,371.0,64.0,259.0,482.0,4051.0,7.7,0.48,1.77,0,1,243.0,0.72,-10,7,121,118,0.89,0.87,0.87,0.92,28,245,10,6,1,0,0,0,28.26,0.0,0,10000.0,9.73,66.83,1.0,2,0,0,1,0,0,0,0,0,0,6,0.8,0.69,0.92,0,0.7,1107
7,13,3,7,1705113805,1705115881,2075.5736014842987,-147,-101,45,201,0.76,-5,0,73.5,1,0.17,1.82,269.0,269.0,49.0,189.0,350.0,2410.0,8.7,0.42,1.87,0,1,311.0,0.63,23,50,136,210,0.69,0.74,0.78,0.88,87,163,8,5,1,1,1,80,26.97,2.41,0,8530.42,9.71,90.83,1.27,3,0,0,0,1,0,0,0,0,0,3,0.79,0.33,0.82,0,0.88,538
3,5,1,3,1705866969,1705869913,2943.9865469932556,316,304,238,-34,0.47,3,0,79.0,1,0.6,0.91,334.0,334.0,74.0,234.0,434.0,5526.0,2.9,0.81,1.29,1,0,341.0,0.84,47,24,117,-47,0.69,0.89,0.76,0.97,176,111,1,0,0,0,0,0,28.64,0.0,0,10000.0,2.93,82.42,1.0,1,0,0,1,0,0,0,0,0,0,2,0.85,0.7,0.66,0,0.85,585
10,25,5,10,1706287772,1706288863,1091.1694869995117,225,210,370,346,0.62,-35,0,225.0,3,0.0,3.12,1198.0,399.0,72.0,279.0,519.0,5138.0,9.5,0.36,1.95,0,0,125.0,0.84,254,248,305,350,0.95,0.87,0.76,0.96,72,151,22,4,0,0,0,0,27.88,4.24,0,8545.67,5.59,82.86,1.45,1,0,0,0,1,0,0,0,0,0,1,0.77,0.36,0.85,0,0.78,1485
7,14,3,7,1704146331,1704148745,2414.4128382205963,551,518,27,134,0.08,7,0,551.0,3,0.0,4.38,1081.0,360.0,87.0,252.0,468.0,7526.0,9.9,0.34,1.99,0,2,328.0,0.81,61,35,170,115,0.85,0.92,0.94,0.91,16,125,3,1,0,0,0,0,33.52,0.0,0,10000.0,4.13,62.46,1.0,1,0,0,1,0,0,0,0,0,0,3,0.87,0.25,0.76,1,0.88,1478
9,25,5,9,1704535051,1704537533,2482.2046637535095,485,474,244,126,0.19,99,1,161.67,1,0.5,1.6,398.0,398.0,45.0,279.0,517.0,1987.0,8.4,0.44,1.84,0,0,387.0,0.83,296,297,404,137,0.66,0.82,0.84,0.91,108,84,15,5,1,0,0,0,31.62,0.0,0,10000.0,7.61,53.26,1.0,2,0,0,1,0,0,0,0,0,0,7,0.92,0.58,0.86,1,0.89,960
2,4,1,2,1704240077,1704241900,1823.4508273601532,100,112,191,291,0.83,47,1,100.0,3,0.0,4.31,919.0,306.0,40.0,214.0,398.0,1566.0,5.0,0.66,1.5,0,1,264.0,0.86,17,0,164,293,0.79,0.75,0.77,0.97,202,110,5,2,0,0,0,0,26.09,0.0,0,10000.0,1.75,84.17,1.0,1,0,0,1,0,0,0,0,0,0,4,0.88,0.59,0.73,1,0.85,1129
2,4,1,2,1704639602,1704640716,1113.9116523265839,-271,-328,154,92,0.55,52,1,90.33,1,0.4,1.56,280.0,280.0,41.0,196.0,364.0,1684.0,7.3,0.51,1.73,0,1,294.0,0.81,-48,-73,33,73,0.93,0.74,0.88,0.9,216,63,20,6,1,0,0,0,20.6,0.0,0,6164.34,4.19,93.53,1.08,1,0,0,0,0,0,1,0,0,0,1,0.75,0.67,0.89,0,0.67,209
6,13,3,6,1704801756,1704804328,2571.796201944351,410,446,190,63,0.32,-30,0,205.0,1,0.17,0.95,392.0,392.0,78.0,275.0,510.0,6012.0,9.6,0.36,1.96,0,1,158.0,0.88,-1,-26,81,81,0.66,0.87,0.85,0.96,235,101,17,1,0,1,1,74,26.78,5.27,0,5463.41,3.62,87.19,1.62,3,0,0,0,1,0,0,0,0,0,1,0.87,0.47,0.87,1,0.85,1479
8,20,4,8,1706049464,1706052496,3031.1721279621124,-120,-81,-96,146,0.8,-4,0,60.0,2,0.2,2.7,666.0,333.0,56.0,233.0,433.0,3081.0,4.0,0.73,1.4,1,2,340.0,0.61,259,246,335,133,0.87,0.92,0.88,0.92,119,236,4,2,0,0,0,0,28.56,0.0,0,10000.0,7.26,69.14,1.0,1,0,0,1,0,0,0,0,0,0,4,0.84,0.89,0.81,0,0.6,661
6,16,3,6,1704532809,1704535206,2396.7765531539917,181,181,124,346,0.7,38,1,36.2,1,0.67,2.48,340.0,340.0,36.0,238.0,442.0,1284.0,6.3,0.58,1.63,0,1,371.0,0.61,8,34,152,336,0.94,0.76,0.8,0.88,104,111,14,5,1,0,0,0,21.93,0.0,0,3946.62,2.29,92.41,1.12,2,0,0,0,0,0,1,0,0,0,4,0.83,0.43,0.78,0,0.57,874
3,5,1,3,1704379272,1704382146,2874.3321912288666,147,143,223,251,0.76,62,1,36.75,1,0.6,1.7,413.0,413.0,47.0,289.0,537.0,2194.0,7.1,0.52,1.71,0,1,204.0,0.9,36,45,135,239,0.72,0.78,0.76,0.96,89,158,20,3,0,0,0,0,23.8,0.0,0,3307.24,7.78,89.58,1.13,1,0,0,0,0,0,1,0,0,0,2,0.71,0.23,0.68,0,0.67,589
2,5,1,2,1705739741,1705741615,1873.808093547821,-228,-270,239,266,0.62,55,1,114.0,3,0.2,3.2,870.0,290.0,29.0,203.0,377.0,846.0,2.1,0.86,1.21,1,0,182.0,0.95,229,236,312,252,0.75,0.8,0.91,0.96,-1,207,14,5,1,0,0,0,23.24,0.94,0,7789.1,1.46,93.78,1.14,2,0,0,0,1,0,0,0,0,0,1,0.9,0.74,0.86,1,0.89,934
4,10,2,4,1705264231,1705265523,1292.07155418396,-56,-114,76,162,0.91,51,1,28.0,3,0.2,2.58,1235.0,412.0,76.0,288.0,535.0,5837.0,3.8,0.75,1.38,1,2,291.0,0.88,21,35,124,168,0.83,0.87,0.81,0.93,107,196,2,0,0,0,0,0,34.65,0.0,0,10000.0,2.37,62.55,1.0,1,0,0,1,0,0,0,0,0,0,6,0.87,0.93,0.9,1,0.64,1152
2,4,1,2,1705228201,1705229112,911.332334280014,-295,-279,331,282,0.51,-49,0,147.5,2,0.2,3.05,593.0,296.0,63.0,207.0,385.0,4029.0,8.5,0.43,1.85,0,1,175.0,0.84,228,251,292,267,0.93,0.78,0.79,0.91,84,198,16,6,1,0,0,0,24.32,0.0,0,10000.0,3.66,70.86,1.0,1,0,0,1,0,0,0,0,0,0,6,0.8,0.28,0.81,0,0.58,230
7,14,3,7,1705595231,1705597609,2377.690463781357,297,275,28,114,0.51,-30,0,297.0,3,0.0,6.88,963.0,321.0,38.0,225.0,417.0,1443.0,4.4,0.71,1.44,1,0,294.0,0.63,0,24,52,119,0.91,0.81,0.8,0.91,13,130,21,3,0,0,0,0,21.17,0.0,0,3681.33,6.06,95.94,1.13,1,0,0,0,0,0,1,0,0,0,1,0.84,0.8,0.81,0,0.58,1212
6,15,3,6,1706213461,1706216329,2867.514970779419,483,537,-88,196,0.19,-15,0,241.5,3,0.17,6.36,1235.0,412.0,46.0,288.0,535.0,2119.0,5.8,0.61,1.58,0,0,178.0,0.74,48,19,191,194,0.86,0.82,0.93,0.9,183,215,1,4,0,0,0,0,29.27,0.0,0,10000.0,6.09,56.7,1.0,1,0,0,1,0,0,0,0,0,0,2,0.75,0.36,0.84,0,0.68,1857
2,3,1,2,1706247061,1706249990,2929.3754873275757,-123,-161,216,-4,0.8,-48,0,61.5,1,0.2,1.3,339.0,339.0,50.0,237.0,441.0,2517.0,4.8,0.68,1.48,1,1,356.0,0.81,79,87,174,2,0.7,0.94,0.89,0.95,103,234,11,4,0,0,0,0,26.76,0.99,0,7007.59,6.62,81.48,1.16,2,0,0,0,1,0,0,0,0,0,2,0.82,0.94,0.74,0,0.77,589
8,20,4,8,1704754139,1704755579,1440.1329295635223,39,1,251,247,0.94,62,1,39.0,3,0.0,4.61,1016.0,339.0,37.0,237.0,440.0,1369.0,1.8,0.88,1.18,1,1,203.0,0.62,227,206,351,264,0.73,0.85,0.87,0.96,-24,243,4,1,0,0,0,0,26.35,1.42,0,7433.96,9.08,84.97,1.19,1,0,0,0,1,0,0,0,0,0,2,0.74,0.21,0.84,0,0.59,1029
2,3,1,2,1705400952,1705404403,3450.789333820343,-245,-209,259,63,0.59,37,1,122.5,1,0.2,2.05,350.0,350.0,44.0,245.0,455.0,1928.0,9.1,0.39,1.91,0,1,397.0,0.6,256,267,394,63,0.86,0.9,0.8,0.92,42,93,15,1,0,0,0,0,29.38,0.0,0,10000.0,5.44,61.36,1.0,2,0,0,1,0,0,0,0,0,0,1,0.9,0.74,0.85,1,0.6,204
3,4,1,3,1705303638,1705305294,1655.8099784851074,-220,-276,-95,322,0.63,98,1,220.0,3,0.0,3.38,1149.0,383.0,94.0,268.0,498.0,8809.0,7.5,0.5,1.75,0,0,128.0,0.86,142,171,281,302,0.9,0.73,0.92,0.94,226,102,12,0,0,0,0,0,20.71,0.0,0,4342.06,2.26,86.19,1.11,2,0,0,0,0,0,1,0,0,0,6,0.89,0.37,0.8,1,0.67,1145
9,25,5,9,1705686076,1705687489,1412.6813628673553,159,107,-74,335,0.73,34,1,53.0,1,0.5,1.64,267.0,267.0,46.0,187.0,347.0,2129.0,2.3,0.85,1.23,1,0,299.0,0.66,179,160,317,337,0.78,0.87,0.86,0.93,58,238,23,4,0,0,0,0,26.44,0.0,0,10000.0,4.69,67.66,1.0,1,0,0,1,0,0,0,0,0,0,7,0.76,0.46,0.7,0,0.63,413
1,3,1,1,1704488839,1704490946,2106.8340373039246,-112,-141,201,297,0.81,95,1,112.0,2,0.0,2.21,586.0,293.0,72.0,205.0,381.0,5218.0,4.3,0.71,1.43,1,2,261.0,0.65,202,215,256,310,0.88,0.84,0.81,0.97,188,156,2,5,1,0,0,0,26.84,0.59,0,7988.76,9.62,90.0,1.1,1,0,0,0,1,0,0,0,0,0,7,0.83,0.72,0.92,0,0.6,405
9,24,5,9,1706146900,1706149184,2283.976710796356,122,94,-77,10,0.8,4,0,122.0,2,0.0,2.13,675.0,337.0,39.0,236.0,439.0,1501.0,3.9,0.74,1.39,1,1,382.0,0.67,2,17,125,-2,0.67,0.82,0.87,0.92,199,68,7,3,0,1,1,109,26.67,0.91,0,6900.07,4.5,81.51,1.15,3,0,0,0,1,0,0,0,0,0,0,0.0,0.3,0.71,0,0.66,1267
7,13,3,7,1705908899,1705911463,2563.992601633072,295,320,-67,-1,0.51,-18,0,147.5,1,0.17,2.49,304.0,304.0,50.0,213.0,395.0,2495.0,8.3,0.45,1.83,0,0,381.0,0.93,221,198,357,14,0.73,0.83,0.85,0.94,204,180,13,0,0,0,0,0,23.44,5.45,0,8682.95,1.69,80.48,1.57,2,0,0,0,1,0,0,0,0,0,6,0.85,0.64,0.81,0,0.72,869
7,16,3,7,1706325822,1706329158,3336.16024017334,-29,-85,-96,193,0.95,-21,0,5.8,1,0.67,1.84,313.0,313.0,52.0,219.0,407.0,2710.0,1.5,0.9,1.15,1,0,254.0,0.8,31,20,114,179,0.71,0.84,0.89,0.97,218,181,8,5,1,1,1,40,28.94,0.0,0,10000.0,9.16,59.36,1.0,3,0,0,1,0,0,0,0,0,0,7,0.8,0.57,0.86,0,0.88,518
9,24,5,9,1705059359,1705061884,2524.8786091804504,307,268,326,109,0.49,90,1,307.0,2,0.0,3.27,703.0,352.0,39.0,246.0,457.0,1511.0,2.9,0.81,1.29,1,2,273.0,0.74,223,223,278,90,0.87,0.93,0.8,0.92,163,217,17,4,0,1,1,55,27.25,0.0,0,10000.0,7.34,75.56,1.0,3,0,0,1,0,0,0,0,0,0,1,0.84,0.27,0.87,0,0.76,1404
7,14,3,7,1704181621,1704184638,3016.694125175476,311,333,179,81,0.48,86,1,155.5,2,0.17,3.58,519.0,260.0,44.0,182.0,337.0,1922.0,8.1,0.46,1.81,0,1,147.0,0.85,171,155,292,95,0.9,0.91,0.9,0.94,21,248,13,1,0,0,0,0,27.35,0.0,0,10000.0,6.77,72.25,1.0,2,0,0,1,0,0,0,0,0,0,4,0.76,0.84,0.8,0,0.76,882
5,9,2,5,1705914656,1705915870,1213.8635323047638,503,544,85,-26,0.16,21,1,251.5,2,0.2,2.02,663.0,331.0,34.0,232.0,431.0,1160.0,4.5,0.7,1.45,1,0,247.0,0.95,-40,-58,44,-20,0.76,0.88,0.85,0.88,224,116,14,0,0,0,0,0,23.42,3.55,0,7435.54,8.36,79.42,1.41,2,0,0,0,1,0,0,0,0,0,4,0.85,0.91,0.95,1,0.72,1418
8,19,4,8,1705924552,1705926952,2400.213844537735,-243,-267,-85,275,0.59,42,1,243.0,2,0.0,3.17,710.0,355.0,60.0,249.0,462.0,3575.0,5.1,0.66,1.51,0,1,169.0,0.77,159,147,246,291,0.81,0.79,0.77,0.98,13,146,17,0,0,1,1,82,33.77,0.0,0,10000.0,1.55,50.24,1.0,3,0,0,1,0,0,0,0,0,0,2,0.78,0.38,0.82,0,0.84,847
3,4,1,3,1705600436,1705601535,1098.3000693321228,37,-14,190,304,0.94,53,1,18.5,2,0.2,1.93,788.0,394.0,50.0,276.0,513.0,2494.0,8.8,0.42,1.88,0,0,262.0,0.79,154,148,223,308,0.81,0.9,0.88,0.97,61,198,23,3,0,0,0,0,22.51,2.29,0,6123.01,5.56,87.53,1.31,1,0,0,0,1,0,0,0,0,0,2,0.76,0.46,0.92,0,0.88,1044
7,15,3,7,1704496946,1704499222,2275.925099849701,35,63,101,-22,0.94,51,1,8.75,1,0.5,2.15,356.0,356.0,82.0,249.0,462.0,6757.0,8.1,0.46,1.81,0,0,164.0,0.74,194,194,334,-35,0.7,0.85,0.87,0.9,176,184,4,5,1,0,0,0,24.41,0.0,0,5145.4,3.6,96.24,1.1,1,0,0,0,0,0,1,0,0,0,3,0.77,0.78,0.91,0,0.64,560
2,4,1,2,1706435250,1706437327,2076.7326605319977,530,530,386,41,0.12,-13,0,176.67,1,0.4,1.05,337.0,337.0,65.0,236.0,439.0,4205.0,5.3,0.65,1.53,0,1,141.0,0.86,219,211,322,28,0.82,0.9,0.88,0.96,147,215,15,6,1,0,0,0,22.31,0.43,0,8782.62,7.54,93.07,1.07,2,0,0,0,1,0,0,0,0,0,0,0.0,0.29,0.76,0,0.81,966
4,10,2,4,1706334924,1706336946,2022.0119850635529,-120,-164,214,214,0.8,99,1,60.0,3,0.2,5.6,726.0,242.0,52.0,169.0,315.0,2696.0,7.7,0.49,1.77,0,2,218.0,0.81,41,66,109,233,0.66,0.89,0.83,0.96,182,86,11,5,1,0,0,0,24.97,0.0,0,3740.43,9.75,88.71,1.13,2,0,0,0,0,0,1,0,0,0,6,0.9,0.39,0.82,1,0.67,687
10,24,5,10,1704271131,1704272977,1846.1409440040588,294,286,335,131,0.51,25,1,147.0,1,0.25,0.99,354.0,354.0,48.0,248.0,460.0,2326.0,3.5,0.77,1.35,1,1,359.0,0.67,241,232,344,129,0.66,0.81,0.87,0.91,139,224,14,2,0,0,0,0,21.05,0.0,0,3492.99,5.42,93.2,1.13,2,0,0,0,0,0,1,0,0,0,0,0.0,0.54,0.71,0,0.8,994
2,3,1,2,1705848845,1705852197,3351.8008868694305,299,316,160,128,0.5,18,0,149.5,1,0.2,1.36,245.0,245.0,41.0,172.0,319.0,1685.0,6.9,0.54,1.69,0,0,184.0,0.89,218,231,367,125,0.73,0.9,0.78,0.97,93,89,20,6,1,0,0,0,27.52,0.06,0,5813.98,6.0,83.62,1.09,1,0,0,0,1,0,0,0,0,0,0,0.0,0.79,0.86,0,0.85,599
1,4,1,1,1705557798,1705561017,3219.349016904831,371,314,292,37,0.38,62,1,371.0,3,0.0,6.7,1123.0,374.0,93.0,262.0,487.0,8677.0,6.5,0.57,1.65,0,1,378.0,0.68,261,276,388,30,0.8,0.72,0.94,0.94,187,132,11,3,0,0,0,0,27.32,2.37,0,7558.79,4.67,86.52,1.29,2,0,0,0,1,0,0,0,0,0,3,0.71,0.92,0.94,0,0.65,1924
10,25,5,10,1704244351,1704246484,2132.8303129673004,374,350,131,277,0.38,69,1,124.67,1,0.5,2.14,406.0,406.0,48.0,284.0,528.0,2288.0,2.5,0.84,1.25,1,1,376.0,0.87,100,99,158,284,0.83,0.76,0.86,0.97,67,199,6,2,0,0,0,0,25.8,1.0,0,7351.95,6.53,92.88,1.15,1,0,0,0,1,0,0,0,0,0,4,0.93,0.22,0.79,1,0.88,826
8,20,4,8,1706426967,1706429117,2149.930800676346,297,307,168,129,0.51,-28,0,99.0,1,0.4,0.86,290.0,290.0,59.0,203.0,376.0,3491.0,4.8,0.68,1.48,1,1,195.0,0.91,5,-11,89,125,0.88,0.77,0.81,0.91,19,136,12,6,1,0,0,0,20.37,0.0,0,3535.49,8.38,91.36,1.13,2,0,0,0,0,0,1,0,0,0,4,0.84,0.3,0.9,0,0.83,924
