bus_id,stop_id,arrival_time,report_count,unique_reporters,reports_per_minute,time_since_last_report_s,time_since_first_report_s,distance_mean,distance_median,distance_std,pct_within_radius,acc_mean,weighted_dist_mean,prev_arrival_time,time_since_last_arrival_s,t_mean,t_std,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_early_morning,is_mid_day,is_evening,is_night,confirm_prob,rain_1h,snow_1h,temperature,wind_speed,humidity,visibility,weather_delay_multiplier
2,1,1704527011,5,5,0.09,257.4,440.0,242.35,203.36,59.98,0.63,0.001279,235.93,1704523059.7,3951.9,854.27,178.35,13,5,1,0,0,1,0,0,0.4013,0.0,0,24.27,6.63,72.49,10000.0,1.0
5,8,1705373129,24,5,0.06,186.7,569.7,472.68,542.11,137.51,0.86,0.003547,486.56,1705370635.3,2493.9,1030.08,262.84,8,1,0,1,1,0,0,0,0.5976,0.0,0,27.76,6.86,81.41,10000.0,1.0
2,4,1704647925,12,12,0.3,32.9,428.8,44.88,41.63,15.86,0.32,0.004165,40.97,1704645487.8,2438.1,927.06,192.12,22,6,1,0,0,0,0,1,0.5714,4.2,0,26.41,2.6,91.07,6128.1,1.5
8,20,1706021793,17,3,0.06,114.7,479.3,176.99,207.49,63.28,0.6,0.003879,195.01,1706019436.6,2356.9,1112.3,196.11,20,1,0,0,0,0,1,0,0.5058,3.5,0,23.92,1.1,92.91,6556.8,1.42
3,3,1706455350,9,7,0.02,204.6,320.6,251.58,209.65,32.08,0.72,0.002992,222.67,1706448440.6,6909.5,1003.17,78.61,20,6,1,0,0,0,1,0,0.5253,5.3,0,27.85,7.63,94.92,5223.5,1.63
4,13,1705520013,18,15,0.16,229.6,393.8,59.55,49.64,18.48,0.35,0.004198,64.46,1705517774.4,2239.3,376.35,111.65,1,3,0,0,0,0,0,1,0.6927,0.9,0,24.22,9.87,91.26,8789.0,1.12
2,5,1706039756,19,12,0.05,130.1,549.4,64.49,64.3,6.67,0.63,0.000753,54.65,1706037321.6,2434.6,884.29,209.14,1,2,0,0,0,0,0,1,0.7269,0.0,0,27.5,4.37,84.24,10000.0,1.0
9,20,1704809565,6,6,0.01,293.5,360.2,168.12,137.41,63.45,0.94,0.001638,181.26,1704807358.4,2207.3,449.59,46.85,19,1,0,1,0,0,1,0,0.4872,0.0,0,25.77,7.27,84.92,10000.0,1.0
3,4,1705100851,12,10,0.02,267.6,306.1,313.86,285.92,49.1,0.62,0.00209,324.37,1705098631.4,2219.8,1176.96,349.03,4,5,1,0,0,0,0,1,0.5698,0.0,0,24.19,8.32,91.97,4238.1,1.12
5,13,1705887023,14,3,0.03,285.2,451.9,310.57,300.42,117.96,0.91,0.000703,251.73,1705883190.3,3832.9,1029.5,305.57,7,0,0,1,1,0,0,0,0.4763,0.0,0,24.9,4.43,76.88,10000.0,1.0
6,14,1706640618,13,1,0.04,127.4,207.6,37.62,43.11,12.94,1.0,0.004985,38.46,1706634665.6,5952.5,1150.29,301.85,0,2,0,0,0,0,0,1,0.558,0.0,0,27.47,2.16,59.01,10000.0,1.0
4,14,1706585100,4,1,0.01,187.3,253.4,65.64,70.15,16.81,0.84,0.002841,74.89,1706580320.0,4780.3,804.84,216.63,8,1,0,1,1,0,0,0,0.4143,0.0,0,29.03,1.26,52.68,10000.0,1.0
6,11,1706073115,2,2,0.01,45.2,67.9,181.79,188.33,39.57,0.61,0.004569,170.75,1706068540.2,4575.5,1005.29,149.92,10,2,0,0,0,1,0,0,0.3357,1.9,0,27.17,9.34,93.99,5588.3,1.28
2,2,1705358965,2,2,0.01,102.0,402.0,127.67,106.01,17.7,0.39,0.001184,109.23,1705353704.7,5260.7,463.69,63.26,4,1,0,0,0,0,0,1,0.3142,4.5,0,24.84,2.73,88.35,5689.3,1.54
4,13,1704189331,18,10,0.14,31.2,125.1,235.78,208.09,49.34,0.65,0.003607,192.33,1704183214.6,6116.8,865.11,60.94,15,1,0,0,0,1,0,0,0.6471,0.0,0,25.24,3.49,96.97,3244.3,1.14
7,20,1706216273,3,3,0.01,277.6,187.5,382.38,387.16,120.89,0.34,0.001165,326.26,1706210763.0,5510.7,1060.0,251.65,2,4,0,0,0,0,0,1,0.2288,0.0,0,20.18,4.57,96.27,4416.6,1.11
3,3,1704355220,10,7,0.05,67.4,236.8,68.68,79.41,19.1,0.78,0.004051,68.64,1704352951.5,2269.4,783.4,154.1,13,3,0,0,0,1,0,0,0.561,0.0,0,28.47,2.15,73.63,10000.0,1.0
4,13,1704822547,20,2,0.12,152.0,238.4,467.51,375.42,78.35,0.56,0.002695,533.11,1704820272.6,2274.6,1025.28,65.53,23,1,0,0,0,0,0,1,0.5028,3.7,0,22.31,9.98,75.36,7787.8,1.41
10,18,1706429013,4,4,0.01,81.1,152.3,337.64,395.62,90.16,0.7,0.00176,374.03,1706426203.8,2810.0,591.31,92.46,13,6,1,0,0,1,0,0,0.3579,0.0,0,23.05,6.5,88.15,3459.3,1.13
6,9,1704831530,11,4,0.05,180.2,259.4,232.59,237.11,61.56,0.44,0.003581,194.25,1704828980.7,2549.7,302.44,23.95,1,2,0,0,0,0,0,1,0.4187,0.0,0,26.84,8.15,77.12,10000.0,1.0
9,18,1704359964,12,12,0.12,220.6,566.7,98.8,81.67,31.85,0.7,0.004288,84.57,1704353870.0,6094.4,481.46,43.77,14,3,0,0,0,1,0,0,0.6326,0.0,0,26.64,6.99,66.29,10000.0,1.0
1,7,1705435585,13,10,0.05,245.9,297.1,194.7,191.8,37.07,0.82,0.002762,173.85,1705428927.9,6657.7,645.5,119.99,1,2,0,0,0,0,0,1,0.6336,0.0,0,34.06,2.05,62.48,10000.0,1.0
3,6,1706526644,19,8,0.04,54.2,534.5,252.76,277.17,68.74,1.0,0.003886,273.68,1706520640.6,6004.3,428.82,43.37,16,0,0,0,0,1,0,0,0.6789,0.0,0,28.28,7.79,74.88,10000.0,1.0
7,19,1704378958,15,4,0.05,183.2,331.2,274.53,273.03,61.13,0.84,0.000555,285.34,1704374104.6,4853.7,944.56,188.68,20,3,0,0,0,0,1,0,0.5469,0.0,0,33.27,4.08,69.18,10000.0,1.0
7,18,1704708693,14,11,0.12,177.9,333.2,309.61,249.93,111.97,0.95,0.003043,333.97,1704701912.3,6781.5,936.51,82.54,15,0,0,0,0,1,0,0,0.6115,0.0,0,23.46,7.63,92.89,4696.5,1.11
9,17,1706526879,23,1,0.24,295.5,513.0,71.08,83.05,25.66,0.66,0.003161,68.21,1706524783.6,2095.7,601.68,150.85,16,0,0,0,0,1,0,0,0.598,0.0,0,25.05,4.58,56.67,10000.0,1.0
2,6,1705497929,6,2,0.02,146.8,556.0,297.66,242.04,111.27,0.47,0.003099,257.84,1705495946.5,1982.9,580.33,142.25,18,2,0,1,0,0,1,0,0.2855,0.7,0,23.32,9.78,79.25,7060.7,1.12
6,8,1705283899,17,7,0.05,24.8,465.0,112.85,130.82,18.23,0.43,0.000664,111.59,1705279049.3,4850.1,359.14,87.59,7,0,0,1,1,0,0,0,0.5775,1.2,0,25.15,6.04,83.82,6603.1,1.19
7,16,1704471382,8,7,0.02,85.3,544.6,268.02,300.27,105.52,0.89,0.004401,258.16,1704466603.4,4779.3,528.5,52.34,21,4,0,0,0,0,0,1,0.4731,0.0,0,23.03,6.12,92.74,4357.1,1.11
1,6,1706419697,8,2,0.02,296.7,385.7,405.36,480.37,155.38,0.4,0.002329,376.82,1706417428.2,2269.4,869.92,203.54,10,6,1,0,0,1,0,0,0.2504,3.8,0,22.74,7.34,92.53,7571.7,1.43
9,16,1706443737,20,11,0.11,117.0,378.8,141.35,148.37,31.5,0.69,0.002463,129.73,1706436815.8,6921.6,987.25,83.94,17,6,1,1,0,0,1,0,0.7108,0.0,0,33.68,9.05,59.75,10000.0,1.0
5,14,1706199824,18,18,0.06,223.8,437.4,207.25,183.87,60.83,0.6,0.001095,240.46,1706194292.2,5532.6,914.87,233.88,21,3,0,0,0,0,0,1,0.7442,0.0,0,27.18,5.48,81.3,10000.0,1.0
3,3,1704257518,6,6,0.04,8.2,133.9,451.01,518.46,125.93,0.72,0.003493,392.44,1704250780.8,6737.8,676.89,98.68,10,2,0,0,0,1,0,0,0.3801,0.0,0,27.11,2.5,65.94,10000.0,1.0
9,19,1705992783,19,11,0.1,109.9,448.3,155.59,159.72,37.78,0.76,0.004716,170.06,1705989822.5,2960.7,328.06,37.91,12,1,0,0,0,1,0,0,0.7081,0.0,0,30.95,5.47,51.03,10000.0,1.0
10,17,1705619616,9,2,0.1,27.2,453.2,252.79,271.84,58.26,0.47,0.004186,283.07,1705614065.3,5551.4,544.93,107.66,4,4,0,0,0,0,0,1,0.3742,0.0,0,22.17,2.23,86.19,6669.3,1.07
1,1,1706589615,15,12,0.04,262.5,455.4,405.21,430.95,124.68,0.89,0.001624,403.5,1706586620.7,2994.5,1188.9,340.04,10,1,0,0,0,1,0,0,0.6142,0.1,0,26.23,6.11,93.5,5722.3,1.09
5,9,1706488745,15,7,0.08,277.7,584.4,472.69,467.82,169.51,0.89,0.001936,534.88,1706486745.8,1999.8,836.64,89.94,6,0,0,0,1,0,0,0,0.4937,0.0,0,26.21,7.27,51.54,10000.0,1.0
4,12,1704989555,7,7,0.01,163.8,417.3,371.55,374.55,84.73,0.91,0.002379,365.89,1704982408.1,7147.8,300.21,28.93,21,3,0,0,0,0,0,1,0.487,0.0,0,28.84,1.63,68.65,10000.0,1.0
2,6,1704151186,21,12,0.05,262.7,591.4,386.45,373.74,87.5,0.82,0.001574,326.24,1704147471.3,3715.0,558.52,69.3,4,1,0,0,0,0,0,1,0.7078,0.0,0,21.4,9.89,85.55,3071.5,1.14
2,7,1705235387,24,4,0.16,285.2,484.6,53.81,52.04,19.57,0.96,0.002603,56.25,1705232686.0,2702.0,1192.05,128.64,17,6,1,1,0,0,1,0,0.7207,0.0,0,29.66,6.47,77.99,10000.0,1.0
3,6,1705430288,11,2,0.04,15.8,576.9,414.84,464.75,119.86,0.45,0.002832,430.98,1705425653.5,4635.2,534.21,95.52,0,2,0,0,0,0,0,1,0.3324,0.0,0,22.95,5.17,97.95,6589.7,1.07
9,16,1705734053,9,4,0.02,32.0,533.8,140.14,119.38,51.38,0.97,0.00438,157.49,1705728715.4,5338.3,795.77,57.09,12,5,1,0,0,1,0,0,0.5104,1.1,0,24.24,5.46,80.2,7893.7,1.15
9,19,1704333071,13,5,0.02,23.1,536.8,262.88,305.62,71.34,0.76,0.002947,301.21,1704327308.7,5763.1,769.13,205.39,7,3,0,1,1,0,0,0,0.5124,0.0,0,21.47,4.01,87.05,3641.6,1.13
4,12,1704720084,4,4,0.03,265.1,579.1,238.08,274.18,24.18,0.87,0.001529,277.0,1704718278.5,1806.0,800.56,191.46,18,0,0,1,0,0,1,0,0.4586,0.0,0,25.55,1.76,68.86,10000.0,1.0
5,11,1704943915,17,8,0.1,192.0,351.6,392.12,330.48,128.74,0.68,0.004833,367.32,1704938699.7,5216.2,1138.83,86.13,9,3,0,1,0,1,0,0,0.531,5.5,0,26.13,7.37,76.36,6203.9,1.63
8,19,1704275972,22,1,0.35,27.0,520.3,495.17,530.04,115.77,0.75,0.003175,472.12,1704273818.4,2154.4,1039.36,148.59,15,2,0,0,0,1,0,0,0.5139,0.0,0,24.91,2.43,88.28,3004.1,1.14
2,2,1705294254,17,3,0.06,53.3,489.2,349.9,310.82,43.64,0.78,0.003445,318.17,1705287319.5,6934.7,435.95,68.92,10,0,0,0,0,1,0,0,0.5606,0.0,0,29.66,6.75,73.39,10000.0,1.0
2,3,1705113964,3,1,0.01,218.7,462.8,108.18,124.1,34.02,0.69,0.002622,110.05,1705111304.8,2659.9,483.33,35.18,8,5,1,1,1,0,0,0,0.3558,0.0,0,26.54,5.77,59.07,10000.0,1.0
10,19,1704154898,21,3,0.15,141.3,60.7,303.18,316.19,52.83,0.69,0.001515,262.05,1704149579.8,5318.2,593.33,117.22,5,1,0,0,1,0,0,0,0.5823,0.0,0,26.6,2.35,84.69,10000.0,1.0
10,16,1705320039,15,6,0.08,210.0,524.5,392.13,319.92,95.74,0.37,0.001589,468.46,1705317470.1,2569.5,749.0,153.2,17,0,0,1,0,0,1,0,0.449,0.0,0,32.02,1.09,61.19,10000.0,1.0
2,6,1704918787,1,1,0.0,29.3,505.2,185.32,172.13,72.88,0.44,0.003619,209.15,1704916765.3,2022.4,903.35,260.06,2,3,0,0,0,0,0,1,0.2422,0.0,0,26.24,6.35,67.92,10000.0,1.0
4,8,1705696039,18,12,0.03,215.7,492.9,176.33,198.54,21.87,0.93,0.002964,198.71,1705691796.6,4242.5,879.22,159.67,1,5,1,0,0,0,0,1,0.7594,0.0,0,32.32,1.54,51.63,10000.0,1.0
6,8,1704752691,13,13,0.08,292.9,241.9,99.24,110.74,29.53,0.65,0.002999,107.94,1704749657.9,3033.7,1196.7,351.47,3,1,0,0,0,0,0,1,0.6512,0.0,0,27.9,7.12,68.99,10000.0,1.0
5,13,1704306538,1,1,0.0,261.1,452.7,373.93,362.78,76.2,0.56,0.004944,305.14,1704300056.3,6482.0,820.81,131.05,23,2,0,0,0,0,0,1,0.2627,0.0,0,24.35,9.11,91.33,6493.7,1.07
4,12,1705194500,19,19,0.1,110.9,267.3,238.25,270.27,40.68,0.84,0.002324,247.96,1705189284.9,5215.7,635.56,113.23,6,6,1,0,1,0,0,0,0.841,0.0,0,26.48,4.93,66.38,10000.0,1.0
10,19,1704371843,14,7,0.06,179.9,148.3,201.63,239.49,35.78,0.76,0.001963,223.69,1704369337.0,2506.7,1172.84,191.7,18,3,0,1,0,0,1,0,0.5892,0.0,0,21.42,5.68,85.96,3679.0,1.13
4,14,1704971312,1,1,0.01,187.1,441.7,91.85,79.64,10.2,0.82,0.003487,90.92,1704964953.7,6358.5,1025.1,201.27,16,3,0,0,0,1,0,0,0.3799,0.0,0,25.21,3.43,87.68,3447.7,1.13
7,16,1704231369,20,1,0.2,138.4,564.3,164.92,165.39,18.55,0.4,0.00494,195.6,1704229542.5,1826.7,1156.63,242.64,3,2,0,0,0,0,0,1,0.5172,0.0,0,33.68,5.64,59.09,10000.0,1.0
2,6,1705375690,6,6,0.05,282.2,455.8,89.57,78.4,28.59,0.41,0.001556,106.17,1705372511.7,3178.7,895.47,263.86,8,1,0,1,1,0,0,0,0.4153,0.0,0,22.25,8.48,85.23,3976.6,1.12
6,11,1706367666,12,8,0.02,276.0,384.3,471.03,532.61,141.35,0.7,0.002069,406.83,1706362599.4,5066.8,586.3,156.31,20,5,1,0,0,0,1,0,0.4635,0.0,0,25.96,3.6,94.78,3361.9,1.13
8,20,1704355412,6,6,0.01,134.3,546.7,440.17,407.98,158.75,0.56,0.001836,466.41,1704351838.9,3573.3,867.19,175.57,13,3,0,0,0,1,0,0,0.3158,0.0,0,30.63,5.94,57.61,10000.0,1.0
2,1,1705672690,3,3,0.08,178.2,151.0,324.86,358.56,81.26,0.68,0.004782,369.97,1705665953.5,6736.9,1032.39,79.73,19,4,0,1,0,0,1,0,0.3357,0.0,0,20.89,5.29,91.85,3984.3,1.12
6,14,1705109194,14,14,0.03,158.8,504.1,221.12,256.21,26.84,0.97,0.003446,210.52,1705106330.3,2864.6,731.26,72.13,6,5,1,0,1,0,0,0,0.7448,0.0,0,26.66,5.71,62.35,10000.0,1.0
4,9,1705856288,3,3,0.01,185.0,446.7,143.59,138.62,19.61,0.43,0.003565,125.29,1705851653.0,4635.9,938.14,71.97,22,6,1,0,0,0,0,1,0.3468,0.0,0,27.4,9.67,70.13,10000.0,1.0
9,18,1705343950,22,1,0.09,160.3,120.6,11.27,11.89,2.87,0.72,0.004072,11.93,1705341206.5,2743.8,624.7,172.71,0,1,0,0,0,0,0,1,0.6192,0.0,0,28.62,3.3,76.13,10000.0,1.0
7,16,1704862740,7,7,0.01,231.2,140.8,217.73,187.51,37.14,0.91,0.002628,220.81,1704859977.2,2763.6,581.04,62.5,10,2,0,0,0,1,0,0,0.5336,0.5,0,25.83,1.53,80.14,7528.1,1.1
8,16,1704443679,7,7,0.03,131.3,447.5,349.29,417.93,48.38,0.37,0.00376,360.25,1704440398.8,3280.5,371.48,26.53,14,4,0,0,0,1,0,0,0.4152,0.0,0,33.94,3.91,53.84,10000.0,1.0
8,19,1704685293,7,4,0.02,250.4,421.6,44.27,46.75,8.03,0.71,0.003561,39.5,1704681026.4,4267.0,471.29,29.73,9,0,0,1,0,1,0,0,0.479,0.0,0,28.78,9.96,57.26,10000.0,1.0
1,6,1705251145,22,12,0.27,288.7,402.9,379.87,329.8,84.65,0.6,0.004198,304.08,1705247720.7,3424.6,1183.11,199.62,22,6,1,0,0,0,0,1,0.6785,0.0,0,28.83,9.77,52.4,10000.0,1.0
2,7,1704146108,24,12,0.14,203.1,110.2,135.95,151.61,48.86,0.73,0.002781,117.43,1704143967.5,2140.8,405.88,43.36,3,1,0,0,0,0,0,1,0.7643,0.0,0,26.05,4.12,72.62,10000.0,1.0
3,4,1704688631,11,3,0.04,136.9,384.3,262.68,306.75,65.43,0.99,0.004331,232.06,1704681806.2,6825.2,404.73,102.95,10,0,0,0,0,1,0,0,0.5105,0.0,0,22.28,8.25,96.41,6472.2,1.07
8,16,1706163558,9,9,0.03,56.2,435.3,179.59,213.75,52.49,0.88,0.001096,205.59,1706156776.0,6782.9,738.36,148.83,11,3,0,0,0,1,0,0,0.5657,0.0,0,24.59,4.59,87.27,5010.3,1.1
1,2,1704452001,8,2,0.03,73.6,103.2,390.59,331.54,108.7,0.96,0.004442,355.87,1704445603.6,6397.8,300.3,16.34,16,4,0,0,0,1,0,0,0.4084,0.0,0,23.62,6.08,89.74,4545.8,1.11
1,4,1704569700,11,11,0.17,210.0,591.2,127.2,109.0,17.35,0.51,0.000955,136.98,1704567563.7,2136.4,758.48,226.92,1,6,1,0,0,0,0,1,0.5821,3.4,0,25.69,5.74,81.13,7495.6,1.39
8,17,1705187808,20,3,0.08,127.2,506.9,369.47,409.27,38.17,0.59,0.002666,298.41,1705184605.1,3203.0,984.26,82.95,4,6,1,0,0,0,0,1,0.5651,0.0,0,23.21,3.17,87.8,3048.5,1.14
9,20,1706612864,13,4,0.05,83.4,408.9,254.67,230.84,36.87,0.39,0.004391,228.54,1706607545.5,5319.2,1029.62,209.55,16,1,0,0,0,1,0,0,0.4569,0.0,0,25.16,2.2,90.1,6824.9,1.06
3,2,1704362571,9,1,0.02,27.5,210.9,465.86,419.84,155.76,0.88,0.00273,444.68,1704358340.9,4230.7,504.27,137.34,15,3,0,0,0,1,0,0,0.3428,1.2,0,27.29,4.99,77.11,8953.1,1.14
4,8,1704218177,23,11,0.06,241.6,116.9,27.43,27.52,5.93,0.62,0.004962,32.59,1704211289.0,6888.5,1005.46,139.47,23,1,0,0,0,0,0,1,0.7597,0.0,0,29.12,8.47,60.99,10000.0,1.0
6,8,1704279503,6,6,0.08,290.5,219.5,386.92,406.21,83.03,0.44,0.001046,404.72,1704273520.6,5983.0,879.51,160.58,16,2,0,0,0,1,0,0,0.3678,0.0,0,25.42,8.19,69.37,10000.0,1.0
10,18,1704853194,2,2,0.01,225.7,498.4,331.67,282.33,66.83,0.95,0.001511,314.71,1704849061.5,4133.2,695.46,141.34,7,2,0,1,1,0,0,0,0.3771,0.0,0,29.66,2.09,69.81,10000.0,1.0
1,5,1704627643,17,3,0.04,98.5,534.8,136.63,139.04,39.74,0.45,0.004903,150.2,1704622831.3,4812.2,462.54,29.35,17,6,1,1,0,0,1,0,0.5002,0.0,0,28.2,3.42,65.06,10000.0,1.0
3,1,1705510729,18,2,0.17,219.2,501.6,114.62,114.89,40.37,0.81,0.00294,118.76,1705506184.6,4545.1,567.79,108.59,22,2,0,0,0,0,0,1,0.5682,0.0,0,31.89,6.73,67.47,10000.0,1.0
4,11,1706092227,8,8,0.02,244.5,460.5,441.91,402.65,69.9,0.92,0.003459,408.49,1706086418.3,5808.7,1033.61,210.59,16,2,0,0,0,1,0,0,0.5293,0.0,0,31.88,5.85,57.51,10000.0,1.0
10,16,1705460020,22,12,0.05,64.7,577.4,190.29,177.12,27.53,0.51,0.004445,228.07,1705456231.7,3788.9,703.75,162.23,8,2,0,1,1,0,0,0,0.7193,0.0,0,33.86,4.52,61.86,10000.0,1.0
10,15,1705163715,7,7,0.02,109.9,488.9,55.57,57.53,13.57,0.75,0.000792,57.34,1705158883.8,4832.0,804.59,161.62,22,5,1,0,0,0,0,1,0.5254,0.0,0,24.06,8.43,95.46,4079.3,1.12
10,19,1705407278,19,13,0.04,294.7,173.3,414.31,417.68,87.85,0.39,0.00381,370.54,1705403473.0,3805.7,356.29,89.19,17,1,0,1,0,0,1,0,0.6123,2.9,0,26.4,6.74,80.99,5693.9,1.38
5,9,1705405463,15,6,0.03,225.4,459.6,475.65,419.13,128.27,0.99,0.001244,513.75,1705400499.9,4963.4,827.83,185.78,17,1,0,1,0,0,1,0,0.5389,5.3,0,26.7,3.03,76.12,8410.9,1.56
4,10,1705060361,20,17,0.07,281.5,441.3,319.27,261.78,118.51,0.94,0.004011,256.32,1705058252.2,2109.3,502.7,41.64,17,4,0,1,0,0,1,0,0.7638,0.0,0,22.39,1.12,96.99,4888.2,1.1
3,6,1704834276,22,7,0.13,272.3,194.8,143.26,158.12,33.65,0.84,0.000794,142.54,1704832295.3,1981.5,356.39,98.58,2,2,0,0,0,0,0,1,0.7041,0.3,0,25.19,9.1,83.22,6389.4,1.1
8,17,1704161566,20,15,0.04,121.1,507.0,395.98,415.69,98.34,0.99,0.001152,431.64,1704158733.8,2832.4,604.44,76.87,7,1,0,1,1,0,0,0,0.7638,0.0,0,34.47,2.65,69.35,10000.0,1.0
1,4,1704136915,10,7,0.02,165.8,589.5,121.43,116.77,31.91,0.85,0.00297,126.91,1704133893.9,3021.2,1062.23,166.94,0,1,0,0,0,0,0,1,0.5639,0.0,0,26.41,2.94,63.28,10000.0,1.0
2,5,1704375882,16,16,0.04,165.9,93.6,261.13,293.13,62.09,0.34,0.004038,229.93,1704372685.5,3196.6,448.24,59.42,19,3,0,1,0,0,1,0,0.6372,0.0,0,28.54,2.84,75.39,10000.0,1.0
9,17,1706391135,9,8,0.02,232.7,74.7,41.95,41.35,15.64,0.68,0.00274,35.33,1706385789.0,5346.6,1039.89,150.89,3,6,1,0,0,0,0,1,0.5478,0.0,0,28.65,2.83,84.29,10000.0,1.0
6,8,1705454270,4,4,0.01,240.4,273.8,458.39,464.45,67.56,0.79,0.00407,424.8,1705447841.6,6428.8,1115.53,133.0,6,2,0,0,1,0,0,0,0.3979,0.0,0,29.9,2.82,67.81,10000.0,1.0
6,10,1704560910,16,11,0.08,240.6,582.6,429.87,364.12,138.38,0.52,0.004948,427.35,1704558449.6,2461.1,952.67,124.56,22,5,1,0,0,0,0,1,0.5234,0.0,0,29.98,6.91,84.6,10000.0,1.0
8,19,1704419910,3,1,0.06,247.8,173.3,195.72,232.79,39.35,0.51,0.004632,165.25,1704414008.4,5901.7,1189.26,327.43,7,4,0,1,1,0,0,0,0.3132,2.1,0,23.88,8.92,80.09,8277.0,1.25
10,20,1705484927,21,1,0.13,46.9,247.9,230.67,253.63,68.13,0.73,0.002086,262.18,1705480582.3,4345.0,1181.19,246.32,15,2,0,0,0,1,0,0,0.5458,0.0,0,26.26,3.93,63.52,10000.0,1.0
