bus_id,stop_id,arrival_time,report_count,unique_reporters,reports_per_minute,time_since_last_report_s,time_since_first_report_s,distance_mean,distance_median,distance_std,pct_within_radius,acc_mean,weighted_dist_mean,prev_arrival_time,time_since_last_arrival_s,t_mean,t_std,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_early_morning,is_mid_day,is_evening,is_night,rain_1h,snow_1h,temperature,wind_speed,humidity,visibility,weather_delay_multiplier,weather_clear,weather_rain,weather_snow,weather_fog,weather_clouds,weather_thunderstorm,weather_unknown,traffic_level,event_nearby,confirm_prob
3,2,1705835596.0,18,2,0.04,197.3,181.1,358.97,321.24,70.94,0.82,0.003423,409.11,1705830245.5,5351.1,811.48,59.58,16,6,1,0,0,1,0,0,0.9,0.0,23.59,4.54,79.88,8892.0,1.11,0,1,0,0,0,0,0,2,0,0.5396
2,1,1705708511.0,21,1,0.06,150.3,165.4,364.0,332.08,39.06,0.75,0.001297,428.13,1705701560.1,6951.2,1123.38,160.13,5,5,1,0,1,0,0,0,0.0,0.0,20.09,9.7,97.07,4712.7,1.11,0,0,0,1,0,0,0,1,1,0.5783
2,3,1706280000.0,3,3,0.01,281.2,435.9,289.33,242.71,82.32,0.99,0.00113,291.45,1706273462.7,6537.8,966.69,216.78,20,4,0,0,0,0,1,0,2.4,0.0,24.16,8.29,80.87,8237.4,1.28,0,1,0,0,0,0,0,1,0,0.3973
10,17,1706457719.0,4,4,0.03,25.9,274.3,34.88,40.27,3.78,0.71,0.002473,37.28,1706454147.5,3572.0,439.54,129.87,21,6,1,0,0,0,0,1,0.0,0.0,33.39,3.25,67.21,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.4453
8,19,1704891064.0,5,1,0.01,85.1,581.2,234.06,266.08,37.05,0.59,0.003648,200.2,1704888547.4,2516.8,1172.58,268.11,18,2,0,1,0,0,1,0,0.0,0.0,25.41,4.9,57.98,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.3555
7,15,1704748030.0,12,1,0.09,51.1,195.1,279.12,303.08,83.19,0.5,0.004797,305.68,1704743237.0,4793.5,850.55,131.75,2,1,0,0,0,0,0,1,0.6,0.0,24.14,2.04,90.16,5057.6,1.16,0,1,0,0,0,0,0,1,0,0.375
10,17,1704221369.0,20,5,0.07,33.9,325.5,242.0,210.37,55.7,0.58,0.003271,255.08,1704219324.4,2044.6,637.15,131.55,0,2,0,0,0,0,0,1,0.0,0.0,27.02,6.93,82.13,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5751
2,1,1704255514.0,17,12,0.07,194.8,307.5,277.35,326.33,59.86,0.97,0.004574,243.6,1704253339.6,2174.6,390.7,21.31,9,2,0,1,0,1,0,0,0.0,0.0,24.57,1.64,78.66,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.7187
5,8,1706262516.0,19,9,0.06,209.4,248.1,468.96,382.52,105.7,0.98,0.002966,454.6,1706257646.8,4870.0,818.33,190.6,15,4,0,0,0,1,0,0,0.0,0.0,24.77,6.22,70.0,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.6528
2,4,1705564958.0,17,13,0.04,75.3,264.0,271.82,271.45,58.95,0.51,0.00095,223.27,1705557982.3,6976.1,1062.43,147.39,13,3,0,0,0,1,0,0,6.3,0.0,26.06,1.75,84.65,6972.1,1.69,0,1,0,0,0,0,0,2,0,0.6417
8,20,1705641326.0,21,16,0.04,31.9,327.0,38.2,38.96,8.88,0.92,0.002079,32.35,1705638754.7,2572.2,985.36,201.56,10,4,0,0,0,1,0,0,0.2,0.0,22.5,8.4,89.02,5291.1,1.12,0,1,0,0,0,0,0,2,0,0.8674
3,3,1704294256.0,6,6,0.02,259.6,535.4,125.98,146.52,34.97,0.55,0.003687,125.05,1704290414.9,3841.1,934.58,104.84,20,2,0,0,0,0,1,0,0.8,0.0,24.61,6.14,80.07,6620.8,1.15,0,1,0,0,0,0,0,1,0,0.4361
4,13,1706086369.0,7,1,0.02,75.1,276.1,244.08,203.36,63.1,0.61,0.004109,290.74,1706081566.6,4802.4,590.42,35.93,14,2,0,0,0,1,0,0,5.2,0.0,27.51,1.68,80.06,7781.6,1.56,0,1,0,0,0,0,0,2,0,0.357
2,5,1704681369.0,1,1,0.0,18.4,211.7,475.7,549.96,112.6,0.73,0.001748,416.36,1704677065.2,4304.0,618.02,121.08,8,0,0,1,1,0,0,0,0.0,0.0,24.47,9.88,84.49,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.2612
9,20,1705458561.0,21,13,0.05,53.0,551.9,413.04,487.36,131.23,0.73,0.002382,484.54,1705452085.0,6476.7,340.7,19.28,7,2,0,1,1,0,0,0,0.0,0.0,26.26,9.89,81.21,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.6616
3,4,1705666586.0,13,1,0.04,127.4,207.6,37.62,43.11,12.94,1.0,0.004985,38.46,1705660634.3,5952.5,1150.29,301.85,17,4,0,1,0,0,1,0,0.0,0.0,21.48,9.59,90.86,3516.6,1.13,0,0,0,1,0,0,0,3,0,0.558
5,13,1704719242.0,8,2,0.03,38.5,422.6,264.95,293.81,67.84,0.9,0.002984,271.41,1704712708.2,6533.9,663.13,55.37,18,0,0,1,0,0,1,0,0.0,0.0,24.17,6.58,80.1,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.4375
6,14,1704639003.0,2,2,0.01,192.8,359.6,54.59,59.53,14.42,0.62,0.004597,50.18,1704634375.7,4627.5,927.88,231.15,20,6,1,0,0,0,1,0,0.0,0.0,29.59,7.92,66.84,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.3627
4,14,1704205872.0,21,2,0.1,191.9,189.7,47.17,40.17,6.53,0.41,0.001125,49.83,1704203090.3,2782.2,611.1,167.56,20,1,0,0,0,0,1,0,0.0,0.0,29.74,2.55,63.35,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5567
6,11,1704189331.0,18,10,0.14,31.2,125.1,235.78,208.09,49.34,0.65,0.003607,192.33,1704183214.6,6116.8,865.11,60.94,15,1,0,0,0,1,0,0,4.1,0.0,27.53,8.26,76.22,6107.5,1.49,0,1,0,0,0,0,0,2,0,0.6471
2,2,1704597678.0,15,14,0.04,113.8,309.8,376.26,306.53,66.12,0.8,0.004528,378.02,1704593005.1,4673.4,396.45,64.17,8,6,1,1,1,0,0,0,1.5,0.0,23.45,1.18,80.38,6509.1,1.22,0,1,0,0,0,0,0,3,0,0.6837
4,13,1704656673.0,17,13,0.05,205.3,486.2,254.24,212.23,66.39,0.71,0.003854,247.29,1704654184.3,2488.9,555.4,78.18,1,0,0,0,0,0,0,1,0.0,0.0,23.88,9.88,92.42,4424.4,1.11,0,0,0,1,0,0,0,1,0,0.6748
7,20,1704701891.0,6,6,0.05,60.0,214.0,94.95,110.02,11.78,0.67,0.002347,113.27,1704699486.8,2405.0,658.07,192.4,13,0,0,0,0,1,0,0,0.0,0.0,25.19,2.54,95.62,4031.6,1.12,0,0,0,1,0,0,0,2,0,0.4837
3,3,1706528342.0,11,8,0.04,252.4,170.7,484.32,525.18,77.42,0.82,0.002884,524.46,1706522396.6,5946.0,378.56,66.83,17,0,0,1,0,0,1,0,0.0,0.0,29.59,6.34,71.41,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5377
4,13,1705260862.0,23,10,0.04,100.1,497.3,134.77,144.56,44.22,0.72,0.002622,130.02,1705257178.7,3683.9,1136.58,292.84,1,0,0,0,0,0,0,1,6.7,0.0,22.75,2.63,89.62,8753.4,1.7,0,1,0,0,0,0,0,1,0,0.7252
10,18,1706015184.0,11,9,0.02,240.9,505.6,101.34,90.62,29.4,0.94,0.001923,104.92,1706009696.6,5488.1,706.75,161.45,18,1,0,1,0,0,1,0,0.0,0.0,25.4,4.95,93.11,5159.1,1.1,0,0,0,1,0,0,0,3,0,0.6247
6,9,1705040499.0,23,2,0.07,272.4,397.1,67.28,79.12,19.4,0.53,0.001127,75.19,1705035351.1,5148.4,780.11,213.34,11,4,0,0,0,1,0,0,0.0,0.0,28.73,3.81,68.03,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.5935
9,18,1706008108.0,22,2,0.05,263.6,244.7,412.42,348.18,145.97,0.39,0.002288,461.46,1706005499.2,2609.6,506.33,116.74,16,1,0,0,0,1,0,0,0.0,0.0,32.2,7.25,62.82,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4259
1,7,1704736063.0,20,11,0.03,106.0,182.8,217.56,199.11,61.89,0.94,0.001126,182.82,1704732880.7,3182.5,953.49,189.02,23,0,0,0,0,0,0,1,0.0,0.0,26.02,8.11,68.38,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7308
3,6,1705814943.0,9,9,0.02,280.6,559.8,230.91,195.19,91.31,0.89,0.001061,269.78,1705808446.4,6497.4,766.95,151.72,10,6,1,0,0,1,0,0,0.0,0.0,26.39,4.02,66.1,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.5291
7,19,1704109806.0,3,3,0.01,142.4,319.7,460.04,476.06,50.54,0.94,0.001617,474.33,1704107112.4,2693.8,330.49,42.26,17,0,0,1,0,0,1,0,0.0,0.0,32.8,2.98,55.55,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.4182
7,18,1705461930.0,20,9,0.17,127.3,106.1,498.47,498.91,138.88,0.35,0.003875,440.63,1705455280.7,6649.5,484.63,47.33,8,2,0,1,1,0,0,0,0.0,0.0,20.22,1.59,91.14,5259.4,1.09,0,0,0,1,0,0,0,3,0,0.5055
9,17,1705247524.0,22,17,0.09,170.1,143.8,99.14,113.49,38.06,0.56,0.001718,104.86,1705243517.5,4007.2,322.85,28.75,21,6,1,0,0,0,0,1,0.0,0.0,32.16,1.24,63.18,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7932
2,6,1704693145.0,22,15,0.06,266.8,360.6,363.2,407.55,144.05,0.72,0.004131,430.41,1704686246.1,6899.8,426.97,64.73,11,0,0,0,0,1,0,0,0.8,0.0,22.52,8.63,87.66,7943.6,1.12,0,1,0,0,0,0,0,2,0,0.6894
6,8,1706344343.0,1,1,0.0,104.1,505.6,187.9,152.89,65.61,0.54,0.003982,177.58,1706337893.3,6449.8,497.56,146.1,14,5,1,0,0,1,0,0,3.0,0.0,22.69,5.24,86.32,8941.5,1.32,0,1,0,0,0,0,0,2,0,0.2697
7,16,1705383145.0,14,9,0.04,191.9,199.3,78.28,88.77,30.95,0.67,0.001273,71.15,1705381246.2,1899.3,1122.87,89.2,11,1,0,0,0,1,0,0,0.0,0.0,23.46,6.86,88.56,5216.7,1.1,0,0,0,1,0,0,0,2,0,0.6056
1,6,1704636443.0,22,6,0.05,79.0,401.9,252.19,259.59,88.63,0.58,0.003969,244.33,1704632733.0,3710.9,1162.76,111.73,19,6,1,1,0,0,1,0,0.2,0.0,26.63,4.93,76.36,8348.3,1.05,0,1,0,0,0,0,0,3,0,0.582
9,16,1705964413.0,3,2,0.01,286.5,132.9,247.04,224.3,64.71,0.41,0.004287,281.27,1705957454.9,6958.3,439.2,90.4,4,1,0,0,0,0,0,1,0.0,0.0,29.74,4.16,56.89,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.284
5,14,1705921367.0,10,7,0.14,27.9,61.3,484.17,388.36,63.39,0.52,0.004133,573.67,1705915301.0,6066.1,921.5,166.17,16,0,0,0,0,1,0,0,0.0,0.0,24.52,7.83,84.16,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4657
3,3,1706050820.0,22,16,0.04,78.7,324.3,118.39,141.49,45.37,0.33,0.003675,138.53,1706048045.8,2775.1,811.15,226.21,4,2,0,0,0,0,0,1,0.0,0.0,24.2,3.68,78.95,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7241
9,19,1706607582.0,3,3,0.01,195.1,411.1,188.7,193.28,46.1,0.92,0.002886,184.25,1706603598.8,3984.2,815.18,204.61,15,1,0,0,0,1,0,0,0.0,0.0,30.38,7.64,63.23,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4188
10,17,1705214909.0,2,2,0.0,11.3,532.3,269.18,316.45,91.42,1.0,0.002078,297.95,1705210939.4,3970.4,731.89,151.41,12,6,1,0,0,1,0,0,0.0,0.0,25.24,4.76,97.79,6073.1,1.08,0,0,0,1,0,0,0,2,0,0.3623
1,1,1706038413.0,3,3,0.01,89.7,220.0,124.47,101.67,13.11,0.99,0.002425,118.71,1706032943.2,5470.1,496.43,142.72,1,2,0,0,0,0,0,1,3.1,0.0,22.54,9.5,83.35,8516.5,1.34,0,1,0,0,0,0,0,1,0,0.4662
5,9,1705680562.0,20,4,0.12,283.1,410.8,307.79,309.35,52.08,0.42,0.001492,269.19,1705674552.6,6009.8,615.11,39.65,21,4,0,0,0,0,0,1,0.0,0.0,34.69,9.35,67.68,10000.0,1.0,1,0,0,0,0,0,0,1,1,0.5326
4,12,1704552136.0,3,3,0.01,298.9,544.6,237.06,248.71,76.89,0.32,0.004527,271.2,1704547866.4,4270.1,652.05,77.1,20,5,1,0,0,0,1,0,0.0,0.0,29.77,8.67,50.89,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.269
2,6,1704936301.0,11,2,0.04,114.9,200.3,364.48,363.87,45.31,0.45,0.003575,302.68,1704929904.6,6396.5,745.63,126.87,6,3,0,0,1,0,0,0,0.0,0.0,23.55,7.1,95.72,4391.2,1.11,0,0,0,1,0,0,0,1,0,0.4075
2,7,1704779137.0,24,19,0.05,77.4,145.0,88.6,82.71,15.2,0.95,0.000976,95.65,1704776315.5,2821.8,1093.47,317.47,11,1,0,0,0,1,0,0,0.0,0.0,26.79,1.05,82.58,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.948
3,6,1704683196.0,18,4,0.05,228.2,199.7,104.64,87.23,20.71,0.69,0.001021,99.47,1704681347.4,1849.0,1036.81,85.13,8,0,0,1,1,0,0,0,0.0,0.0,21.7,8.56,85.24,4729.0,1.11,0,0,0,1,0,0,0,3,0,0.5937
9,16,1704548657.0,22,4,0.17,232.4,571.5,91.53,101.45,28.61,0.63,0.000761,75.95,1704542254.0,6403.0,1191.13,260.87,19,5,1,1,0,0,1,0,1.2,0.0,25.89,1.59,86.89,6534.4,1.19,0,1,0,0,0,0,0,3,0,0.6217
9,19,1705068792.0,23,2,0.12,299.2,290.1,231.18,200.07,78.24,0.79,0.001493,192.56,1705063317.8,5474.7,889.06,105.19,19,4,0,1,0,0,1,0,0.0,0.0,25.71,9.49,86.96,4729.3,1.11,0,0,0,1,0,0,0,3,0,0.5849
4,12,1705742059.0,19,5,0.03,125.8,542.8,122.68,108.6,13.41,0.76,0.002158,140.56,1705737703.9,4355.3,1171.37,112.9,14,5,1,0,0,1,0,0,0.0,0.0,29.21,7.94,80.53,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.6408
5,11,1706048774.0,12,3,0.09,141.3,60.7,303.18,316.19,52.83,0.69,0.001515,262.05,1706043456.0,5318.2,593.33,117.22,3,2,0,0,0,0,0,1,1.1,0.0,27.91,7.12,77.99,6858.4,1.18,0,1,0,0,0,0,0,1,0,0.4743
8,19,1706613422.0,11,11,0.02,286.0,550.2,364.9,401.27,52.46,0.37,0.003069,294.6,1706609017.3,4404.7,489.31,66.79,16,1,0,0,0,1,0,0,0.0,0.0,24.65,5.81,97.24,3289.7,1.13,0,0,0,1,0,0,0,2,0,0.5189
2,2,1704326062.0,20,7,0.19,172.4,432.3,402.29,354.04,60.44,0.37,0.003364,435.51,1704324091.6,1970.6,1142.59,71.98,5,3,0,0,1,0,0,0,0.0,0.0,27.25,8.84,79.18,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5592
2,3,1706197479.0,7,7,0.01,166.5,501.3,231.64,244.94,59.74,0.81,0.000867,190.9,1706194344.8,3134.4,443.59,118.86,21,3,0,0,0,0,0,1,0.0,0.0,27.19,4.03,69.52,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.4917
10,19,1706155498.0,18,6,0.04,72.4,598.0,487.65,516.97,77.96,0.78,0.000825,396.1,1706152307.0,3191.5,716.36,191.32,9,3,0,1,0,1,0,0,0.0,0.0,28.36,4.83,79.85,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5833
10,16,1705088332.0,19,9,0.07,219.0,322.8,437.98,508.18,99.21,0.49,0.003166,510.22,1705085394.9,2937.6,860.67,178.92,1,5,1,0,0,0,0,1,0.0,0.0,32.33,7.44,52.63,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5625
2,6,1704574338.0,14,14,0.04,126.8,97.3,224.21,188.1,49.66,0.72,0.003107,238.8,1704572024.2,2314.4,886.91,113.56,2,6,1,0,0,0,0,1,0.0,0.0,28.99,1.08,67.16,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6713
4,8,1705631666.0,13,13,0.08,265.7,298.7,172.14,168.61,51.78,0.4,0.002522,178.19,1705624744.3,6922.4,527.28,73.72,8,4,0,1,1,0,0,0,0.0,0.0,28.79,4.21,62.11,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5796
6,8,1706135000.0,24,15,0.05,65.7,120.4,142.18,116.99,36.87,0.96,0.000677,120.69,1706130758.7,4241.9,1140.49,147.17,3,3,0,0,0,0,0,1,0.0,0.0,27.04,2.34,65.83,10000.0,1.0,1,0,0,0,0,0,0,1,1,0.8673
5,13,1706606587.0,2,2,0.0,176.1,197.3,265.65,248.93,68.98,0.39,0.001097,227.77,1706599712.6,6875.0,959.61,86.94,14,1,0,0,0,1,0,0,0.0,0.0,21.13,3.11,94.5,3624.7,1.13,0,0,0,1,0,0,0,2,1,0.2626
4,12,1704730754.0,23,11,0.05,151.7,393.6,435.76,448.07,47.55,0.95,0.003603,466.53,1704727789.9,2964.6,893.0,132.58,21,0,0,0,0,0,0,1,0.0,0.0,27.91,6.92,67.13,10000.0,1.0,1,0,0,0,0,0,0,1,1,0.7838
10,19,1704222765.0,1,1,0.0,227.0,108.9,151.46,127.77,44.7,0.84,0.004666,147.71,1704216098.2,6667.4,1090.1,140.95,0,2,0,0,0,0,0,1,0.0,0.0,25.21,6.84,89.88,4187.5,1.12,0,0,0,1,0,0,0,1,0,0.3494
4,14,1705724101.0,15,15,0.06,137.4,188.3,192.89,171.85,23.53,0.72,0.003507,202.11,1705719798.2,4302.9,641.81,170.61,9,5,1,1,0,1,0,0,0.0,0.0,23.11,4.07,91.23,3102.6,1.14,0,0,0,1,0,0,0,3,0,0.726
7,16,1705117148.0,15,12,0.05,121.3,356.7,375.97,408.38,96.39,0.88,0.002439,435.63,1705114963.7,2184.9,1159.19,247.69,9,5,1,1,0,1,0,0,0.0,0.0,28.8,5.31,53.94,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.6387
2,6,1704510931.0,16,14,0.08,241.9,351.1,162.54,169.71,51.18,0.49,0.002361,137.96,1704508153.3,2778.2,913.01,87.06,8,5,1,1,1,0,0,0,0.0,0.0,23.15,6.11,94.22,3427.5,1.13,0,0,0,1,0,0,0,3,0,0.649
6,11,1706575706.0,22,7,0.04,115.2,344.3,65.03,52.09,18.95,0.66,0.003171,72.67,1706570414.8,5291.7,457.3,64.11,6,1,0,0,1,0,0,0,0.0,0.0,25.44,3.3,95.01,5226.5,1.1,0,0,0,1,0,0,0,1,0,0.6822
8,20,1705977035.0,7,7,0.01,231.2,140.8,217.73,187.51,37.14,0.91,0.002628,220.81,1705974271.7,2763.6,581.04,62.5,8,1,0,1,1,0,0,0,0.0,0.0,27.06,3.31,62.76,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5336
2,1,1704224114.0,3,3,0.01,124.3,291.2,361.62,389.46,143.7,0.39,0.000968,394.07,1704219191.1,4923.3,546.74,38.19,1,2,0,0,0,0,0,1,0.0,0.0,20.51,3.91,96.62,3767.5,1.12,0,0,0,1,0,0,0,1,0,0.2153
6,14,1704999950.0,13,13,0.03,202.5,97.8,323.68,294.05,89.93,0.78,0.001539,318.1,1704997122.7,2827.8,347.1,50.2,0,4,0,0,0,0,0,1,0.0,0.0,28.63,5.02,69.91,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6163
4,9,1705584391.0,5,5,0.01,227.7,152.1,210.64,204.13,73.0,0.3,0.001854,251.19,1705580026.8,4364.4,644.27,51.51,18,3,0,1,0,0,1,0,0.0,0.0,29.84,7.63,65.4,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.3222
9,18,1704718558.0,22,18,0.05,260.1,388.6,258.35,223.14,30.73,0.38,0.001523,241.99,1704714701.3,3856.9,611.69,67.14,18,0,0,1,0,0,1,0,0.0,0.0,27.06,3.52,81.51,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.7797
7,16,1706350688.0,3,3,0.01,172.1,271.2,255.56,245.05,66.94,0.74,0.003534,258.89,1706344992.9,5695.7,427.15,43.99,15,5,1,0,0,1,0,0,3.4,0.0,23.94,3.01,75.46,5615.2,1.43,0,1,0,0,0,0,0,2,1,0.362
8,16,1705586723.0,2,1,0.0,148.7,387.4,384.76,334.71,96.49,0.58,0.001159,364.37,1705584555.3,2168.1,323.23,27.08,19,3,0,1,0,0,1,0,0.0,0.0,34.63,9.69,60.99,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.2583
8,19,1704924027.0,20,18,0.11,256.2,60.2,18.67,19.43,3.91,0.57,0.00304,16.37,1704921083.9,2943.5,736.14,175.62,3,3,0,0,0,0,0,1,0.0,0.0,31.19,4.87,55.95,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.8202
1,6,1704309240.0,19,7,0.04,23.4,335.1,498.38,560.97,141.82,0.51,0.003308,503.77,1704305139.6,4100.9,417.64,113.45,0,3,0,0,0,0,0,1,0.0,0.0,29.5,4.31,53.89,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.4941
2,7,1706228378.0,22,5,0.61,127.8,319.9,19.4,17.54,6.37,0.4,0.002909,17.19,1706226512.8,1865.5,517.08,152.01,5,4,0,0,1,0,0,0,0.0,0.0,28.81,5.39,84.19,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6118
3,4,1705500110.0,2,2,0.0,145.4,263.0,203.29,200.0,68.21,0.92,0.004799,226.62,1705496607.8,3503.2,919.32,146.54,19,2,0,1,0,0,1,0,0.0,0.0,21.53,9.12,95.93,3153.7,1.14,0,0,0,1,0,0,0,3,0,0.3707
8,16,1705724226.0,8,8,0.05,267.4,303.3,442.41,372.63,175.41,0.61,0.000715,360.65,1705718396.7,5829.5,893.13,223.76,9,5,1,1,0,1,0,0,0.0,0.0,20.63,4.49,85.46,5034.3,1.1,0,0,0,1,0,0,0,3,0,0.3627
1,2,1706689597.0,19,7,0.04,109.7,282.6,279.31,316.24,33.69,0.6,0.000872,280.95,1706682943.1,6654.1,1004.24,107.41,13,2,0,0,0,1,0,0,0.0,0.0,25.86,3.3,93.68,3041.7,1.14,0,0,0,1,0,0,0,2,0,0.6187
1,4,1704280907.0,21,4,0.11,294.1,385.0,295.39,324.7,101.47,0.76,0.001076,276.28,1704274095.5,6811.7,502.15,71.83,16,2,0,0,0,1,0,0,1.1,0.0,24.64,3.17,87.26,8772.3,1.14,0,1,0,0,0,0,0,2,0,0.5624
8,17,1704627643.0,17,3,0.04,98.5,534.8,136.63,139.04,39.74,0.45,0.004903,150.2,1704622831.3,4812.2,462.54,29.35,17,6,1,1,0,0,1,0,0.0,0.0,21.92,5.86,94.79,4077.3,1.12,0,0,0,1,0,0,0,3,0,0.5002
9,20,1704399190.0,20,18,0.13,154.2,514.0,369.07,375.31,102.27,0.66,0.001839,378.67,1704393670.1,5520.0,1085.99,227.05,1,4,0,0,0,0,0,1,0.0,0.0,24.57,1.08,87.08,4846.2,1.1,0,0,0,1,0,0,0,1,0,0.7389
3,2,1705951988.0,4,4,0.03,264.5,415.1,162.36,178.09,55.94,0.73,0.003595,154.25,1705947279.8,4709.0,771.74,202.21,1,1,0,0,0,0,0,1,3.7,0.0,27.0,7.83,75.22,7998.2,1.41,0,1,0,0,0,0,0,1,0,0.3982
4,8,1706047237.0,24,19,0.04,113.7,302.2,363.81,420.02,101.11,0.57,0.002357,392.28,1706045420.6,1817.4,857.63,119.1,3,2,0,0,0,0,0,1,0.0,0.0,32.94,6.29,51.86,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7867
