bus_id,stop_id,arrival_time,report_count,unique_reporters,reports_per_minute,time_since_last_report_s,time_since_first_report_s,distance_mean,distance_median,distance_std,pct_within_radius,acc_mean,weighted_dist_mean,prev_arrival_time,time_since_last_arrival_s,t_mean,t_std,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_early_morning,is_mid_day,is_evening,is_night,rain_1h,snow_1h,temperature,wind_speed,humidity,visibility,weather_delay_multiplier,weather_clear,weather_rain,weather_snow,weather_fog,weather_clouds,weather_thunderstorm,weather_unknown,traffic_level,event_nearby,confirm_prob
5,8,1706262516806,19,9,0.06,209.4,248.1,468.96,382.52,105.7,0.98,0.002966,454.6,1706257646796.5,4870.0,1706262562360.78,147.67,15,4,0,0,0,1,0,0,0.0,0,24.77,6.22,70.0,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.6528
2,4,1705564958466,17,13,0.04,75.3,264.0,271.82,271.45,58.95,0.51,0.00095,223.27,1705557982342.0,6976.1,1705565166751.92,74.21,13,3,0,0,0,1,0,0,6.3,0,26.06,1.75,84.65,6972.1,1.69,0,1,0,0,0,0,0,2,0,0.6417
8,20,1705641326879,21,16,0.04,31.9,327.0,38.2,38.96,8.88,0.92,0.002079,32.35,1705638754724.9,2572.2,1705641483786.31,125.55,10,4,0,0,0,1,0,0,0.2,0,22.5,8.4,89.02,5291.1,1.12,0,1,0,0,0,0,0,2,0,0.8674
3,3,1704294256039,6,6,0.02,259.6,535.4,125.98,146.52,34.97,0.55,0.003687,125.05,1704290414906.4,3841.1,1704294379090.04,53.5,20,2,0,0,0,0,1,0,0.8,0,24.61,6.14,80.07,6620.8,1.15,0,1,0,0,0,0,0,1,0,0.4361
4,13,1706086369059,7,1,0.02,75.1,276.1,244.08,203.36,63.1,0.61,0.004109,290.74,1706081566632.0,4802.4,1706086262671.09,13.46,14,2,0,0,0,1,0,0,5.2,0,27.51,1.68,80.06,7781.6,1.56,0,1,0,0,0,0,0,2,0,0.357
2,5,1704681369204,1,1,0.0,18.4,211.7,475.7,549.96,112.6,0.73,0.001748,416.36,1704677065232.9,4304.0,1704681281215.61,118.81,8,0,0,1,1,0,0,0,0.0,0,24.47,9.88,84.49,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.2612
9,20,1705458561781,21,13,0.05,53.0,551.9,413.04,487.36,131.23,0.73,0.002382,484.54,1705452085036.6,6476.7,1705458288912.77,10.14,7,2,0,1,1,0,0,0,0.0,0,26.26,9.89,81.21,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.6616
3,4,1705666586814,13,1,0.04,127.4,207.6,37.62,43.11,12.94,1.0,0.004985,38.46,1705660634282.2,5952.5,1705666853673.63,170.68,17,4,0,1,0,0,1,0,0.0,0,21.48,9.59,90.86,3516.6,1.13,0,0,0,1,0,0,0,3,0,0.558
5,13,1704719242151,8,2,0.03,38.5,422.6,264.95,293.81,67.84,0.9,0.002984,271.41,1704712708222.4,6533.9,1704719184241.58,31.13,18,0,0,1,0,0,1,0,0.0,0,24.17,6.58,80.1,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.4375
6,14,1704639003106,2,2,0.01,192.8,359.6,54.59,59.53,14.42,0.62,0.004597,50.18,1704634375654.3,4627.5,1704639121691.75,160.31,20,6,1,0,0,0,1,0,0.0,0,29.59,7.92,66.84,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.3627
4,14,1704205872402,21,2,0.1,191.9,189.7,47.17,40.17,6.53,0.41,0.001125,49.83,1704203090250.1,2782.2,1704205779802.89,179.87,20,1,0,0,0,0,1,0,0.0,0,29.74,2.55,63.35,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5567
6,11,1704189331453,18,10,0.14,31.2,125.1,235.78,208.09,49.34,0.65,0.003607,192.33,1704183214637.2,6116.8,1704189408193.6,20.94,15,1,0,0,0,1,0,0,4.1,0,27.53,8.26,76.22,6107.5,1.49,0,1,0,0,0,0,0,2,0,0.6471
2,2,1704597678482,15,14,0.04,113.8,309.8,376.26,306.53,66.12,0.8,0.004528,378.02,1704593005069.4,4673.4,1704597442785.38,92.25,8,6,1,1,1,0,0,0,1.5,0,23.45,1.18,80.38,6509.1,1.22,0,1,0,0,0,0,0,3,0,0.6837
4,13,1704656673234,17,13,0.05,205.3,486.2,254.24,212.23,66.39,0.71,0.003854,247.29,1704654184300.5,2488.9,1704656543499.68,75.8,1,0,0,0,0,0,0,1,0.0,0,23.88,9.88,92.42,4424.4,1.11,0,0,0,1,0,0,0,1,0,0.6748
7,20,1704701891844,6,6,0.05,60.0,214.0,94.95,110.02,11.78,0.67,0.002347,113.27,1704699486834.1,2405.0,1704701830557.54,194.05,13,0,0,0,0,1,0,0,0.0,0,25.19,2.54,95.62,4031.6,1.12,0,0,0,1,0,0,0,2,0,0.4837
3,3,1706528342563,11,8,0.04,252.4,170.7,484.32,525.18,77.42,0.82,0.002884,524.46,1706522396554.5,5946.0,1706528094937.93,103.69,17,0,0,1,0,0,1,0,0.0,0,29.59,6.34,71.41,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5377
4,13,1705260862583,23,10,0.04,100.1,497.3,134.77,144.56,44.22,0.72,0.002622,130.02,1705257178695.4,3683.9,1705261120301.48,166.97,1,0,0,0,0,0,0,1,6.7,0,22.75,2.63,89.62,8753.4,1.7,0,1,0,0,0,0,0,1,0,0.7252
10,18,1706015184722,11,9,0.02,240.9,505.6,101.34,90.62,29.4,0.94,0.001923,104.92,1706009696619.8,5488.1,1706015155892.12,144.19,18,1,0,1,0,0,1,0,0.0,0,25.4,4.95,93.11,5159.1,1.1,0,0,0,1,0,0,0,3,0,0.6247
6,9,1705040499475,23,2,0.07,272.4,397.1,67.28,79.12,19.4,0.53,0.001127,75.19,1705035351082.2,5148.4,1705040519551.77,179.31,11,4,0,0,0,1,0,0,0.0,0,28.73,3.81,68.03,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.5935
9,18,1706008108790,22,2,0.05,263.6,244.7,412.42,348.18,145.97,0.39,0.002288,461.46,1706005499236.2,2609.6,1706007946341.19,145.84,16,1,0,0,0,1,0,0,0.0,0,32.2,7.25,62.82,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4259
1,7,1704736063160,20,11,0.03,106.0,182.8,217.56,199.11,61.89,0.94,0.001126,182.82,1704732880676.8,3182.5,1704736198818.04,120.63,23,0,0,0,0,0,0,1,0.0,0,26.02,8.11,68.38,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7308
3,6,1705814943810,9,9,0.02,280.6,559.8,230.91,195.19,91.31,0.89,0.001061,269.78,1705808446370.5,6497.4,1705814955113.72,120.3,10,6,1,0,0,1,0,0,0.0,0,26.39,4.02,66.1,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.5291
7,19,1704109806203,3,3,0.01,142.4,319.7,460.04,476.06,50.54,0.94,0.001617,474.33,1704107112431.7,2693.8,1704109526531.12,65.74,17,0,0,1,0,0,1,0,0.0,0,32.8,2.98,55.55,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.4182
7,18,1705461930184,20,9,0.17,127.3,106.1,498.47,498.91,138.88,0.35,0.003875,440.63,1705455280691.6,6649.5,1705461753268.58,42.18,8,2,0,1,1,0,0,0,0.0,0,20.22,1.59,91.14,5259.4,1.09,0,0,0,1,0,0,0,3,0,0.5055
9,17,1705247524659,22,17,0.09,170.1,143.8,99.14,113.49,38.06,0.56,0.001718,104.86,1705243517495.1,4007.2,1705247239891.48,35.45,21,6,1,0,0,0,0,1,0.0,0,32.16,1.24,63.18,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7932
2,6,1704693145872,22,15,0.06,266.8,360.6,363.2,407.55,144.05,0.72,0.004131,430.41,1704686246060.2,6899.8,1704692930521.87,84.25,11,0,0,0,0,1,0,0,0.8,0,22.52,8.63,87.66,7943.6,1.12,0,1,0,0,0,0,0,2,0,0.6894
6,8,1706344343044,1,1,0.0,104.1,505.6,187.9,152.89,65.61,0.54,0.003982,177.58,1706337893277.4,6449.8,1706344174750.98,195.04,14,5,1,0,0,1,0,0,3.0,0,22.69,5.24,86.32,8941.5,1.32,0,1,0,0,0,0,0,2,0,0.2697
7,16,1705383145527,14,9,0.04,191.9,199.3,78.28,88.77,30.95,0.67,0.001273,71.15,1705381246218.0,1899.3,1705383394106.94,27.96,11,1,0,0,0,1,0,0,0.0,0,23.46,6.86,88.56,5216.7,1.1,0,0,0,1,0,0,0,2,0,0.6056
1,6,1704636443936,22,6,0.05,79.0,401.9,252.19,259.59,88.63,0.58,0.003969,244.33,1704632733031.0,3710.9,1704636719112.71,40.95,19,6,1,1,0,0,1,0,0.2,0,26.63,4.93,76.36,8348.3,1.05,0,1,0,0,0,0,0,3,0,0.582
9,16,1705964413176,3,2,0.01,286.5,132.9,247.04,224.3,64.71,0.41,0.004287,281.27,1705957454899.9,6958.3,1705964205979.31,126.55,4,1,0,0,0,0,0,1,0.0,0,29.74,4.16,56.89,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.284
5,14,1705921367024,10,7,0.14,27.9,61.3,484.17,388.36,63.39,0.52,0.004133,573.67,1705915300951.6,6066.1,1705921481360.93,106.65,16,0,0,0,0,1,0,0,0.0,0,24.52,7.83,84.16,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4657
3,3,1706050820911,22,16,0.04,78.7,324.3,118.39,141.49,45.37,0.33,0.003675,138.53,1706048045804.8,2775.1,1706050861678.78,183.52,4,2,0,0,0,0,0,1,0.0,0,24.2,3.68,78.95,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7241
9,19,1706607582971,3,3,0.01,195.1,411.1,188.7,193.28,46.1,0.92,0.002886,184.25,1706603598750.0,3984.2,1706607626428.12,161.78,15,1,0,0,0,1,0,0,0.0,0,30.38,7.64,63.23,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4188
10,17,1705214909810,2,2,0.0,11.3,532.3,269.18,316.45,91.42,1.0,0.002078,297.95,1705210939383.9,3970.4,1705214897736.22,127.36,12,6,1,0,0,1,0,0,0.0,0,25.24,4.76,97.79,6073.1,1.08,0,0,0,1,0,0,0,2,0,0.3623
1,1,1706038413325,3,3,0.01,89.7,220.0,124.47,101.67,13.11,0.99,0.002425,118.71,1706032943230.4,5470.1,1706038244278.05,190.24,1,2,0,0,0,0,0,1,3.1,0,22.54,9.5,83.35,8516.5,1.34,0,1,0,0,0,0,0,1,0,0.4662
5,9,1705680562320,20,4,0.12,283.1,410.8,307.79,309.35,52.08,0.42,0.001492,269.19,1705674552564.7,6009.8,1705680472395.99,16.28,21,4,0,0,0,0,0,1,0.0,0,34.69,9.35,67.68,10000.0,1.0,1,0,0,0,0,0,0,1,1,0.5326
4,12,1704552136485,3,3,0.01,298.9,544.6,237.06,248.71,76.89,0.32,0.004527,271.2,1704547866352.6,4270.1,1704552071187.84,58.23,20,5,1,0,0,0,1,0,0.0,0,29.77,8.67,50.89,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.269
2,6,1704936301139,11,2,0.04,114.9,200.3,364.48,363.87,45.31,0.45,0.003575,302.68,1704929904621.7,6396.5,1704936298226.96,98.71,6,3,0,0,1,0,0,0,0.0,0,23.55,7.1,95.72,4391.2,1.11,0,0,0,1,0,0,0,1,0,0.4075
2,7,1704779137276,24,19,0.05,77.4,145.0,88.6,82.71,15.2,0.95,0.000976,95.65,1704776315480.0,2821.8,1704779366258.56,192.46,11,1,0,0,0,1,0,0,0.0,0,26.79,1.05,82.58,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.948
3,6,1704683196418,18,4,0.05,228.2,199.7,104.64,87.23,20.71,0.69,0.001021,99.47,1704681347427.7,1849.0,1704683387626.33,30.05,8,0,0,1,1,0,0,0,0.0,0,21.7,8.56,85.24,4729.0,1.11,0,0,0,1,0,0,0,3,0,0.5937
9,16,1704548657062,22,4,0.17,232.4,571.5,91.53,101.45,28.61,0.63,0.000761,75.95,1704542254023.2,6403.0,1704548951151.34,136.83,19,5,1,1,0,0,1,0,1.2,0,25.89,1.59,86.89,6534.4,1.19,0,1,0,0,0,0,0,3,0,0.6217
9,19,1705068792507,23,2,0.12,299.2,290.1,231.18,200.07,78.24,0.79,0.001493,192.56,1705063317811.6,5474.7,1705068885214.52,58.29,19,4,0,1,0,0,1,0,0.0,0,25.71,9.49,86.96,4729.3,1.11,0,0,0,1,0,0,0,3,0,0.5849
4,12,1705742059256,19,5,0.03,125.8,542.8,122.68,108.6,13.41,0.76,0.002158,140.56,1705737703922.8,4355.3,1705742340172.4,41.18,14,5,1,0,0,1,0,0,0.0,0,29.21,7.94,80.53,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.6408
5,11,1706048774184,12,3,0.09,141.3,60.7,303.18,316.19,52.83,0.69,0.001515,262.05,1706043455979.4,5318.2,1706048669739.8,120.1,3,2,0,0,0,0,0,1,1.1,0,27.91,7.12,77.99,6858.4,1.18,0,1,0,0,0,0,0,1,0,0.4743
8,19,1706613422016,11,11,0.02,286.0,550.2,364.9,401.27,52.46,0.37,0.003069,294.6,1706609017291.6,4404.7,1706613248225.8,72.47,16,1,0,0,0,1,0,0,0.0,0,24.65,5.81,97.24,3289.7,1.13,0,0,0,1,0,0,0,2,0,0.5189
2,2,1704326062121,20,7,0.19,172.4,432.3,402.29,354.04,60.44,0.37,0.003364,435.51,1704324091556.1,1970.6,1704326323848.62,15.13,5,3,0,0,1,0,0,0,0.0,0,27.25,8.84,79.18,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5592
2,3,1706197479191,7,7,0.01,166.5,501.3,231.64,244.94,59.74,0.81,0.000867,190.9,1706194344833.9,3134.4,1706197274918.13,175.0,21,3,0,0,0,0,0,1,0.0,0,27.19,4.03,69.52,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.4917
10,19,1706155498530,18,6,0.04,72.4,598.0,487.65,516.97,77.96,0.78,0.000825,396.1,1706152307042.9,3191.5,1706155476104.29,174.31,9,3,0,1,0,1,0,0,0.0,0,28.36,4.83,79.85,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5833
10,16,1705088332473,19,9,0.07,219.0,322.8,437.98,508.18,99.21,0.49,0.003166,510.22,1705085394897.8,2937.6,1705088406253.61,128.15,1,5,1,0,0,0,0,1,0.0,0,32.33,7.44,52.63,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5625
2,6,1704574338618,14,14,0.04,126.8,97.3,224.21,188.1,49.66,0.72,0.003107,238.8,1704572024206.0,2314.4,1704574429892.14,65.87,2,6,1,0,0,0,0,1,0.0,0,28.99,1.08,67.16,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6713
4,8,1705631666636,13,13,0.08,265.7,298.7,172.14,168.61,51.78,0.4,0.002522,178.19,1705624744286.3,6922.4,1705631518153.09,75.05,8,4,0,1,1,0,0,0,0.0,0,28.79,4.21,62.11,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5796
6,8,1706135000534,24,15,0.05,65.7,120.4,142.18,116.99,36.87,0.96,0.000677,120.69,1706130758660.2,4241.9,1706135260859.97,66.65,3,3,0,0,0,0,0,1,0.0,0,27.04,2.34,65.83,10000.0,1.0,1,0,0,0,0,0,0,1,1,0.8673
5,13,1706606587661,2,2,0.0,176.1,197.3,265.65,248.93,68.98,0.39,0.001097,227.77,1706599712634.3,6875.0,1706606727400.51,36.66,14,1,0,0,0,1,0,0,0.0,0,21.13,3.11,94.5,3624.7,1.13,0,0,0,1,0,0,0,2,1,0.2626
4,12,1704730754512,23,11,0.05,151.7,393.6,435.76,448.07,47.55,0.95,0.003603,466.53,1704727789866.3,2964.6,1704730849843.38,81.8,21,0,0,0,0,0,0,1,0.0,0,27.91,6.92,67.13,10000.0,1.0,1,0,0,0,0,0,0,1,1,0.7838
10,19,1704222765604,1,1,0.0,227.0,108.9,151.46,127.77,44.7,0.84,0.004666,147.71,1704216098176.2,6667.4,1704222992339.42,66.85,0,2,0,0,0,0,0,1,0.0,0,25.21,6.84,89.88,4187.5,1.12,0,0,0,1,0,0,0,1,0,0.3494
4,14,1705724101075,15,15,0.06,137.4,188.3,192.89,171.85,23.53,0.72,0.003507,202.11,1705719798207.8,4302.9,1705724028947.14,173.35,9,5,1,1,0,1,0,0,0.0,0,23.11,4.07,91.23,3102.6,1.14,0,0,0,1,0,0,0,3,0,0.726
7,16,1705117148648,15,12,0.05,121.3,356.7,375.97,408.38,96.39,0.88,0.002439,435.63,1705114963734.6,2184.9,1705117421444.1,132.67,9,5,1,1,0,1,0,0,0.0,0,28.8,5.31,53.94,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.6387
2,6,1704510931527,16,14,0.08,241.9,351.1,162.54,169.71,51.18,0.49,0.002361,137.96,1704508153320.8,2778.2,1704511040197.98,40.38,8,5,1,1,1,0,0,0,0.0,0,23.15,6.11,94.22,3427.5,1.13,0,0,0,1,0,0,0,3,0,0.649
6,11,1706575706460,22,7,0.04,115.2,344.3,65.03,52.09,18.95,0.66,0.003171,72.67,1706570414788.7,5291.7,1706575511324.68,75.35,6,1,0,0,1,0,0,0,0.0,0,25.44,3.3,95.01,5226.5,1.1,0,0,0,1,0,0,0,1,0,0.6822
8,20,1705977035311,7,7,0.01,231.2,140.8,217.73,187.51,37.14,0.91,0.002628,220.81,1705974271703.0,2763.6,1705976922674.25,49.9,8,1,0,1,1,0,0,0,0.0,0,27.06,3.31,62.76,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5336
2,1,1704224114359,3,3,0.01,124.3,291.2,361.62,389.46,143.7,0.39,0.000968,394.07,1704219191070.4,4923.3,1704223978856.17,20.49,1,2,0,0,0,0,0,1,0.0,0,20.51,3.91,96.62,3767.5,1.12,0,0,0,1,0,0,0,1,0,0.2153
6,14,1704999950424,13,13,0.03,202.5,97.8,323.68,294.05,89.93,0.78,0.001539,318.1,1704997122670.5,2827.8,1704999681828.04,78.8,0,4,0,0,0,0,0,1,0.0,0,28.63,5.02,69.91,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6163
4,9,1705584391217,5,5,0.01,227.7,152.1,210.64,204.13,73.0,0.3,0.001854,251.19,1705580026830.1,4364.4,1705584320733.18,28.37,18,3,0,1,0,0,1,0,0.0,0,29.84,7.63,65.4,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.3222
9,18,1704718558208,22,18,0.05,260.1,388.6,258.35,223.14,30.73,0.38,0.001523,241.99,1704714701296.6,3856.9,1704718466001.1,51.62,18,0,0,1,0,0,1,0,0.0,0,27.06,3.52,81.51,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.7797
7,16,1706350688627,3,3,0.01,172.1,271.2,255.56,245.05,66.94,0.74,0.003534,258.89,1706344992948.0,5695.7,1706350473394.02,46.34,15,5,1,0,0,1,0,0,3.4,0,23.94,3.01,75.46,5615.2,1.43,0,1,0,0,0,0,0,2,1,0.362
8,16,1705586723383,2,1,0.0,148.7,387.4,384.76,334.71,96.49,0.58,0.001159,364.37,1705584555253.3,2168.1,1705586438870.93,31.36,19,3,0,1,0,0,1,0,0.0,0,34.63,9.69,60.99,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.2583
8,19,1704924027416,20,18,0.11,256.2,60.2,18.67,19.43,3.91,0.57,0.00304,16.37,1704921083938.1,2943.5,1704924018177.91,152.08,3,3,0,0,0,0,0,1,0.0,0,31.19,4.87,55.95,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.8202
1,6,1704309240478,19,7,0.04,23.4,335.1,498.38,560.97,141.82,0.51,0.003308,503.77,1704305139628.5,4100.9,1704309018904.99,177.89,0,3,0,0,0,0,0,1,0.0,0,29.5,4.31,53.89,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.4941
2,7,1706228378225,22,5,0.61,127.8,319.9,19.4,17.54,6.37,0.4,0.002909,17.19,1706226512773.1,1865.5,1706228222946.18,195.3,5,4,0,0,1,0,0,0,0.0,0,28.81,5.39,84.19,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6118
3,4,1705500110995,2,2,0.0,145.4,263.0,203.29,200.0,68.21,0.92,0.004799,226.62,1705496607798.2,3503.2,1705500223876.24,90.33,19,2,0,1,0,0,1,0,0.0,0,21.53,9.12,95.93,3153.7,1.14,0,0,0,1,0,0,0,3,0,0.3707
8,16,1705724226227,8,8,0.05,267.4,303.3,442.41,372.63,175.41,0.61,0.000715,360.65,1705718396708.7,5829.5,1705724321649.21,161.42,9,5,1,1,0,1,0,0,0.0,0,20.63,4.49,85.46,5034.3,1.1,0,0,0,1,0,0,0,3,0,0.3627
1,2,1706689597155,19,7,0.04,109.7,282.6,279.31,316.24,33.69,0.6,0.000872,280.95,1706682943091.3,6654.1,1706689766646.75,49.43,13,2,0,0,0,1,0,0,0.0,0,25.86,3.3,93.68,3041.7,1.14,0,0,0,1,0,0,0,2,0,0.6187
1,4,1704280907161,21,4,0.11,294.1,385.0,295.39,324.7,101.47,0.76,0.001076,276.28,1704274095510.2,6811.7,1704280741931.26,77.57,16,2,0,0,0,1,0,0,1.1,0,24.64,3.17,87.26,8772.3,1.14,0,1,0,0,0,0,0,2,0,0.5624
8,17,1704627643509,17,3,0.04,98.5,534.8,136.63,139.04,39.74,0.45,0.004903,150.2,1704622831318.3,4812.2,1704627451866.48,15.5,17,6,1,1,0,0,1,0,0.0,0,21.92,5.86,94.79,4077.3,1.12,0,0,0,1,0,0,0,3,0,0.5002
9,20,1704399190108,20,18,0.13,154.2,514.0,369.07,375.31,102.27,0.66,0.001839,378.67,1704393670127.7,5520.0,1704399414102.11,129.08,1,4,0,0,0,0,0,1,0.0,0,24.57,1.08,87.08,4846.2,1.1,0,0,0,1,0,0,0,1,0,0.7389
3,2,1705951988765,4,4,0.03,264.5,415.1,162.36,178.09,55.94,0.73,0.003595,154.25,1705947279809.0,4709.0,1705952003261.08,170.37,1,1,0,0,0,0,0,1,3.7,0,27.0,7.83,75.22,7998.2,1.41,0,1,0,0,0,0,0,1,0,0.3982
