bus_id,stop_id,route_id,trip_id,arrival_time,report_count,unique_reporters,reports_per_minute,time_since_last_report_s,time_since_first_report_s,distance_mean,distance_median,distance_std,pct_within_radius,acc_mean,weighted_dist_mean,prev_arrival_time,time_since_last_arrival_s,t_mean,t_std,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_early_morning,is_mid_day,is_evening,is_night,rain_1h,snow_1h,temperature,wind_speed,humidity,visibility,weather_delay_multiplier,weather_clear,weather_rain,weather_snow,weather_fog,weather_clouds,weather_thunderstorm,weather_unknown,traffic_level,event_nearby,confirm_prob
8,20,4,8,1704666560,12,12,1.24,17.7,541.2,268.57,321.53,32.8,0.69,0.004862,271.05,1704661361.7,5198.8,1704666677.86,93.64,3,0,0,0,0,0,0,1,2.0,0,25.51,3.53,93.02,5181.8,1.29,0,1,0,0,0,0,0,1,1,0.6287
9,23,5,9,1706416163,24,8,13.59,195.8,269.7,122.4,110.94,25.47,0.48,0.00254,99.5,1706412853.0,3310.7,1706416110.45,122.54,9,6,1,1,0,1,0,0,0.6,0,22.8,4.75,76.52,8762.1,1.09,0,1,0,0,0,0,0,3,0,0.6789
1,2,1,1,1706483905,24,18,4.32,53.6,282.1,391.03,387.95,154.68,0.56,0.003873,374.29,1706477628.1,6277.5,1706483947.07,17.38,4,0,0,0,0,0,0,1,0.0,0,25.37,1.12,52.68,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7161
6,14,3,6,1705876323,5,5,0.55,177.6,452.1,380.97,362.36,65.65,0.44,0.001631,346.64,1705873404.7,2919.0,1705876550.65,152.61,4,0,0,0,0,0,0,1,0.1,0,23.61,5.29,75.44,6992.7,1.07,0,1,0,0,0,0,0,1,0,0.3581
2,2,1,2,1704866758,22,12,3.9,263.6,277.9,75.67,61.41,24.71,0.73,0.003668,66.98,1704864222.2,2536.4,1704866467.33,73.36,11,2,0,0,0,1,0,0,1.8,0,24.35,4.13,83.75,8616.6,1.21,0,1,0,0,0,0,0,2,0,0.7661
4,9,2,4,1706132628,19,17,2.0,48.4,560.4,251.14,226.85,59.71,0.99,0.002717,233.93,1706127408.2,5220.4,1706132472.7,19.79,3,3,0,0,0,0,0,1,0.0,0,20.77,2.25,86.66,3607.6,1.13,0,0,0,1,0,0,0,1,0,0.8205
8,18,4,8,1704547633,3,3,0.5,71.0,503.8,179.09,168.17,19.62,0.68,0.002905,168.77,1704541004.4,6628.8,1704547410.43,69.37,18,5,1,1,0,0,1,0,0.8,0,22.55,5.6,84.62,7751.1,1.12,0,1,0,0,0,0,0,3,0,0.3982
3,2,1,3,1705104525,4,1,4.34,181.2,592.6,272.93,319.22,46.63,0.83,0.002891,297.0,1705102388.6,2136.6,1705104313.87,30.96,5,5,1,0,1,0,0,0,2.3,0,27.07,8.8,89.99,5121.9,1.33,0,1,0,0,0,0,0,1,0,0.3828
10,25,5,10,1705112848,10,7,3.05,67.4,236.8,68.68,79.41,19.1,0.78,0.004051,68.64,1705110579.3,2269.4,1705112870.92,119.43,7,5,1,1,1,0,0,0,0.0,0,24.47,3.55,90.61,3510.3,1.13,0,0,0,1,0,0,0,3,0,0.561
6,12,3,6,1705746817,24,13,7.14,280.4,64.1,120.41,113.93,29.66,0.9,0.000895,135.15,1705744717.0,2100.5,1705747022.88,15.07,16,5,1,0,0,1,0,0,0.0,0,24.11,9.98,78.94,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.8325
9,25,5,9,1705597987,4,4,0.49,81.1,152.3,337.64,395.62,90.16,0.7,0.00176,374.03,1705595177.9,2810.0,1705597882.11,87.96,22,3,0,0,0,0,0,1,0.0,0,30.08,2.03,54.85,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.3579
1,1,1,1,1704831530,11,4,3.37,180.2,259.4,232.59,237.11,61.56,0.44,0.003581,194.25,1704828980.7,2549.7,1704831232.02,27.76,1,2,0,0,0,0,0,1,0.0,0,26.84,8.15,77.12,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.4187
3,4,1,3,1706313685,18,14,1.93,297.3,170.7,195.82,229.23,61.97,0.33,0.004017,221.51,1706307832.9,5852.7,1706313865.3,165.9,5,5,1,0,1,0,0,0,0.0,0,26.86,6.7,54.71,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6308
7,14,3,7,1704920981,18,8,3.94,215.6,545.8,315.81,320.84,73.15,0.7,0.002099,302.1,1704916309.5,4672.0,1704920721.51,49.66,2,3,0,0,0,0,0,1,0.0,0,23.26,7.57,90.61,4331.3,1.11,0,0,0,1,0,0,0,1,0,0.6037
9,24,5,9,1704551566,1,1,0.17,299.3,466.3,356.42,396.14,50.95,0.44,0.003713,355.56,1704545691.1,5875.0,1704551327.88,109.61,20,5,1,0,0,0,1,0,0.0,0,28.79,6.44,59.14,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.2647
2,5,1,2,1705518718,4,4,0.52,8.6,383.2,287.1,311.93,80.3,0.88,0.004816,269.01,1705515691.1,3027.7,1705518672.93,61.15,0,3,0,0,0,0,0,1,1.9,0,27.47,3.3,77.78,5403.2,1.28,0,1,0,0,0,0,0,1,0,0.4034
6,11,3,6,1705645559,4,4,0.57,277.1,441.9,84.74,87.33,23.9,0.6,0.003814,99.47,1705638761.8,6798.1,1705645530.35,27.08,11,4,0,0,0,1,0,0,8.4,0,27.03,8.83,77.49,8683.4,1.86,0,1,0,0,0,0,0,2,0,0.4035
7,12,3,7,1705651985,9,9,4.24,237.4,386.0,65.99,63.73,23.69,0.95,0.002596,65.49,1705645226.3,6759.7,1705652038.17,11.41,13,4,0,0,0,1,0,0,0.0,0,25.48,2.49,88.23,5310.5,1.09,0,0,0,1,0,0,0,2,0,0.6085
1,3,1,1,1704912338,22,18,3.3,57.5,579.0,82.84,80.02,10.41,1.0,0.00276,86.01,1704910176.2,2162.2,1704912488.44,45.93,0,3,0,0,0,0,0,1,0.0,0,29.39,2.72,69.1,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.9232
9,22,5,9,1705317797,19,18,6.33,215.6,344.9,271.88,269.83,67.73,0.84,0.000963,253.87,1705315589.8,2207.7,1705317949.47,58.1,16,0,0,0,0,1,0,0,4.6,0,25.16,8.56,91.01,8915.7,1.48,0,1,0,0,0,0,0,2,0,0.7974
9,23,5,9,1705133695,24,8,21.51,241.0,156.4,329.85,295.3,42.82,0.47,0.00375,376.78,1705127412.6,6283.2,1705133634.12,135.28,13,5,1,0,0,1,0,0,0.0,0,25.23,9.07,70.86,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.6592
6,12,3,6,1704344638,19,4,2.94,212.7,551.7,316.13,295.38,109.87,0.55,0.000654,357.95,1704340974.1,3664.0,1704344802.41,75.74,10,3,0,0,0,1,0,0,0.0,0,33.61,9.77,54.39,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.489
10,24,5,10,1704411904,23,17,4.7,156.2,460.5,352.43,338.7,58.3,0.75,0.002398,300.6,1704405241.6,6663.1,1704412019.44,138.22,5,4,0,0,1,0,0,0,0.0,0,24.94,5.48,91.89,6260.2,1.07,0,0,0,1,0,0,0,1,0,0.823
1,1,1,1,1705137403,12,10,8.15,82.8,203.9,368.77,332.0,106.92,0.65,0.00308,418.64,1705133419.4,3983.7,1705137565.59,87.3,14,5,1,0,0,1,0,0,0.9,0,27.75,7.94,78.69,5361.3,1.18,0,1,0,0,0,0,0,2,0,0.5163
5,7,2,5,1706274708,4,4,0.55,185.1,572.6,204.36,241.48,28.71,0.64,0.001715,207.62,1706272033.9,2674.9,1706274913.66,170.05,18,4,0,1,0,0,1,0,0.0,0,34.55,6.61,53.09,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.407
4,10,2,4,1704986842,17,1,3.4,208.1,294.8,130.74,147.42,44.43,0.79,0.001725,135.46,1704983093.4,3749.3,1704986597.58,183.88,20,3,0,0,0,0,1,0,0.0,0,26.37,5.01,69.0,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5318
2,4,1,2,1705498807,21,17,3.17,209.2,518.6,132.34,131.78,22.02,0.99,0.004748,107.96,1705493197.1,5610.1,1705499062.4,40.21,19,2,0,1,0,0,1,0,0.0,0,30.68,1.31,68.31,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.8833
9,23,5,9,1704893728,8,8,1.88,239.6,462.3,36.89,36.23,9.47,0.75,0.003426,34.9,1704888901.0,4827.7,1704893717.26,177.57,19,2,0,1,0,0,1,0,0.0,0,27.18,4.64,73.82,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5568
8,21,4,8,1706163708,22,13,3.5,266.4,392.6,124.15,100.53,44.82,0.31,0.004436,125.59,1706156837.4,6871.0,1706163887.6,199.6,11,3,0,0,0,1,0,0,0.0,0,26.1,4.62,80.34,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.6772
5,10,2,5,1705735094,15,10,15.11,104.2,342.2,368.81,295.54,88.59,0.51,0.004338,400.61,1705730113.0,4981.2,1705734960.52,182.52,12,5,1,0,0,1,0,0,0.0,0,20.27,2.12,86.42,4566.5,1.11,0,0,0,1,0,0,0,2,1,0.543
4,10,2,4,1706151788,11,6,1.12,265.8,384.4,452.82,541.43,146.27,0.35,0.002307,514.02,1706148743.2,3045.1,1706151986.71,28.47,8,3,0,1,1,0,0,0,0.0,0,24.28,1.33,72.68,10000.0,1.0,1,0,0,0,0,0,0,3,1,0.3448
5,9,2,5,1706224925,5,5,2.24,157.9,382.5,267.27,241.63,68.04,0.64,0.004984,309.75,1706220622.9,4302.3,1706224998.93,150.83,4,4,0,0,0,0,0,1,0.1,0,27.37,4.52,92.2,6829.7,1.07,0,1,0,0,0,0,0,1,0,0.3957
8,21,4,8,1705311746,2,2,4.6,102.1,563.1,370.25,337.88,65.09,0.3,0.003631,303.43,1705307070.3,4676.1,1705312023.61,26.35,15,0,0,0,0,1,0,0,0.0,0,25.37,8.95,97.89,3246.1,1.14,0,0,0,1,0,0,0,2,0,0.2496
2,2,1,2,1706425883,24,8,3.53,171.9,204.2,440.53,492.94,131.07,0.9,0.004403,477.24,1706419563.7,6319.9,1706426002.04,137.63,12,6,1,0,0,1,0,0,0.0,0,27.71,2.43,80.05,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.656
2,3,1,2,1706361218,10,10,4.25,273.1,60.6,282.53,311.53,50.18,0.44,0.000878,262.91,1706356395.3,4823.2,1706360987.93,78.46,18,5,1,1,0,0,1,0,0.0,0,25.09,2.16,66.37,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5069
10,23,5,10,1704145564,2,2,0.21,35.2,566.1,347.06,287.07,66.04,0.8,0.000803,358.47,1704141896.9,3667.8,1704145637.2,13.92,3,1,0,0,0,0,0,1,0.0,0,29.23,9.72,84.47,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.3471
1,1,1,1,1704445783,7,7,0.85,114.7,502.1,133.73,107.04,19.75,0.63,0.004749,112.45,1704439370.8,6412.7,1704445799.75,166.05,14,4,0,0,0,1,0,0,0.0,0,27.98,7.96,66.8,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4948
4,6,2,4,1704416620,17,12,43.17,220.7,551.1,430.11,510.02,141.09,0.61,0.001904,399.27,1704410908.8,5711.9,1704416768.15,44.07,6,4,0,0,1,0,0,0,0.0,0,33.68,6.06,64.3,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5648
6,11,3,6,1705523859,17,8,2.2,254.2,471.0,316.85,270.11,34.78,0.94,0.003275,354.43,1705519459.2,4400.2,1705523629.82,29.41,2,3,0,0,0,0,0,1,0.0,0,28.11,2.8,73.61,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6781
5,9,2,5,1704239029,24,8,7.59,139.3,66.3,45.5,43.54,11.1,0.72,0.001812,49.05,1704232584.9,6444.7,1704239197.48,12.73,5,2,0,0,1,0,0,0,0.0,0,26.88,3.18,67.1,10000.0,1.0,1,0,0,0,0,0,0,1,1,0.7409
9,23,5,9,1704492348,22,1,3.91,7.9,236.3,263.68,220.21,54.1,0.32,0.000854,252.81,1704489831.8,2516.7,1704492388.97,139.45,3,5,1,0,0,0,0,1,0.0,0,24.8,1.94,87.6,3669.9,1.13,0,0,0,1,0,0,0,1,0,0.4895
4,9,2,4,1705918185,9,6,1.45,185.8,221.4,468.25,552.04,134.66,0.85,0.003255,465.33,1705912816.7,5368.4,1705918216.88,121.51,15,0,0,0,0,1,0,0,0.0,0,24.7,2.48,91.25,3163.0,1.14,0,0,0,1,0,0,0,2,0,0.433
4,6,2,4,1705987350,23,12,13.81,262.2,178.4,488.17,456.32,75.49,0.85,0.003464,487.82,1705982551.5,4799.0,1705987481.96,49.55,10,1,0,0,0,1,0,0,0.0,0,34.96,6.85,69.5,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.7511
7,13,3,7,1705882551,1,1,0.21,261.1,452.7,373.93,362.78,76.2,0.56,0.004944,305.14,1705876069.6,6482.0,1705882598.81,90.53,5,0,0,0,1,0,0,0,0.0,0,24.35,9.11,91.33,6493.7,1.07,0,0,0,1,0,0,0,1,0,0.2627
7,14,3,7,1704826137,3,3,0.64,251.6,187.3,390.24,375.46,109.48,0.74,0.002178,392.21,1704822107.3,4030.4,1704825879.13,90.25,0,2,0,0,0,0,0,1,0.0,0,25.97,6.34,58.1,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.3201
2,1,1,2,1705808114,6,6,1.51,291.0,199.4,331.8,308.6,110.17,0.39,0.004864,325.67,1705805039.7,3074.7,1705807858.45,38.1,9,6,1,1,0,1,0,0,0.0,0,23.12,4.88,89.38,6315.5,1.07,0,0,0,1,0,0,0,3,0,0.3302
6,11,3,6,1705668639,22,11,2.98,200.8,316.3,423.64,475.44,116.76,0.91,0.001426,357.88,1705665383.2,3256.6,1705668374.06,108.58,18,4,0,1,0,0,1,0,0.0,0,29.62,2.1,65.79,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.6938
4,7,2,4,1706504004,1,1,0.17,208.0,274.6,245.15,263.39,25.79,0.53,0.004879,253.01,1706500831.2,3172.8,1706504017.08,71.82,10,0,0,0,0,1,0,0,0.0,0,23.19,2.29,86.63,3530.9,1.13,0,0,0,1,0,0,0,2,0,0.3064
3,4,1,3,1705993873,18,1,2.46,51.1,186.7,482.04,434.86,143.88,0.99,0.002184,389.01,1705990755.6,3118.4,1705994072.52,173.6,12,1,0,0,0,1,0,0,0.0,0,28.61,8.16,67.26,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4841
5,9,2,5,1705679779,14,14,2.14,36.4,415.2,499.71,409.41,196.46,0.58,0.004418,556.16,1705674918.0,4861.9,1705679923.0,176.31,21,4,0,0,0,0,0,1,0.0,0,26.42,7.01,71.54,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.4985
2,4,1,2,1706073643,23,19,2.64,115.8,220.3,328.05,305.53,94.83,0.73,0.003035,312.36,1706068881.2,4761.9,1706073700.96,111.41,10,2,0,0,0,1,0,0,0.0,0,29.44,6.28,50.29,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.8116
1,5,1,1,1705738156,14,9,3.64,259.7,340.3,244.8,198.35,49.54,0.57,0.002295,252.65,1705733475.5,4681.5,1705738221.65,154.15,13,5,1,0,0,1,0,0,0.0,0,33.13,9.6,64.36,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.5667
2,2,1,2,1704630456,15,15,6.01,278.5,92.5,467.87,440.1,61.02,0.64,0.001655,427.61,1704626997.2,3459.4,1704630638.35,110.14,17,6,1,1,0,0,1,0,0.0,0,25.87,7.45,77.21,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.672
7,14,3,7,1705176919,7,7,3.72,159.9,442.9,62.37,64.05,11.04,0.97,0.002676,70.0,1705172148.0,4771.2,1705176645.32,128.46,1,6,1,0,0,0,0,1,0.0,0,25.71,8.96,92.82,6276.8,1.07,0,0,0,1,0,0,0,1,0,0.5728
4,9,2,4,1704651020,24,10,2.66,109.3,187.9,392.46,357.11,136.1,0.6,0.003504,328.96,1704645851.4,5168.8,1704650991.29,119.39,23,6,1,0,0,0,0,1,0.0,0,26.68,8.77,64.74,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6212
3,4,1,3,1704371092,5,5,2.11,65.8,404.5,135.87,143.05,15.97,0.4,0.001735,141.15,1704365642.6,5449.5,1704371057.76,91.93,17,3,0,1,0,0,1,0,0.0,0,32.25,4.07,50.32,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.3989
7,13,3,7,1705650544,10,7,1.29,83.1,408.5,301.92,289.98,63.43,0.54,0.003277,294.96,1705644252.7,6292.1,1705650646.47,18.64,13,4,0,0,0,1,0,0,0.0,0,23.84,7.12,88.52,5371.2,1.09,0,0,0,1,0,0,0,2,0,0.4697
5,9,2,5,1705271177,2,2,0.3,169.5,454.6,237.95,196.08,63.93,0.97,0.001289,256.04,1705268292.6,2885.0,1705271199.1,23.85,3,0,0,0,0,0,0,1,0.0,0,22.7,6.98,94.83,4390.3,1.11,0,0,0,1,0,0,0,1,0,0.3841
3,2,1,3,1706515444,23,19,14.42,297.8,560.6,274.58,312.15,70.37,0.74,0.000901,302.62,1706512955.3,2489.7,1706515640.55,157.5,13,0,0,0,0,1,0,0,2.5,0,22.22,4.24,81.06,6052.5,1.33,0,1,0,0,0,0,0,2,0,0.8379
4,6,2,4,1706526394,1,1,0.12,87.5,568.9,437.93,378.68,147.09,0.7,0.00305,418.85,1706521888.5,4506.2,1706526332.98,110.25,16,0,0,0,0,1,0,0,0.0,0,31.28,5.79,63.49,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.2203
6,11,3,6,1704456792,20,14,22.58,123.9,153.7,350.53,328.95,137.65,0.75,0.004201,299.0,1704450337.8,6454.9,1704457046.36,99.98,17,4,0,1,0,0,1,0,0.0,0,31.06,2.57,65.3,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.6621
10,25,5,10,1705145534,21,2,27.65,12.6,133.0,481.93,491.47,187.83,0.6,0.001903,483.11,1705141361.2,4173.4,1705145297.97,129.96,17,5,1,1,0,0,1,0,0.0,0,25.3,6.85,77.39,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.4147
1,5,1,1,1704231618,10,2,2.05,227.5,394.5,155.7,151.37,23.54,0.35,0.004022,141.09,1704228858.3,2759.9,1704231733.2,125.52,3,2,0,0,0,0,0,1,0.0,0,31.33,3.09,54.58,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.3969
3,1,1,3,1704530166,6,6,0.83,238.7,278.6,330.5,311.23,85.15,0.64,0.001296,315.57,1704523162.1,7004.6,1704530015.88,31.09,14,5,1,0,0,1,0,0,0.0,0,29.19,6.24,65.81,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4043
4,9,2,4,1704575089,1,1,4.91,76.2,587.0,402.75,476.79,99.22,0.38,0.002966,395.4,1704568729.5,6359.5,1704574847.9,100.21,2,6,1,0,0,0,0,1,0.0,0,26.5,7.64,56.49,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.2031
10,23,5,10,1705061302,10,10,1.12,286.8,484.9,164.55,176.93,38.06,0.48,0.004284,134.17,1705054632.9,6669.5,1705061279.32,129.25,17,4,0,1,0,0,1,0,0.0,0,31.59,6.73,67.9,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5276
10,22,5,10,1704284962,19,5,2.57,156.1,427.3,30.42,25.37,9.58,0.35,0.000821,24.48,1704277997.0,6965.1,1704285104.59,73.88,17,2,0,1,0,0,1,0,0.0,0,21.78,6.95,89.55,6098.6,1.08,0,0,0,1,0,0,0,3,0,0.5635
10,24,5,10,1704534691,5,5,1.84,11.2,104.4,484.25,444.63,160.17,0.74,0.002219,427.24,1704532235.9,2455.5,1704534760.4,156.05,15,5,1,0,0,1,0,0,2.1,0,25.18,8.19,75.84,8874.0,1.23,0,1,0,0,0,0,0,2,0,0.3223
4,8,2,4,1706652283,21,16,2.58,198.7,129.2,175.75,205.85,29.42,0.56,0.002444,171.49,1706647173.2,5109.9,1706652548.94,51.94,3,2,0,0,0,0,0,1,0.0,0,24.73,8.98,68.95,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7747
5,9,2,5,1704831670,17,12,1.85,79.4,467.7,235.66,267.9,75.07,0.84,0.003453,205.26,1704826927.3,4743.1,1704831961.2,187.79,1,2,0,0,0,0,0,1,0.0,0,24.26,2.19,68.3,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6776
